,Municipality,Births,Farc Violence,Total Violence,Ratio,post15,FARC,post13,Month,Year
0,81065,365,2,3,0.6666666666666666,0,0,0,8,2014
0,81065,339,0,2,0.0,0,0,0,9,2014
0,81065,372,0,6,0.0,0,0,0,10,2014
0,81065,321,2,6,0.3333333333333333,0,0,0,11,2014
0,81065,345,2,2,1.0,0,0,0,12,2014
0,81300,291,0,7,0.0,0,0,0,2,2014
0,81300,336,0,6,0.0,0,0,0,3,2014
0,81300,328,0,4,0.0,0,0,0,6,2014
0,81300,286,0,1,0.0,0,0,0,7,2014
0,81300,365,1,7,0.14285714285714285,0,0,0,8,2014
0,81300,339,0,3,0.0,0,0,0,9,2014
0,81300,372,0,1,0.0,0,0,0,10,2014
0,81300,321,0,2,0.0,0,0,0,11,2014
0,81300,345,0,1,0.0,0,0,0,12,2014
0,81591,365,0,1,0.0,0,0,0,8,2014
0,81736,313,0,2,0.0,0,0,0,1,2014
0,81736,291,0,5,0.0,0,0,0,2,2014
0,81736,336,0,13,0.0,0,0,0,3,2014
0,81736,330,0,10,0.0,0,0,0,4,2014
0,81736,379,0,6,0.0,0,0,0,5,2014
0,81736,328,0,3,0.0,0,0,0,6,2014
0,81736,286,1,6,0.16666666666666666,0,0,0,7,2014
0,81736,365,0,6,0.0,0,0,0,8,2014
0,81736,372,0,1,0.0,0,0,0,10,2014
0,81736,321,0,8,0.0,0,0,0,11,2014
0,81736,345,0,3,0.0,0,0,0,12,2014
0,81794,313,2,5,0.4,0,0,0,1,2014
0,81794,291,1,11,0.09090909090909091,0,0,0,2,2014
0,81794,336,0,2,0.0,0,0,0,3,2014
0,81794,330,1,5,0.2,0,0,0,4,2014
0,81794,379,0,6,0.0,0,0,0,5,2014
0,81794,328,0,2,0.0,0,0,0,6,2014
0,81794,286,0,2,0.0,0,0,0,7,2014
0,81794,365,0,3,0.0,0,0,0,8,2014
0,81794,339,0,3,0.0,0,0,0,9,2014
0,81794,372,0,2,0.0,0,0,0,10,2014
0,81794,321,2,6,0.3333333333333333,0,0,0,11,2014
0,81794,345,0,3,0.0,0,0,0,12,2014
0,85001,550,0,1,0.0,0,0,0,4,2014
0,85001,518,0,1,0.0,0,0,0,11,2014
0,85010,520,0,1,0.0,0,0,0,1,2014
0,85010,520,0,1,0.0,0,0,0,2,2014
0,85010,536,0,1,0.0,0,0,0,7,2014
0,85010,566,0,1,0.0,0,0,0,10,2014
0,85125,550,0,1,0.0,0,0,0,4,2014
0,85125,507,0,1,0.0,0,0,0,12,2014
0,85136,520,0,2,0.0,0,0,0,2,2014
0,85136,550,0,1,0.0,0,0,0,4,2014
0,85139,520,0,1,0.0,0,0,0,2,2014
0,85139,507,0,1,0.0,0,0,0,12,2014
0,85225,516,0,1,0.0,0,0,0,5,2014
0,85250,518,0,1,0.0,0,0,0,11,2014
0,85250,507,0,1,0.0,0,0,0,12,2014
0,85263,550,0,1,0.0,0,0,0,4,2014
0,85315,520,0,1,0.0,0,0,0,2,2014
0,85400,610,1,1,1.0,0,0,0,3,2014
0,85400,532,0,1,0.0,0,0,0,6,2014
0,85430,536,0,1,0.0,0,0,0,7,2014
0,85440,566,0,1,0.0,0,0,0,10,2014
0,86001,348,0,1,0.0,0,0,0,3,2014
0,86001,363,0,1,0.0,0,0,0,7,2014
0,86001,327,0,1,0.0,0,0,0,8,2014
0,86320,317,3,4,0.75,0,0,0,1,2014
0,86320,314,1,1,1.0,0,0,0,2,2014
0,86320,348,1,1,1.0,0,0,0,3,2014
0,86320,354,0,1,0.0,0,0,0,4,2014
0,86320,320,7,12,0.5833333333333334,0,0,0,5,2014
0,86320,363,9,10,0.9,0,0,0,7,2014
0,86320,343,1,1,1.0,0,0,0,9,2014
0,86320,318,0,1,0.0,0,0,0,10,2014
0,86320,330,4,4,1.0,0,0,0,11,2014
0,86320,340,3,3,1.0,0,0,0,12,2014
0,86568,317,5,8,0.625,0,0,0,1,2014
0,86568,348,0,2,0.0,0,0,0,3,2014
0,86568,354,0,2,0.0,0,0,0,4,2014
0,86568,320,0,2,0.0,0,0,0,5,2014
0,86568,363,3,3,1.0,0,0,0,7,2014
0,86568,327,2,2,1.0,0,0,0,8,2014
0,86568,343,1,3,0.3333333333333333,0,0,0,9,2014
0,86568,318,1,3,0.3333333333333333,0,0,0,10,2014
0,86568,330,0,1,0.0,0,0,0,11,2014
0,86569,320,2,2,1.0,0,0,0,5,2014
0,86569,325,0,1,0.0,0,0,0,6,2014
0,86569,363,3,4,0.75,0,0,0,7,2014
0,86571,314,1,2,0.5,0,0,0,2,2014
0,86571,320,0,2,0.0,0,0,0,5,2014
0,86571,363,0,1,0.0,0,0,0,7,2014
0,86571,343,1,2,0.5,0,0,0,9,2014
0,86571,330,1,1,1.0,0,0,0,11,2014
0,86573,314,0,1,0.0,0,0,0,2,2014
0,86573,320,0,2,0.0,0,0,0,5,2014
0,86573,343,0,1,0.0,0,0,0,9,2014
0,86757,317,1,1,1.0,0,0,0,1,2014
0,86757,348,1,2,0.5,0,0,0,3,2014
0,86757,354,1,2,0.5,0,0,0,4,2014
0,86757,320,4,5,0.8,0,0,0,5,2014
0,86757,325,0,1,0.0,0,0,0,6,2014
0,86757,363,2,2,1.0,0,0,0,7,2014
0,86757,327,2,2,1.0,0,0,0,8,2014
0,86757,343,2,2,1.0,0,0,0,9,2014
0,86865,317,1,1,1.0,0,0,0,1,2014
0,86865,314,0,1,0.0,0,0,0,2,2014
0,86865,348,0,1,0.0,0,0,0,3,2014
0,86865,354,0,1,0.0,0,0,0,4,2014
0,86865,320,0,3,0.0,0,0,0,5,2014
0,86865,325,0,1,0.0,0,0,0,6,2014
0,86865,363,5,5,1.0,0,0,0,7,2014
0,86865,343,3,3,1.0,0,0,0,9,2014
0,86865,318,3,6,0.5,0,0,0,10,2014
0,86865,330,1,2,0.5,0,0,0,11,2014
0,86885,314,0,1,0.0,0,0,0,2,2014
0,86885,354,0,1,0.0,0,0,0,4,2014
0,86885,320,0,1,0.0,0,0,0,5,2014
0,86885,318,0,1,0.0,0,0,0,10,2014
0,88001,60,0,1,0.0,0,0,0,6,2014
0,91001,123,0,1,0.0,0,0,0,3,2014
0,91001,146,0,1,0.0,0,0,0,10,2014
0,91405,120,1,1,1.0,0,0,0,5,2014
0,91405,107,0,1,0.0,0,0,0,6,2014
0,91669,123,1,2,0.5,0,0,0,3,2014
0,91669,107,0,1,0.0,0,0,0,6,2014
0,95001,106,0,1,0.0,0,0,0,6,2014
0,95001,97,1,2,0.5,0,0,0,7,2014
0,95001,92,1,5,0.2,0,0,0,8,2014
0,95001,94,1,3,0.3333333333333333,0,0,0,11,2014
0,95001,96,1,2,0.5,0,0,0,12,2014
0,95015,84,1,1,1.0,0,0,0,5,2014
0,95015,91,2,2,1.0,0,0,0,10,2014
0,95015,94,3,4,0.75,0,0,0,11,2014
0,95025,92,1,1,1.0,0,0,0,8,2014
0,95200,94,1,2,0.5,0,0,0,11,2014
0,97001,8,0,1,0.0,0,0,0,8,2014
0,97001,43,0,1,0.0,0,0,0,12,2014
0,97777,3,0,1,0.0,0,0,0,9,2014
0,99773,79,0,1,0.0,0,0,0,1,2014
0,99773,78,0,2,0.0,0,0,0,2,2014
0,99773,86,1,1,1.0,0,0,0,4,2014
0,99773,90,0,1,0.0,0,0,0,5,2014
0,99773,46,1,1,1.0,0,0,0,8,2014
0,99773,55,0,1,0.0,0,0,0,10,2014
0,5001,6113,0,1,0.0,0,1,0,1,2015
0,5001,5640,0,1,0.0,0,1,0,2,2015
0,5001,6297,0,1,0.0,0,1,0,3,2015
0,5001,5964,0,1,0.0,0,1,0,4,2015
0,5001,6326,0,3,0.0,0,1,0,5,2015
0,5001,6184,0,1,0.0,0,1,0,6,2015
0,5001,6576,0,1,0.0,1,1,0,7,2015
0,5001,6326,0,1,0.0,0,1,0,10,2015
0,5001,6151,0,1,0.0,0,1,0,11,2015
0,5031,6297,0,1,0.0,0,1,0,3,2015
0,5034,6113,0,1,0.0,0,1,0,1,2015
0,5040,6297,0,1,0.0,0,1,0,3,2015
0,5040,5964,0,3,0.0,0,1,0,4,2015
0,5040,6326,0,1,0.0,0,1,0,5,2015
0,5040,6184,1,1,1.0,0,1,0,6,2015
0,5040,6576,2,2,1.0,1,1,0,7,2015
0,5040,6565,0,1,0.0,0,1,0,8,2015
0,5040,6326,0,1,0.0,0,1,0,10,2015
0,5042,6326,0,1,0.0,0,1,0,5,2015
0,5042,6576,0,1,0.0,1,1,0,7,2015
0,5045,6297,0,1,0.0,0,1,0,3,2015
0,5045,5964,1,2,0.5,0,1,0,4,2015
0,5045,6326,0,2,0.0,0,1,0,5,2015
0,5045,6184,2,3,0.6666666666666666,0,1,0,6,2015
0,5045,6576,0,2,0.0,1,1,0,7,2015
0,5045,6743,0,1,0.0,0,1,0,9,2015
0,5045,6326,0,1,0.0,0,1,0,10,2015
0,5055,6576,1,1,1.0,1,1,0,7,2015
0,5079,6576,0,1,0.0,1,0,0,7,2015
0,5088,6576,0,1,0.0,1,0,0,7,2015
0,5093,6565,0,1,0.0,0,0,0,8,2015
0,5101,6743,0,1,0.0,0,0,0,9,2015
0,5107,6576,0,1,0.0,1,1,0,7,2015
0,5107,6326,0,1,0.0,0,1,0,10,2015
0,5107,6513,1,1,1.0,0,1,0,12,2015
0,5120,5640,0,2,0.0,0,1,0,2,2015
0,5120,6297,0,3,0.0,0,1,0,3,2015
0,5120,6565,0,1,0.0,0,1,0,8,2015
0,5134,6326,0,1,0.0,0,1,0,5,2015
0,5134,6576,0,1,0.0,1,1,0,7,2015
0,5147,6326,0,1,0.0,0,1,0,5,2015
0,5148,6576,0,2,0.0,1,1,0,7,2015
0,5154,5640,0,1,0.0,0,1,0,2,2015
0,5154,6743,0,1,0.0,0,1,0,9,2015
0,5154,6326,0,1,0.0,0,1,0,10,2015
0,5154,6151,0,1,0.0,0,1,0,11,2015
0,5154,6513,0,2,0.0,0,1,0,12,2015
0,5172,6113,0,1,0.0,0,1,0,1,2015
0,5250,6297,0,2,0.0,0,1,0,3,2015
0,5250,6184,0,1,0.0,0,1,0,6,2015
0,5250,6576,0,2,0.0,1,1,0,7,2015
0,5250,6743,0,2,0.0,0,1,0,9,2015
0,5250,6151,0,1,0.0,0,1,0,11,2015
0,5250,6513,0,1,0.0,0,1,0,12,2015
0,5360,5640,0,1,0.0,0,0,0,2,2015
0,5361,5640,0,2,0.0,0,1,0,2,2015
0,5361,6326,2,2,1.0,0,1,0,5,2015
0,5361,6576,1,1,1.0,1,1,0,7,2015
0,5380,5640,0,1,0.0,0,0,0,2,2015
0,5425,6297,0,1,0.0,0,0,0,3,2015
0,5425,6184,0,1,0.0,0,0,0,6,2015
0,5480,6184,2,2,1.0,0,1,0,6,2015
0,5483,6184,0,1,0.0,0,1,0,6,2015
0,5490,6113,0,1,0.0,0,0,0,1,2015
0,5490,6743,0,2,0.0,0,0,0,9,2015
0,5490,6326,0,1,0.0,0,0,0,10,2015
0,5495,6113,0,1,0.0,0,1,0,1,2015
0,5495,6297,0,1,0.0,0,1,0,3,2015
0,5495,6326,0,1,0.0,0,1,0,5,2015
0,5576,6326,0,1,0.0,0,0,0,10,2015
0,5579,6576,0,1,0.0,1,0,0,7,2015
0,5585,6576,0,1,0.0,1,1,0,7,2015
0,5591,6576,0,1,0.0,1,0,0,7,2015
0,5604,6113,1,2,0.5,0,1,0,1,2015
0,5604,5640,0,1,0.0,0,1,0,2,2015
0,5604,5964,0,1,0.0,0,1,0,4,2015
0,5604,6326,0,2,0.0,0,1,0,5,2015
0,5604,6184,0,1,0.0,0,1,0,6,2015
0,5604,6743,0,1,0.0,0,1,0,9,2015
0,5642,6184,0,1,0.0,0,1,0,6,2015
0,5647,5640,0,1,0.0,0,1,0,2,2015
0,5647,6184,1,1,1.0,0,1,0,6,2015
0,5647,6513,0,1,0.0,0,1,0,12,2015
0,5736,6297,0,1,0.0,0,1,0,3,2015
0,5736,5964,0,1,0.0,0,1,0,4,2015
0,5736,6326,1,1,1.0,0,1,0,5,2015
0,5736,6184,0,2,0.0,0,1,0,6,2015
0,5736,6743,0,1,0.0,0,1,0,9,2015
0,5736,6326,0,2,0.0,0,1,0,10,2015
0,5756,6113,0,1,0.0,0,1,0,1,2015
0,5756,5640,0,1,0.0,0,1,0,2,2015
0,5756,6184,0,1,0.0,0,1,0,6,2015
0,5756,6576,0,1,0.0,1,1,0,7,2015
0,5790,6113,0,1,0.0,0,1,0,1,2015
0,5790,6297,0,3,0.0,0,1,0,3,2015
0,5790,5964,1,1,1.0,0,1,0,4,2015
0,5790,6576,3,4,0.75,1,1,0,7,2015
0,5790,6565,0,2,0.0,0,1,0,8,2015
0,5819,6326,1,1,1.0,0,1,0,5,2015
0,5819,6184,1,1,1.0,0,1,0,6,2015
0,5819,6151,0,1,0.0,0,1,0,11,2015
0,5837,6113,0,1,0.0,0,1,0,1,2015
0,5837,5640,0,1,0.0,0,1,0,2,2015
0,5837,6576,0,1,0.0,1,1,0,7,2015
0,5837,6565,0,3,0.0,0,1,0,8,2015
0,5837,6326,0,2,0.0,0,1,0,10,2015
0,5837,6513,0,1,0.0,0,1,0,12,2015
0,5847,6297,0,1,0.0,0,1,0,3,2015
0,5847,6576,1,1,1.0,1,1,0,7,2015
0,5854,6113,0,2,0.0,0,1,0,1,2015
0,5854,5640,0,2,0.0,0,1,0,2,2015
0,5854,5964,0,1,0.0,0,1,0,4,2015
0,5854,6184,1,1,1.0,0,1,0,6,2015
0,5854,6576,1,1,1.0,1,1,0,7,2015
0,5854,6326,0,2,0.0,0,1,0,10,2015
0,5854,6513,0,1,0.0,0,1,0,12,2015
0,5887,5964,1,1,1.0,0,1,0,4,2015
0,5887,6184,1,3,0.3333333333333333,0,1,0,6,2015
0,5887,6576,2,2,1.0,1,1,0,7,2015
0,5893,6113,0,1,0.0,0,1,0,1,2015
0,5893,5964,0,1,0.0,0,1,0,4,2015
0,5893,6576,1,1,1.0,1,1,0,7,2015
0,5893,6565,0,1,0.0,0,1,0,8,2015
0,5893,6513,0,1,0.0,0,1,0,12,2015
0,5895,6297,0,3,0.0,0,1,0,3,2015
0,5895,6326,0,3,0.0,0,1,0,5,2015
0,5895,6576,0,1,0.0,1,1,0,7,2015
0,8001,3257,0,1,0.0,0,1,0,8,2015
0,8001,3665,0,2,0.0,0,1,0,9,2015
0,8001,4096,0,1,0.0,0,1,0,12,2015
0,8758,3257,0,1,0.0,0,0,0,8,2015
0,11001,9597,0,2,0.0,0,1,0,1,2015
0,11001,8801,0,1,0.0,0,1,0,2,2015
0,11001,10260,0,1,0.0,0,1,0,3,2015
0,11001,9966,0,1,0.0,0,1,0,5,2015
0,11001,9609,0,1,0.0,0,1,0,6,2015
0,11001,10170,0,3,0.0,1,1,0,7,2015
0,11001,10013,0,1,0.0,0,1,0,12,2015
0,13001,2543,0,2,0.0,0,0,0,3,2015
0,13001,2729,0,1,0.0,0,0,0,6,2015
0,13001,2622,0,1,0.0,1,0,0,7,2015
0,13006,2543,0,2,0.0,0,0,0,3,2015
0,13006,2423,0,1,0.0,0,0,0,4,2015
0,13042,2412,0,2,0.0,0,1,0,2,2015
0,13042,2423,0,1,0.0,0,1,0,4,2015
0,13042,2737,0,1,0.0,0,1,0,5,2015
0,13042,3052,0,1,0.0,0,1,0,11,2015
0,13052,2423,0,1,0.0,0,0,0,4,2015
0,13160,3246,0,1,0.0,0,1,0,9,2015
0,13160,3406,0,1,0.0,0,1,0,10,2015
0,13244,2423,0,1,0.0,0,1,0,4,2015
0,13430,2423,0,1,0.0,0,0,0,4,2015
0,13440,2622,0,1,0.0,1,0,0,7,2015
0,13458,2832,0,3,0.0,0,1,0,1,2015
0,13458,2829,0,1,0.0,0,1,0,8,2015
0,13473,2423,0,1,0.0,0,0,0,4,2015
0,13473,3406,0,2,0.0,0,0,0,10,2015
0,13490,2543,0,1,0.0,0,1,0,3,2015
0,13600,2832,0,1,0.0,0,0,0,1,2015
0,13600,2543,0,1,0.0,0,0,0,3,2015
0,13654,2543,0,1,0.0,0,1,0,3,2015
0,13667,2832,0,1,0.0,0,0,0,1,2015
0,13670,2737,0,1,0.0,0,1,0,5,2015
0,13670,2622,2,2,1.0,1,1,0,7,2015
0,13670,3070,0,1,0.0,0,1,0,12,2015
0,13688,3246,0,1,0.0,0,1,0,9,2015
0,13744,3052,0,1,0.0,0,1,0,11,2015
0,13810,2543,0,1,0.0,0,0,0,3,2015
0,13810,3406,0,1,0.0,0,0,0,10,2015
0,13810,3052,0,1,0.0,0,0,0,11,2015
0,13836,3052,0,1,0.0,0,0,0,11,2015
0,13836,3070,0,1,0.0,0,0,0,12,2015
0,15223,1312,0,1,0.0,0,1,0,4,2015
0,15223,1334,0,2,0.0,0,1,0,5,2015
0,15223,1339,1,2,0.5,1,1,0,7,2015
0,15238,1149,0,1,0.0,0,0,0,2,2015
0,15332,1315,0,2,0.0,0,0,0,10,2015
0,15531,1149,0,1,0.0,0,0,0,2,2015
0,15533,1339,0,1,0.0,1,1,0,7,2015
0,15572,1339,0,2,0.0,1,0,0,7,2015
0,17001,799,0,2,0.0,0,0,0,6,2015
0,17001,833,0,1,0.0,0,0,0,12,2015
0,17013,833,0,1,0.0,0,1,0,12,2015
0,17042,870,0,1,0.0,0,1,0,5,2015
0,17614,762,0,1,0.0,0,1,0,4,2015
0,17662,899,0,1,0.0,0,1,0,8,2015
0,17777,908,0,1,0.0,0,0,0,3,2015
0,18001,648,1,6,0.16666666666666666,0,1,0,1,2015
0,18001,543,0,3,0.0,0,1,0,2,2015
0,18001,658,0,1,0.0,0,1,0,3,2015
0,18001,657,0,1,0.0,0,1,0,4,2015
0,18001,652,0,7,0.0,0,1,0,5,2015
0,18001,587,0,5,0.0,0,1,0,6,2015
0,18001,640,4,7,0.5714285714285714,1,1,0,7,2015
0,18001,580,0,1,0.0,0,1,0,8,2015
0,18001,671,0,1,0.0,0,1,0,9,2015
0,18001,588,0,4,0.0,0,1,0,10,2015
0,18001,559,0,2,0.0,0,1,0,11,2015
0,18001,576,0,1,0.0,0,1,0,12,2015
0,18029,543,0,1,0.0,0,1,0,2,2015
0,18094,648,1,1,1.0,0,1,0,1,2015
0,18094,587,1,1,1.0,0,1,0,6,2015
0,18094,640,1,2,0.5,1,1,0,7,2015
0,18150,648,0,2,0.0,0,1,0,1,2015
0,18150,658,0,1,0.0,0,1,0,3,2015
0,18150,657,0,1,0.0,0,1,0,4,2015
0,18150,587,1,2,0.5,0,1,0,6,2015
0,18150,580,0,1,0.0,0,1,0,8,2015
0,18150,671,0,2,0.0,0,1,0,9,2015
0,18150,588,1,1,1.0,0,1,0,10,2015
0,18205,657,0,1,0.0,0,1,0,4,2015
0,18205,652,0,1,0.0,0,1,0,5,2015
0,18247,543,0,1,0.0,0,1,0,2,2015
0,18247,652,2,2,1.0,0,1,0,5,2015
0,18247,640,0,2,0.0,1,1,0,7,2015
0,18256,648,1,1,1.0,0,1,0,1,2015
0,18256,640,1,2,0.5,1,1,0,7,2015
0,18410,648,1,1,1.0,0,1,0,1,2015
0,18410,543,0,1,0.0,0,1,0,2,2015
0,18410,657,1,1,1.0,0,1,0,4,2015
0,18410,652,1,5,0.2,0,1,0,5,2015
0,18410,587,1,1,1.0,0,1,0,6,2015
0,18410,640,2,3,0.6666666666666666,1,1,0,7,2015
0,18410,580,0,1,0.0,0,1,0,8,2015
0,18460,543,0,1,0.0,0,1,0,2,2015
0,18460,652,1,2,0.5,0,1,0,5,2015
0,18460,640,1,1,1.0,1,1,0,7,2015
0,18460,559,0,1,0.0,0,1,0,11,2015
0,18592,658,0,2,0.0,0,1,0,3,2015
0,18592,652,0,1,0.0,0,1,0,5,2015
0,18592,587,1,1,1.0,0,1,0,6,2015
0,18592,640,0,1,0.0,1,1,0,7,2015
0,18592,580,1,2,0.5,0,1,0,8,2015
0,18610,648,0,2,0.0,0,1,0,1,2015
0,18610,658,0,2,0.0,0,1,0,3,2015
0,18610,657,1,6,0.16666666666666666,0,1,0,4,2015
0,18610,652,0,2,0.0,0,1,0,5,2015
0,18610,587,1,1,1.0,0,1,0,6,2015
0,18610,640,1,1,1.0,1,1,0,7,2015
0,18610,559,0,1,0.0,0,1,0,11,2015
0,18610,576,0,1,0.0,0,1,0,12,2015
0,18753,648,0,1,0.0,0,1,0,1,2015
0,18753,543,0,1,0.0,0,1,0,2,2015
0,18753,658,1,3,0.3333333333333333,0,1,0,3,2015
0,18753,652,1,4,0.25,0,1,0,5,2015
0,18753,640,0,2,0.0,1,1,0,7,2015
0,18753,580,2,2,1.0,0,1,0,8,2015
0,18756,657,0,1,0.0,0,1,0,4,2015
0,18756,652,1,1,1.0,0,1,0,5,2015
0,18785,640,0,2,0.0,1,1,0,7,2015
0,20001,1742,0,1,0.0,0,0,0,1,2015
0,20001,1749,0,1,0.0,0,0,0,9,2015
0,20011,1663,0,1,0.0,0,0,0,4,2015
0,20011,1815,0,1,0.0,0,0,0,11,2015
0,20045,1708,0,1,0.0,0,1,0,6,2015
0,20060,1742,0,1,0.0,0,0,0,1,2015
0,20175,1765,0,1,0.0,1,0,0,7,2015
0,20175,1777,0,1,0.0,0,0,0,8,2015
0,20178,1805,0,1,0.0,0,0,0,10,2015
0,20383,1708,0,1,0.0,0,0,0,6,2015
0,20400,1742,0,1,0.0,0,0,0,1,2015
0,20517,1765,0,1,0.0,1,1,0,7,2015
0,20550,1749,0,1,0.0,0,0,0,9,2015
0,20570,1815,0,1,0.0,0,0,0,11,2015
0,20621,1673,1,1,1.0,0,1,0,5,2015
0,20621,1708,0,1,0.0,0,1,0,6,2015
0,20770,1742,0,1,0.0,0,0,0,1,2015
0,20770,1712,0,1,0.0,0,0,0,3,2015
0,23001,2239,0,2,0.0,0,0,0,6,2015
0,23001,2255,0,2,0.0,0,0,0,8,2015
0,23068,2239,0,1,0.0,0,0,0,6,2015
0,23068,2365,0,2,0.0,1,0,0,7,2015
0,23090,2295,0,1,0.0,0,0,0,1,2015
0,23090,2135,0,1,0.0,0,0,0,3,2015
0,23090,2403,0,1,0.0,0,0,0,9,2015
0,23162,2239,0,1,0.0,0,0,0,6,2015
0,23350,2190,0,1,0.0,0,0,0,5,2015
0,23419,2236,0,1,0.0,0,0,0,10,2015
0,23466,2365,1,3,0.3333333333333333,1,1,0,7,2015
0,23580,2135,0,2,0.0,0,1,0,3,2015
0,23807,2295,0,2,0.0,0,1,0,1,2015
0,23807,1945,0,1,0.0,0,1,0,2,2015
0,23807,2190,0,1,0.0,0,1,0,5,2015
0,23807,2365,0,1,0.0,1,1,0,7,2015
0,23807,2396,0,2,0.0,0,1,0,11,2015
0,25001,1849,0,1,0.0,0,0,0,12,2015
0,25269,1847,0,1,0.0,0,0,0,1,2015
0,25295,1847,0,2,0.0,0,0,0,1,2015
0,25317,1861,0,1,0.0,0,0,0,4,2015
0,25438,1847,0,1,0.0,0,0,0,6,2015
0,25754,1847,0,2,0.0,0,0,0,1,2015
0,25754,1611,0,1,0.0,0,0,0,2,2015
0,25754,1861,0,1,0.0,0,0,0,4,2015
0,25754,1906,0,1,0.0,0,0,0,9,2015
0,27001,456,0,1,0.0,0,1,0,1,2015
0,27001,451,0,1,0.0,0,1,0,2,2015
0,27001,469,0,1,0.0,0,1,0,3,2015
0,27001,485,0,2,0.0,0,1,0,4,2015
0,27001,517,1,3,0.3333333333333333,1,1,0,7,2015
0,27001,525,0,3,0.0,0,1,0,9,2015
0,27001,454,0,1,0.0,0,1,0,11,2015
0,27001,494,0,1,0.0,0,1,0,12,2015
0,27006,454,0,1,0.0,0,1,0,11,2015
0,27025,451,0,1,0.0,0,0,0,2,2015
0,27073,451,0,1,0.0,0,0,0,2,2015
0,27073,469,0,1,0.0,0,0,0,3,2015
0,27073,485,0,3,0.0,0,0,0,4,2015
0,27077,469,0,1,0.0,0,1,0,3,2015
0,27077,483,0,1,0.0,0,1,0,5,2015
0,27077,509,0,1,0.0,0,1,0,8,2015
0,27099,469,1,1,1.0,0,1,0,3,2015
0,27160,456,0,1,0.0,0,1,0,1,2015
0,27160,548,0,3,0.0,0,1,0,6,2015
0,27205,483,0,2,0.0,0,1,0,5,2015
0,27205,548,0,1,0.0,0,1,0,6,2015
0,27205,515,0,1,0.0,0,1,0,10,2015
0,27245,525,0,1,0.0,0,1,0,9,2015
0,27250,517,1,1,1.0,1,1,0,7,2015
0,27250,509,0,1,0.0,0,1,0,8,2015
0,27361,483,0,1,0.0,0,1,0,5,2015
0,27361,517,0,1,0.0,1,1,0,7,2015
0,27361,525,0,1,0.0,0,1,0,9,2015
0,27413,456,0,1,0.0,0,1,0,1,2015
0,27413,517,0,2,0.0,1,1,0,7,2015
0,27413,515,0,1,0.0,0,1,0,10,2015
0,27425,451,0,1,0.0,0,1,0,2,2015
0,27425,483,0,3,0.0,0,1,0,5,2015
0,27425,509,0,2,0.0,0,1,0,8,2015
0,27430,451,0,1,0.0,0,0,0,2,2015
0,27430,509,0,1,0.0,0,0,0,8,2015
0,27450,451,0,1,0.0,0,1,0,2,2015
0,27491,548,0,1,0.0,0,1,0,6,2015
0,27491,494,0,1,0.0,0,1,0,12,2015
0,27495,525,0,1,0.0,0,1,0,9,2015
0,27580,451,0,1,0.0,0,1,0,2,2015
0,27580,548,0,1,0.0,0,1,0,6,2015
0,27580,494,0,4,0.0,0,1,0,12,2015
0,27615,517,0,1,0.0,1,1,0,7,2015
0,27615,525,0,2,0.0,0,1,0,9,2015
0,27615,515,1,2,0.5,0,1,0,10,2015
0,27787,456,0,1,0.0,0,1,0,1,2015
0,27787,485,0,1,0.0,0,1,0,4,2015
0,27787,548,0,1,0.0,0,1,0,6,2015
0,27787,525,0,1,0.0,0,1,0,9,2015
0,27787,515,0,1,0.0,0,1,0,10,2015
0,27800,469,0,1,0.0,0,1,0,3,2015
0,27800,485,0,1,0.0,0,1,0,4,2015
0,27800,483,0,1,0.0,0,1,0,5,2015
0,27800,454,0,2,0.0,0,1,0,11,2015
0,27810,454,0,1,0.0,0,0,0,11,2015
0,41001,1541,0,3,0.0,0,1,0,2,2015
0,41001,1759,1,2,0.5,0,1,0,3,2015
0,41001,1648,1,1,1.0,0,1,0,6,2015
0,41006,1700,1,2,0.5,0,0,0,5,2015
0,41006,1648,0,1,0.0,0,0,0,6,2015
0,41020,1648,3,3,1.0,0,1,0,6,2015
0,41078,1683,1,1,1.0,0,1,0,1,2015
0,41078,1759,1,2,0.5,0,1,0,3,2015
0,41078,1648,1,1,1.0,0,1,0,6,2015
0,41078,1745,0,1,0.0,1,1,0,7,2015
0,41078,1719,0,1,0.0,0,1,0,8,2015
0,41132,1683,0,1,0.0,0,1,0,1,2015
0,41132,1648,1,1,1.0,0,1,0,6,2015
0,41206,1709,0,1,0.0,0,1,0,12,2015
0,41298,1759,0,1,0.0,0,1,0,3,2015
0,41306,1683,0,1,0.0,0,1,0,1,2015
0,41349,1745,0,1,0.0,1,1,0,7,2015
0,41357,1650,1,1,1.0,0,1,0,10,2015
0,41359,1719,0,1,0.0,0,1,0,8,2015
0,41378,1759,0,1,0.0,0,1,0,3,2015
0,41378,1709,0,1,0.0,0,1,0,12,2015
0,41396,1541,0,1,0.0,0,1,0,2,2015
0,41551,1700,0,1,0.0,0,1,0,5,2015
0,41551,1648,1,1,1.0,0,1,0,6,2015
0,41551,1736,0,2,0.0,0,1,0,9,2015
0,41660,1604,0,1,0.0,0,1,0,11,2015
0,41668,1759,0,1,0.0,0,1,0,3,2015
0,41668,1604,0,1,0.0,0,1,0,11,2015
0,41676,1719,0,1,0.0,0,1,0,8,2015
0,41799,1683,0,1,0.0,0,1,0,1,2015
0,41799,1745,2,2,1.0,1,1,0,7,2015
0,41807,1591,0,1,0.0,0,1,0,4,2015
0,41807,1745,1,1,1.0,1,1,0,7,2015
