,Municipality,Births,Farc Violence,Total Violence,Ratio,post15,FARC,post13,Month,Year
0,5001,7215,1,19,0.05263157894736842,0,1,0,1,2009
0,5001,6661,0,13,0.0,0,1,0,2,2009
0,5001,7408,0,15,0.0,0,1,0,3,2009
0,5001,6895,0,24,0.0,0,1,0,4,2009
0,5001,7281,0,24,0.0,0,1,0,5,2009
0,5001,6871,0,21,0.0,0,1,0,6,2009
0,5001,7266,0,26,0.0,0,1,0,7,2009
0,5001,7351,0,20,0.0,0,1,0,8,2009
0,5001,7796,0,16,0.0,0,1,0,9,2009
0,5001,7459,0,29,0.0,0,1,0,10,2009
0,5001,6755,0,21,0.0,0,1,0,11,2009
0,5001,7064,0,29,0.0,0,1,0,12,2009
0,5004,6895,1,1,1.0,0,1,0,4,2009
0,5021,7459,0,1,0.0,0,0,0,10,2009
0,5030,7266,0,1,0.0,0,0,0,7,2009
0,5030,7064,0,1,0.0,0,0,0,12,2009
0,5031,7215,1,1,1.0,0,1,0,1,2009
0,5031,6661,0,3,0.0,0,1,0,2,2009
0,5031,7408,0,2,0.0,0,1,0,3,2009
0,5031,6895,0,1,0.0,0,1,0,4,2009
0,5031,7351,1,2,0.5,0,1,0,8,2009
0,5031,7459,0,1,0.0,0,1,0,10,2009
0,5034,7796,0,2,0.0,0,1,0,9,2009
0,5034,7459,0,2,0.0,0,1,0,10,2009
0,5034,7064,0,1,0.0,0,1,0,12,2009
0,5038,7408,0,1,0.0,0,1,0,3,2009
0,5038,6895,0,1,0.0,0,1,0,4,2009
0,5038,7796,0,1,0.0,0,1,0,9,2009
0,5040,7408,3,6,0.5,0,1,0,3,2009
0,5040,6895,2,5,0.4,0,1,0,4,2009
0,5040,7281,2,3,0.6666666666666666,0,1,0,5,2009
0,5040,6871,0,1,0.0,0,1,0,6,2009
0,5040,7266,0,1,0.0,0,1,0,7,2009
0,5040,7459,0,1,0.0,0,1,0,10,2009
0,5040,6755,1,4,0.25,0,1,0,11,2009
0,5040,7064,0,1,0.0,0,1,0,12,2009
0,5042,6871,0,1,0.0,0,1,0,6,2009
0,5045,6661,0,2,0.0,0,1,0,2,2009
0,5045,7408,7,14,0.5,0,1,0,3,2009
0,5045,6895,2,3,0.6666666666666666,0,1,0,4,2009
0,5045,7281,2,5,0.4,0,1,0,5,2009
0,5045,7266,4,9,0.4444444444444444,0,1,0,7,2009
0,5045,7351,0,2,0.0,0,1,0,8,2009
0,5045,7796,1,6,0.16666666666666666,0,1,0,9,2009
0,5045,7459,0,1,0.0,0,1,0,10,2009
0,5045,6755,0,2,0.0,0,1,0,11,2009
0,5045,7064,1,2,0.5,0,1,0,12,2009
0,5051,7215,0,1,0.0,0,0,0,1,2009
0,5051,7266,0,1,0.0,0,0,0,7,2009
0,5051,7459,0,1,0.0,0,0,0,10,2009
0,5051,6755,0,1,0.0,0,0,0,11,2009
0,5055,7215,0,1,0.0,0,1,0,1,2009
0,5055,6871,1,1,1.0,0,1,0,6,2009
0,5055,7266,0,2,0.0,0,1,0,7,2009
0,5055,7796,0,1,0.0,0,1,0,9,2009
0,5055,7459,0,1,0.0,0,1,0,10,2009
0,5055,6755,0,1,0.0,0,1,0,11,2009
0,5055,7064,0,1,0.0,0,1,0,12,2009
0,5059,6661,0,1,0.0,0,1,0,2,2009
0,5079,7408,0,2,0.0,0,0,0,3,2009
0,5079,7266,0,1,0.0,0,0,0,7,2009
0,5088,7215,0,1,0.0,0,0,0,1,2009
0,5088,6661,0,1,0.0,0,0,0,2,2009
0,5088,7408,0,3,0.0,0,0,0,3,2009
0,5088,6895,0,1,0.0,0,0,0,4,2009
0,5088,7281,0,1,0.0,0,0,0,5,2009
0,5088,6871,0,4,0.0,0,0,0,6,2009
0,5088,7266,0,6,0.0,0,0,0,7,2009
0,5088,7351,0,5,0.0,0,0,0,8,2009
0,5088,7796,0,3,0.0,0,0,0,9,2009
0,5088,7459,0,3,0.0,0,0,0,10,2009
0,5088,6755,0,2,0.0,0,0,0,11,2009
0,5088,7064,0,3,0.0,0,0,0,12,2009
0,5093,6661,0,1,0.0,0,0,0,2,2009
0,5093,7408,0,2,0.0,0,0,0,3,2009
0,5093,7281,0,2,0.0,0,0,0,5,2009
0,5093,6871,0,1,0.0,0,0,0,6,2009
0,5101,6895,0,1,0.0,0,0,0,4,2009
0,5101,7351,0,1,0.0,0,0,0,8,2009
0,5107,7408,0,1,0.0,0,1,0,3,2009
0,5113,7064,0,1,0.0,0,0,0,12,2009
0,5120,7215,0,1,0.0,0,1,0,1,2009
0,5120,7408,1,2,0.5,0,1,0,3,2009
0,5120,6895,0,6,0.0,0,1,0,4,2009
0,5120,7281,1,3,0.3333333333333333,0,1,0,5,2009
0,5120,7266,4,7,0.5714285714285714,0,1,0,7,2009
0,5120,7351,0,1,0.0,0,1,0,8,2009
0,5120,7796,0,1,0.0,0,1,0,9,2009
0,5120,7459,0,3,0.0,0,1,0,10,2009
0,5120,6755,0,2,0.0,0,1,0,11,2009
0,5120,7064,0,5,0.0,0,1,0,12,2009
0,5125,7351,1,1,1.0,0,1,0,8,2009
0,5129,7408,0,1,0.0,0,0,0,3,2009
0,5129,7351,0,1,0.0,0,0,0,8,2009
0,5129,7459,0,1,0.0,0,0,0,10,2009
0,5134,7215,0,2,0.0,0,1,0,1,2009
0,5134,6661,0,1,0.0,0,1,0,2,2009
0,5134,7408,2,4,0.5,0,1,0,3,2009
0,5134,7281,1,2,0.5,0,1,0,5,2009
0,5134,7266,2,3,0.6666666666666666,0,1,0,7,2009
0,5134,7796,0,1,0.0,0,1,0,9,2009
0,5138,7408,0,2,0.0,0,1,0,3,2009
0,5138,6895,0,1,0.0,0,1,0,4,2009
0,5145,7351,0,1,0.0,0,0,0,8,2009
0,5145,7796,0,1,0.0,0,0,0,9,2009
0,5147,6661,0,1,0.0,0,1,0,2,2009
0,5147,6871,0,1,0.0,0,1,0,6,2009
0,5148,7215,0,2,0.0,0,1,0,1,2009
0,5148,7281,0,1,0.0,0,1,0,5,2009
0,5148,6871,1,1,1.0,0,1,0,6,2009
0,5148,7266,0,1,0.0,0,1,0,7,2009
0,5154,7215,1,5,0.2,0,1,0,1,2009
0,5154,6661,0,1,0.0,0,1,0,2,2009
0,5154,7408,0,4,0.0,0,1,0,3,2009
0,5154,6895,0,9,0.0,0,1,0,4,2009
0,5154,7281,0,3,0.0,0,1,0,5,2009
0,5154,6871,0,4,0.0,0,1,0,6,2009
0,5154,7266,0,2,0.0,0,1,0,7,2009
0,5154,7351,0,4,0.0,0,1,0,8,2009
0,5154,7459,0,2,0.0,0,1,0,10,2009
0,5154,6755,0,1,0.0,0,1,0,11,2009
0,5154,7064,0,5,0.0,0,1,0,12,2009
0,5172,7408,0,1,0.0,0,1,0,3,2009
0,5172,6871,0,1,0.0,0,1,0,6,2009
0,5172,7266,0,3,0.0,0,1,0,7,2009
0,5172,7351,1,2,0.5,0,1,0,8,2009
0,5172,7796,2,2,1.0,0,1,0,9,2009
0,5172,7459,0,1,0.0,0,1,0,10,2009
0,5172,6755,0,2,0.0,0,1,0,11,2009
0,5172,7064,0,2,0.0,0,1,0,12,2009
0,5190,7796,0,3,0.0,0,0,0,9,2009
0,5197,7215,0,1,0.0,0,0,0,1,2009
0,5197,6661,0,1,0.0,0,0,0,2,2009
0,5197,7408,1,2,0.5,0,0,0,3,2009
0,5197,7281,0,1,0.0,0,0,0,5,2009
0,5212,6755,0,1,0.0,0,1,0,11,2009
0,5234,7215,1,1,1.0,0,1,0,1,2009
0,5234,6661,1,3,0.3333333333333333,0,1,0,2,2009
0,5234,6895,0,2,0.0,0,1,0,4,2009
0,5234,7281,1,1,1.0,0,1,0,5,2009
0,5234,6871,2,2,1.0,0,1,0,6,2009
0,5234,7266,0,2,0.0,0,1,0,7,2009
0,5234,7459,0,1,0.0,0,1,0,10,2009
0,5234,6755,2,8,0.25,0,1,0,11,2009
0,5240,7796,0,1,0.0,0,1,0,9,2009
0,5250,6661,1,1,1.0,0,1,0,2,2009
0,5250,7408,2,3,0.6666666666666666,0,1,0,3,2009
0,5250,6895,2,4,0.5,0,1,0,4,2009
0,5250,7281,2,9,0.2222222222222222,0,1,0,5,2009
0,5250,6871,2,5,0.4,0,1,0,6,2009
0,5250,7266,1,6,0.16666666666666666,0,1,0,7,2009
0,5250,7351,1,2,0.5,0,1,0,8,2009
0,5250,7796,0,4,0.0,0,1,0,9,2009
0,5250,7459,1,2,0.5,0,1,0,10,2009
0,5250,6755,2,2,1.0,0,1,0,11,2009
0,5250,7064,0,3,0.0,0,1,0,12,2009
0,5266,7215,0,1,0.0,0,0,0,1,2009
0,5266,6661,0,1,0.0,0,0,0,2,2009
0,5266,7281,0,1,0.0,0,0,0,5,2009
0,5266,7351,0,2,0.0,0,0,0,8,2009
0,5266,7459,0,2,0.0,0,0,0,10,2009
0,5266,6755,0,1,0.0,0,0,0,11,2009
0,5266,7064,0,2,0.0,0,0,0,12,2009
0,5282,7064,0,1,0.0,0,0,0,12,2009
0,5284,6661,2,3,0.6666666666666666,0,1,0,2,2009
0,5284,7408,1,2,0.5,0,1,0,3,2009
0,5284,7351,1,2,0.5,0,1,0,8,2009
0,5284,6755,2,3,0.6666666666666666,0,1,0,11,2009
0,5306,7351,0,1,0.0,0,0,0,8,2009
0,5308,6661,0,2,0.0,0,0,0,2,2009
0,5308,7266,0,1,0.0,0,0,0,7,2009
0,5308,6755,0,1,0.0,0,0,0,11,2009
0,5308,7064,0,1,0.0,0,0,0,12,2009
0,5313,6895,1,1,1.0,0,1,0,4,2009
0,5313,7064,0,1,0.0,0,1,0,12,2009
0,5360,7215,0,1,0.0,0,0,0,1,2009
0,5360,6895,0,1,0.0,0,0,0,4,2009
0,5360,7281,0,3,0.0,0,0,0,5,2009
0,5360,7351,0,1,0.0,0,0,0,8,2009
0,5360,7459,0,2,0.0,0,0,0,10,2009
0,5360,7064,0,3,0.0,0,0,0,12,2009
0,5361,7215,0,6,0.0,0,1,0,1,2009
0,5361,7408,2,4,0.5,0,1,0,3,2009
0,5361,6895,6,8,0.75,0,1,0,4,2009
0,5361,7281,1,2,0.5,0,1,0,5,2009
0,5361,6871,4,7,0.5714285714285714,0,1,0,6,2009
0,5361,7266,4,4,1.0,0,1,0,7,2009
0,5361,7351,2,2,1.0,0,1,0,8,2009
0,5361,7796,3,5,0.6,0,1,0,9,2009
0,5361,7459,0,2,0.0,0,1,0,10,2009
0,5361,6755,2,5,0.4,0,1,0,11,2009
0,5361,7064,1,2,0.5,0,1,0,12,2009
0,5364,6661,0,1,0.0,0,1,0,2,2009
0,5364,7064,0,1,0.0,0,1,0,12,2009
0,5368,7215,0,1,0.0,0,0,0,1,2009
0,5376,7064,0,1,0.0,0,0,0,12,2009
0,5380,6661,0,1,0.0,0,0,0,2,2009
0,5380,6895,0,2,0.0,0,0,0,4,2009
0,5380,7266,0,2,0.0,0,0,0,7,2009
0,5380,6755,0,1,0.0,0,0,0,11,2009
0,5411,6871,0,1,0.0,0,0,0,6,2009
0,5411,7266,0,2,0.0,0,0,0,7,2009
0,5425,6895,0,1,0.0,0,0,0,4,2009
0,5425,7351,0,2,0.0,0,0,0,8,2009
0,5440,7281,0,1,0.0,0,0,0,5,2009
0,5440,7266,0,1,0.0,0,0,0,7,2009
0,5440,7459,0,1,0.0,0,0,0,10,2009
0,5475,6755,1,1,1.0,0,1,0,11,2009
0,5480,6871,0,1,0.0,0,1,0,6,2009
0,5480,7266,2,3,0.6666666666666666,0,1,0,7,2009
0,5480,7796,1,3,0.3333333333333333,0,1,0,9,2009
0,5480,6755,0,1,0.0,0,1,0,11,2009
0,5483,7215,0,1,0.0,0,1,0,1,2009
0,5483,7266,0,1,0.0,0,1,0,7,2009
0,5490,7215,0,1,0.0,0,0,0,1,2009
0,5490,6661,0,1,0.0,0,0,0,2,2009
0,5490,6895,0,2,0.0,0,0,0,4,2009
0,5490,7281,0,1,0.0,0,0,0,5,2009
0,5495,6661,0,1,0.0,0,1,0,2,2009
0,5495,7281,0,2,0.0,0,1,0,5,2009
0,5495,6871,0,1,0.0,0,1,0,6,2009
0,5495,7266,0,1,0.0,0,1,0,7,2009
0,5495,7459,0,3,0.0,0,1,0,10,2009
0,5495,7064,0,1,0.0,0,1,0,12,2009
0,5501,7215,0,1,0.0,0,0,0,1,2009
0,5501,6895,0,2,0.0,0,0,0,4,2009
0,5501,7281,0,1,0.0,0,0,0,5,2009
0,5501,7796,0,1,0.0,0,0,0,9,2009
0,5501,6755,0,1,0.0,0,0,0,11,2009
0,5541,6871,0,1,0.0,0,1,0,6,2009
0,5541,7459,0,1,0.0,0,1,0,10,2009
0,5543,7408,1,1,1.0,0,1,0,3,2009
0,5543,6895,0,1,0.0,0,1,0,4,2009
0,5543,7351,3,3,1.0,0,1,0,8,2009
0,5579,7215,0,2,0.0,0,0,0,1,2009
0,5579,6661,0,5,0.0,0,0,0,2,2009
0,5579,7408,0,3,0.0,0,0,0,3,2009
0,5579,6895,0,1,0.0,0,0,0,4,2009
0,5579,7281,0,1,0.0,0,0,0,5,2009
0,5579,6871,0,1,0.0,0,0,0,6,2009
0,5579,7266,0,4,0.0,0,0,0,7,2009
0,5579,7459,0,2,0.0,0,0,0,10,2009
0,5579,7351,0,1,0.0,0,0,0,8,2009
0,5585,7408,0,1,0.0,0,1,0,3,2009
0,5591,7408,0,1,0.0,0,0,0,3,2009
0,5591,7064,0,1,0.0,0,0,0,12,2009
0,5604,7215,1,2,0.5,0,1,0,1,2009
0,5604,6895,0,1,0.0,0,1,0,4,2009
0,5604,6871,2,3,0.6666666666666666,0,1,0,6,2009
0,5604,7266,0,1,0.0,0,1,0,7,2009
0,5604,7351,0,1,0.0,0,1,0,8,2009
0,5604,6755,0,1,0.0,0,1,0,11,2009
0,5604,7064,1,3,0.3333333333333333,0,1,0,12,2009
0,5615,7281,0,1,0.0,0,0,0,5,2009
0,5615,6871,0,1,0.0,0,0,0,6,2009
0,5615,7266,0,1,0.0,0,0,0,7,2009
0,5615,7351,0,1,0.0,0,0,0,8,2009
0,5615,6755,0,1,0.0,0,0,0,11,2009
0,5631,6895,0,1,0.0,0,0,0,4,2009
0,5631,7281,0,1,0.0,0,0,0,5,2009
0,5631,6871,0,1,0.0,0,0,0,6,2009
0,5642,7408,1,1,1.0,0,1,0,3,2009
0,5647,7215,1,1,1.0,0,1,0,1,2009
0,5647,6661,1,1,1.0,0,1,0,2,2009
0,5647,7408,0,1,0.0,0,1,0,3,2009
0,5647,7796,0,2,0.0,0,1,0,9,2009
0,5647,6755,0,1,0.0,0,1,0,11,2009
0,5649,7266,2,2,1.0,0,1,0,7,2009
0,5649,7459,1,1,1.0,0,1,0,10,2009
0,5649,6755,0,1,0.0,0,1,0,11,2009
0,5652,7408,3,3,1.0,0,1,0,3,2009
0,5652,6895,2,3,0.6666666666666666,0,1,0,4,2009
0,5652,6871,0,1,0.0,0,1,0,6,2009
0,5652,7459,1,1,1.0,0,1,0,10,2009
0,5656,7215,0,1,0.0,0,0,0,1,2009
0,5656,7266,0,2,0.0,0,0,0,7,2009
0,5656,7459,0,1,0.0,0,0,0,10,2009
0,5656,7064,0,1,0.0,0,0,0,12,2009
0,5659,7796,0,1,0.0,0,0,0,9,2009
0,5660,6661,1,3,0.3333333333333333,0,1,0,2,2009
0,5660,6895,3,4,0.75,0,1,0,4,2009
0,5660,7281,1,1,1.0,0,1,0,5,2009
0,5660,6871,1,1,1.0,0,1,0,6,2009
0,5660,7796,0,1,0.0,0,1,0,9,2009
0,5660,6755,0,1,0.0,0,1,0,11,2009
0,5664,7215,0,1,0.0,0,1,0,1,2009
0,5667,7215,0,1,0.0,0,1,0,1,2009
0,5667,6895,1,1,1.0,0,1,0,4,2009
0,5670,7064,1,2,0.5,0,1,0,12,2009
0,5674,7281,0,1,0.0,0,0,0,5,2009
0,5686,6661,0,1,0.0,0,1,0,2,2009
0,5686,6895,0,1,0.0,0,1,0,4,2009
0,5686,7064,0,1,0.0,0,1,0,12,2009
0,5697,7064,0,1,0.0,0,0,0,12,2009
0,5736,6661,1,4,0.25,0,1,0,2,2009
0,5736,7408,1,1,1.0,0,1,0,3,2009
0,5736,6895,0,1,0.0,0,1,0,4,2009
0,5736,7266,1,1,1.0,0,1,0,7,2009
0,5736,7351,0,1,0.0,0,1,0,8,2009
0,5736,7796,0,3,0.0,0,1,0,9,2009
0,5736,7459,0,1,0.0,0,1,0,10,2009
0,5756,7408,0,1,0.0,0,1,0,3,2009
0,5756,6871,5,5,1.0,0,1,0,6,2009
0,5756,7796,0,2,0.0,0,1,0,9,2009
0,5761,7215,0,2,0.0,0,0,0,1,2009
0,5761,7408,0,1,0.0,0,0,0,3,2009
0,5761,6895,0,2,0.0,0,0,0,4,2009
0,5761,7266,0,1,0.0,0,0,0,7,2009
0,5761,7351,0,1,0.0,0,0,0,8,2009
0,5761,7459,0,1,0.0,0,0,0,10,2009
0,5761,7064,0,2,0.0,0,0,0,12,2009
0,5790,7215,1,9,0.1111111111111111,0,1,0,1,2009
0,5790,7408,1,11,0.09090909090909091,0,1,0,3,2009
0,5790,6895,6,10,0.6,0,1,0,4,2009
0,5790,7281,3,15,0.2,0,1,0,5,2009
0,5790,6871,7,13,0.5384615384615384,0,1,0,6,2009
0,5790,7266,9,20,0.45,0,1,0,7,2009
0,5790,7351,7,15,0.4666666666666667,0,1,0,8,2009
0,5790,7796,2,5,0.4,0,1,0,9,2009
0,5790,7459,0,3,0.0,0,1,0,10,2009
0,5790,6755,1,8,0.125,0,1,0,11,2009
0,5790,7064,0,2,0.0,0,1,0,12,2009
0,5819,7408,1,1,1.0,0,1,0,3,2009
0,5819,7281,0,1,0.0,0,1,0,5,2009
0,5837,7215,0,2,0.0,0,1,0,1,2009
0,5837,6661,0,2,0.0,0,1,0,2,2009
0,5837,7408,0,3,0.0,0,1,0,3,2009
0,5837,6895,2,6,0.3333333333333333,0,1,0,4,2009
0,5837,7281,0,3,0.0,0,1,0,5,2009
0,5837,6871,0,2,0.0,0,1,0,6,2009
0,5837,7266,0,2,0.0,0,1,0,7,2009
0,5837,7351,0,2,0.0,0,1,0,8,2009
0,5837,7796,0,2,0.0,0,1,0,9,2009
0,5837,7459,0,2,0.0,0,1,0,10,2009
0,5837,6755,0,5,0.0,0,1,0,11,2009
0,5837,7064,0,2,0.0,0,1,0,12,2009
0,5842,6661,0,1,0.0,0,0,0,2,2009
0,5842,7408,0,2,0.0,0,0,0,3,2009
0,5842,7281,0,1,0.0,0,0,0,5,2009
0,5842,6755,0,2,0.0,0,0,0,11,2009
0,5847,7215,1,2,0.5,0,1,0,1,2009
0,5847,7281,1,1,1.0,0,1,0,5,2009
0,5847,6871,4,4,1.0,0,1,0,6,2009
0,5847,7266,3,3,1.0,0,1,0,7,2009
0,5847,7351,1,1,1.0,0,1,0,8,2009
0,5847,7796,3,3,1.0,0,1,0,9,2009
0,5847,6755,0,1,0.0,0,1,0,11,2009
0,5847,7064,1,1,1.0,0,1,0,12,2009
0,5854,7408,2,16,0.125,0,1,0,3,2009
0,5854,6895,0,5,0.0,0,1,0,4,2009
0,5854,7281,1,3,0.3333333333333333,0,1,0,5,2009
0,5854,6871,4,4,1.0,0,1,0,6,2009
0,5854,7266,3,5,0.6,0,1,0,7,2009
0,5854,7351,5,5,1.0,0,1,0,8,2009
0,5854,7796,2,3,0.6666666666666666,0,1,0,9,2009
0,5854,7459,1,3,0.3333333333333333,0,1,0,10,2009
0,5854,7064,1,4,0.25,0,1,0,12,2009
0,5858,6755,0,1,0.0,0,0,0,11,2009
0,5873,7408,2,2,1.0,0,1,0,3,2009
0,5873,6895,1,1,1.0,0,1,0,4,2009
0,5885,7351,0,1,0.0,0,0,0,8,2009
0,5885,7459,0,1,0.0,0,0,0,10,2009
0,5887,7215,1,3,0.3333333333333333,0,1,0,1,2009
0,5887,6661,0,1,0.0,0,1,0,2,2009
0,5887,7408,0,1,0.0,0,1,0,3,2009
0,5887,6871,0,1,0.0,0,1,0,6,2009
0,5887,7266,0,1,0.0,0,1,0,7,2009
0,5887,7351,0,1,0.0,0,1,0,8,2009
0,5887,7796,0,2,0.0,0,1,0,9,2009
0,5887,7459,1,1,1.0,0,1,0,10,2009
0,5887,6755,0,1,0.0,0,1,0,11,2009
0,5887,7064,0,1,0.0,0,1,0,12,2009
0,5890,7215,0,1,0.0,0,0,0,1,2009
0,5890,6895,0,1,0.0,0,0,0,4,2009
0,5890,6871,0,1,0.0,0,0,0,6,2009
0,5890,7064,0,1,0.0,0,0,0,12,2009
0,5893,7408,0,1,0.0,0,1,0,3,2009
0,5893,6895,0,2,0.0,0,1,0,4,2009
0,5893,7281,0,2,0.0,0,1,0,5,2009
0,5893,6871,0,1,0.0,0,1,0,6,2009
0,5893,7266,0,2,0.0,0,1,0,7,2009
0,5893,7351,0,2,0.0,0,1,0,8,2009
0,5893,7796,0,2,0.0,0,1,0,9,2009
0,5893,7459,0,4,0.0,0,1,0,10,2009
0,5893,6755,0,1,0.0,0,1,0,11,2009
0,5895,7281,0,1,0.0,0,1,0,5,2009
0,5895,6871,0,1,0.0,0,1,0,6,2009
0,5895,7266,0,1,0.0,0,1,0,7,2009
0,5895,7459,0,1,0.0,0,1,0,10,2009
0,5895,6755,0,2,0.0,0,1,0,11,2009
0,5895,7064,0,1,0.0,0,1,0,12,2009
0,8001,2802,0,2,0.0,0,1,0,2,2009
0,8001,3060,0,2,0.0,0,1,0,3,2009
0,8001,3096,0,3,0.0,0,1,0,4,2009
0,8001,3097,0,1,0.0,0,1,0,5,2009
0,8001,3008,0,3,0.0,0,1,0,6,2009
0,8001,3238,0,1,0.0,0,1,0,7,2009
0,8001,3528,0,1,0.0,0,1,0,8,2009
0,8001,4016,1,4,0.25,0,1,0,9,2009
0,8001,3886,0,2,0.0,0,1,0,10,2009
0,8001,3871,0,2,0.0,0,1,0,11,2009
0,8001,3638,0,1,0.0,0,1,0,12,2009
0,8137,3421,0,1,0.0,0,0,0,1,2009
0,8296,3638,0,1,0.0,0,0,0,12,2009
0,8433,3421,0,1,0.0,0,0,0,1,2009
0,8433,3238,0,2,0.0,0,0,0,7,2009
0,8573,2802,0,1,0.0,0,0,0,2,2009
0,8606,3421,0,1,0.0,0,0,0,1,2009
0,8634,4016,0,1,0.0,0,0,0,9,2009
0,8758,3421,0,1,0.0,0,0,0,1,2009
0,8758,3060,0,2,0.0,0,0,0,3,2009
0,8758,3096,0,1,0.0,0,0,0,4,2009
0,8758,3638,0,1,0.0,0,0,0,12,2009
0,11001,10467,1,4,0.25,0,1,0,1,2009
0,11001,9678,3,7,0.42857142857142855,0,1,0,2,2009
0,11001,10794,0,3,0.0,0,1,0,3,2009
0,11001,10316,0,8,0.0,0,1,0,4,2009
0,11001,10493,0,3,0.0,0,1,0,5,2009
0,11001,10428,0,7,0.0,0,1,0,6,2009
0,11001,10869,0,2,0.0,0,1,0,7,2009
0,11001,10899,0,6,0.0,0,1,0,8,2009
0,11001,11504,0,8,0.0,0,1,0,9,2009
0,11001,10623,2,4,0.5,0,1,0,10,2009
0,11001,10207,0,7,0.0,0,1,0,11,2009
0,11001,10581,1,7,0.14285714285714285,0,1,0,12,2009
0,13001,3005,0,1,0.0,0,0,0,1,2009
0,13001,2642,1,2,0.5,0,0,0,5,2009
0,13001,2609,0,2,0.0,0,0,0,6,2009
0,13001,2945,0,1,0.0,0,0,0,8,2009
0,13001,3432,0,2,0.0,0,0,0,9,2009
0,13001,3282,0,1,0.0,0,0,0,10,2009
0,13001,3011,0,1,0.0,0,0,0,12,2009
0,13030,2592,0,1,0.0,0,0,0,3,2009
0,13030,2642,0,1,0.0,0,0,0,5,2009
0,13042,2588,0,2,0.0,0,1,0,4,2009
0,13042,2642,0,1,0.0,0,1,0,5,2009
0,13042,3432,0,4,0.0,0,1,0,9,2009
0,13042,3282,0,1,0.0,0,1,0,10,2009
0,13052,2592,0,1,0.0,0,0,0,3,2009
0,13160,2642,2,2,1.0,0,1,0,5,2009
0,13160,2609,0,2,0.0,0,1,0,6,2009
0,13160,2919,0,1,0.0,0,1,0,7,2009
0,13160,2945,3,4,0.75,0,1,0,8,2009
0,13244,3005,1,1,1.0,0,1,0,1,2009
0,13244,2592,0,1,0.0,0,1,0,3,2009
0,13244,3208,0,2,0.0,0,1,0,11,2009
0,13430,2642,0,1,0.0,0,0,0,5,2009
0,13430,2919,0,1,0.0,0,0,0,7,2009
0,13430,3432,0,2,0.0,0,0,0,9,2009
0,13430,3208,0,1,0.0,0,0,0,11,2009
0,13433,2945,0,1,0.0,0,0,0,8,2009
0,13442,3005,0,2,0.0,0,0,0,1,2009
0,13442,2588,1,2,0.5,0,0,0,4,2009
0,13458,2588,1,1,1.0,0,1,0,4,2009
0,13468,3005,0,1,0.0,0,0,0,1,2009
0,13468,2919,0,1,0.0,0,0,0,7,2009
0,13473,3432,0,1,0.0,0,0,0,9,2009
0,13473,3208,0,1,0.0,0,0,0,11,2009
0,13620,3005,0,1,0.0,0,0,0,1,2009
0,13655,3282,0,1,0.0,0,0,0,10,2009
0,13657,2919,0,1,0.0,0,0,0,7,2009
0,13657,3011,0,1,0.0,0,0,0,12,2009
0,13667,3432,0,1,0.0,0,0,0,9,2009
0,13670,2502,1,3,0.3333333333333333,0,1,0,2,2009
0,13670,2592,1,2,0.5,0,1,0,3,2009
0,13670,2588,2,5,0.4,0,1,0,4,2009
0,13670,2642,3,8,0.375,0,1,0,5,2009
0,13670,2609,1,2,0.5,0,1,0,6,2009
0,13670,2919,1,3,0.3333333333333333,0,1,0,7,2009
0,13670,2945,0,2,0.0,0,1,0,8,2009
0,13670,3432,0,2,0.0,0,1,0,9,2009
0,13670,3282,0,3,0.0,0,1,0,10,2009
0,13670,3208,0,2,0.0,0,1,0,11,2009
0,13683,3005,0,1,0.0,0,1,0,1,2009
0,13683,2588,0,1,0.0,0,1,0,4,2009
0,13683,3208,1,1,1.0,0,1,0,11,2009
0,13688,3005,0,2,0.0,0,1,0,1,2009
0,13688,2592,3,5,0.6,0,1,0,3,2009
0,13688,2588,1,1,1.0,0,1,0,4,2009
0,13688,2919,0,1,0.0,0,1,0,7,2009
0,13688,3432,0,1,0.0,0,1,0,9,2009
0,13688,3282,0,1,0.0,0,1,0,10,2009
0,13688,3208,1,2,0.5,0,1,0,11,2009
0,13744,2502,1,2,0.5,0,1,0,2,2009
0,13744,2592,1,2,0.5,0,1,0,3,2009
0,13744,2609,2,3,0.6666666666666666,0,1,0,6,2009
0,13744,3282,1,1,1.0,0,1,0,10,2009
0,13744,3208,0,2,0.0,0,1,0,11,2009
0,13810,2592,0,1,0.0,0,0,0,3,2009
0,13810,2945,0,1,0.0,0,0,0,8,2009
0,13810,3282,0,1,0.0,0,0,0,10,2009
0,13836,3005,0,1,0.0,0,0,0,1,2009
0,13836,2588,0,2,0.0,0,0,0,4,2009
0,13836,3432,0,1,0.0,0,0,0,9,2009
0,13836,3208,0,1,0.0,0,0,0,11,2009
0,15001,1495,0,1,0.0,0,1,0,12,2009
0,15047,1641,0,1,0.0,0,0,0,10,2009
0,15176,1401,1,1,1.0,0,1,0,2,2009
0,15183,1733,1,1,1.0,0,1,0,9,2009
0,15223,1613,0,1,0.0,0,1,0,1,2009
0,15223,1590,0,1,0.0,0,1,0,3,2009
0,15223,1571,2,2,1.0,0,1,0,5,2009
0,15223,1554,0,1,0.0,0,1,0,7,2009
0,15223,1500,0,1,0.0,0,1,0,11,2009
0,15368,1641,0,1,0.0,0,0,0,10,2009
0,15377,1613,0,1,0.0,0,0,0,1,2009
0,15377,1571,0,1,0.0,0,0,0,5,2009
0,15480,1571,0,1,0.0,0,0,0,5,2009
0,15518,1401,0,1,0.0,0,1,0,2,2009
0,15550,1401,0,1,0.0,0,1,0,2,2009
