,Municipality,Department,FARC Involvement,Year,Month,Day,Type of Violence
434,73686 SANTA ISABEL,TOLIMA,Yes,1997,8,8,Attacks on Population
435,73686 SANTA ISABEL,TOLIMA,No,1999,12,25,Attacks on Population
436,73686 SANTA ISABEL,TOLIMA,Yes,2001,8,11,Attacks on Population
437,73861 VENADILLO,TOLIMA,Yes,2002,3,16,Attacks on Population
438,73870 VILLAHERMOSA,TOLIMA,No,1999,2,6,Attacks on Population
439,76109 BUENAVENTURA,VALLE DEL CAUCA,Yes,2000,12,6,Attacks on Population
440,76122 CAICEDONIA,VALLE DEL CAUCA,Yes,1999,7,23,Attacks on Population
441,76130 CANDELARIA,VALLE DEL CAUCA,Yes,1991,3,17,Attacks on Population
442,76233 DAGUA,VALLE DEL CAUCA,Yes,1999,3,19,Attacks on Population
443,76248 EL CERRITO,VALLE DEL CAUCA,No,1998,8,21,Attacks on Population
444,76275 FLORIDA,VALLE DEL CAUCA,Yes,1988,11,8,Attacks on Population
445,76275 FLORIDA,VALLE DEL CAUCA,Yes,1991,2,5,Attacks on Population
446,76275 FLORIDA,VALLE DEL CAUCA,Yes,1996,3,14,Attacks on Population
447,76275 FLORIDA,VALLE DEL CAUCA,Yes,1998,3,14,Attacks on Population
448,76275 FLORIDA,VALLE DEL CAUCA,Yes,2001,10,10,Attacks on Population
449,76306 GINEBRA,VALLE DEL CAUCA,Yes,1992,11,12,Attacks on Population
450,76364 JAMUNDÍ,VALLE DEL CAUCA,No,1998,6,19,Attacks on Population
451,76520 PALMIRA,VALLE DEL CAUCA,No,2000,8,29,Attacks on Population
452,76520 PALMIRA,VALLE DEL CAUCA,Yes,2000,8,29,Attacks on Population
453,76520 PALMIRA,VALLE DEL CAUCA,No,2000,8,29,Attacks on Population
454,76563 PRADERA,VALLE DEL CAUCA,Yes,2000,7,7,Attacks on Population
455,76892 YUMBO,VALLE DEL CAUCA,No,1984,8,11,Attacks on Population
456,76892 YUMBO,VALLE DEL CAUCA,No,1984,10,8,Attacks on Population
457,81220 CRAVO NORTE,ARAUCA,Yes,1998,4,13,Attacks on Population
458,81220 CRAVO NORTE,ARAUCA,Yes,1999,4,19,Attacks on Population
459,81591 PUERTO RONDÓN,ARAUCA,No,1987,4,7,Attacks on Population
460,81794 TAME,ARAUCA,Yes,2000,10,22,Attacks on Population
461,85015 CHÁMEZA,CASANARE,Yes,1997,4,4,Attacks on Population
462,85125 HATO COROZAL,CASANARE,Yes,1990,9,13,Attacks on Population
463,85125 HATO COROZAL,CASANARE,Yes,1998,9,15,Attacks on Population
464,85125 HATO COROZAL,CASANARE,Yes,1999,8,31,Attacks on Population
465,85263 PORE,CASANARE,Yes,1994,7,17,Attacks on Population
466,85263 PORE,CASANARE,Yes,1999,5,14,Attacks on Population
467,85325 SAN LUIS DE PALENQUE,CASANARE,Yes,1996,5,28,Attacks on Population
468,85400 TÁMARA,CASANARE,No,1991,5,13,Attacks on Population
469,85400 TÁMARA,CASANARE,Yes,1995,2,17,Attacks on Population
470,86001 MOCOA,PUTUMAYO,No,1981,3,11,Attacks on Population
471,86749 SIBUNDOY,PUTUMAYO,No,1990,4,7,Attacks on Population
472,86755 SAN FRANCISCO,PUTUMAYO,No,1990,4,7,Attacks on Population
473,86757 SAN MIGUEL,PUTUMAYO,Yes,1997,9,1,Attacks on Population
474,95025 EL RETORNO,GUAVIARE,Yes,1991,3,6,Attacks on Population
475,95025 EL RETORNO,GUAVIARE,Yes,1998,7,1,Attacks on Population
476,95200 MIRAFLORES,GUAVIARE,Yes,1995,8,6,Attacks on Population
477,97001 MITÚ,VAUPÉS,Yes,1988,4,20,Attacks on Population
478,97001 MITÚ,VAUPÉS,Yes,1998,11,1,Attacks on Population
479,99524 LA PRIMAVERA,VICHADA,Yes,1991,10,8,Attacks on Population
480,99624 SANTA ROSALÍA,VICHADA,Yes,1991,10,8,Attacks on Population
