Region,Total_births,Year
44430 Maicao,3231,2011
44430 Maicao,3103,2012
44430 Maicao,2905,2013
44430 Maicao,3513,2014
44430 Maicao,3428,2015
44430 Maicao,3663,2016
44430 Maicao,4169,2017
44560 MANAURE,778,2008
44560 MANAURE,646,2009
44560 Manaure,612,2010
44560 Manaure,614,2011
44560 Manaure,471,2012
44560 Manaure,627,2013
44560 Manaure,746,2014
44560 Manaure,839,2015
44560 Manaure,924,2016
44560 Manaure,883,2017
44650 SAN JUAN DEL CESAR,687,2008
44650 SAN JUAN DEL CESAR,738,2009
44650 San Juan del Cesar,766,2010
44650 San Juan del Cesar,784,2011
44650 San Juan del Cesar,893,2012
44650 San Juan del Cesar,727,2013
44650 San Juan del Cesar,781,2014
44650 San Juan del Cesar,882,2015
44650 San Juan del Cesar,843,2016
44650 San Juan del Cesar,1009,2017
44847 URIBIA,905,2008
44847 URIBIA,1123,2009
44847 Uribia,1179,2010
44847 Uribia,919,2011
44847 Uribia,1016,2012
44847 Uribia,1421,2013
44847 Uribia,1727,2014
44847 Uribia,1847,2015
44847 Uribia,2176,2016
44847 Uribia,2657,2017
44855 URUMITA,140,2008
44855 URUMITA,123,2009
44855 Urumita,162,2010
44855 Urumita,106,2011
44855 Urumita,123,2012
44855 Urumita,134,2013
44855 Urumita,141,2014
44855 Urumita,150,2015
44855 Urumita,128,2016
44855 Urumita,132,2017
44874 VILLANUEVA,449,2008
44874 VILLANUEVA,390,2009
44874 Villanueva,339,2010
44874 Villanueva,350,2011
44874 Villanueva,408,2012
44874 Villanueva,365,2013
44874 Villanueva,369,2014
44874 Villanueva,390,2015
44874 Villanueva,397,2016
44874 Villanueva,393,2017
44999 SIN INFORMACIÓN,96,2008
44999 SIN INFORMACIÓN,93,2009
47001 SANTA MARTA,9555,2008
47001 SANTA MARTA,9231,2009
47001 Santa Marta,8348,2010
47001 Santa Marta,9099,2011
47001 Santa Marta,9261,2012
47001 Santa Marta,9103,2013
47001 Santa Marta,9115,2014
47001 Santa Marta,9037,2015
47001 Santa Marta,8795,2016
47001 Santa Marta,9266,2017
47030 ALGARROBO,228,2008
47030 ALGARROBO,198,2009
47030 Algarrobo,279,2010
47030 Algarrobo,262,2011
47030 Algarrobo,328,2012
47030 Algarrobo,287,2013
47030 Algarrobo,273,2014
47030 Algarrobo,266,2015
47030 Algarrobo,278,2016
47030 Algarrobo,224,2017
47053 ARACATACA,446,2008
47053 ARACATACA,516,2009
47053 Aracataca,645,2010
47053 Aracataca,567,2011
47053 Aracataca,601,2012
47053 Aracataca,567,2013
47053 Aracataca,608,2014
47053 Aracataca,562,2015
47053 Aracataca,547,2016
47053 Aracataca,516,2017
47058 ARIGUANÍ,534,2008
47058 ARIGUANÍ,548,2009
47058 Ariguaní,496,2010
47058 Ariguaní,405,2011
47058 Ariguaní,497,2012
47058 Ariguaní,545,2013
47058 Ariguaní,539,2014
47058 Ariguaní,476,2015
47058 Ariguaní,505,2016
47058 Ariguaní,516,2017
47161 CERRO SAN ANTONIO,172,2008
47161 CERRO SAN ANTONIO,158,2009
47161 Cerro San Antonio,144,2010
47161 Cerro San Antonio,152,2011
47161 Cerro San Antonio,149,2012
47161 Cerro San Antonio,131,2013
47161 Cerro San Antonio,98,2014
47161 Cerro San Antonio,113,2015
47161 Cerro San Antonio,113,2016
47161 Cerro San Antonio,150,2017
47170 CHIBOLO,371,2008
47170 CHIBOLO,433,2009
47170 Chibolo,380,2010
47170 Chibolo,335,2011
47170 Chibolo,362,2012
47170 Chibolo,350,2013
47170 Chibolo,373,2014
47170 Chibolo,354,2015
47170 Chibolo,367,2016
47170 Chibolo,352,2017
47189 CIÉNAGA,1873,2008
47189 CIÉNAGA,2114,2009
47189 Ciénaga,1945,2010
47189 Ciénaga,2282,2011
47189 Ciénaga,2216,2012
47189 Ciénaga,2077,2013
47189 Ciénaga,1941,2014
47189 Ciénaga,1793,2015
47189 Ciénaga,1932,2016
47189 Ciénaga,2214,2017
47205 CONCORDIA,156,2008
47205 CONCORDIA,143,2009
47205 Concordia,137,2010
47205 Concordia,151,2011
47205 Concordia,142,2012
47205 Concordia,126,2013
47205 Concordia,93,2014
47205 Concordia,104,2015
47205 Concordia,76,2016
47205 Concordia,91,2017
47245 EL BANCO,1166,2008
47245 EL BANCO,1201,2009
47245 El Banco,1100,2010
47245 El Banco,1226,2011
47245 El Banco,1245,2012
47245 El Banco,1162,2013
47245 El Banco,1190,2014
47245 El Banco,1153,2015
47245 El Banco,1084,2016
47245 El Banco,1225,2017
47258 EL PIÑÓN,286,2008
47258 EL PIÑÓN,343,2009
47258 El Piñón,243,2010
47258 El Piñón,308,2011
47258 El Piñón,327,2012
47258 El Piñón,305,2013
47258 El Piñón,274,2014
47258 El Piñón,282,2015
47258 El Piñón,246,2016
47258 El Piñón,274,2017
47268 EL RETÉN,333,2008
47268 EL RETÉN,321,2009
47268 El Retén,370,2010
47268 El Retén,375,2011
47268 El Retén,374,2012
47268 El Retén,414,2013
47268 El Retén,358,2014
47268 El Retén,319,2015
47268 El Retén,294,2016
47268 El Retén,275,2017
47288 FUNDACIÓN,1229,2008
47288 FUNDACIÓN,1172,2009
47288 Fundación,1285,2010
47288 Fundación,1284,2011
47288 Fundación,1403,2012
47288 Fundación,1346,2013
47288 Fundación,1318,2014
47288 Fundación,1350,2015
47288 Fundación,1245,2016
47288 Fundación,1719,2017
47318 GUAMAL,277,2008
47318 GUAMAL,338,2009
47318 Guamal,324,2010
47318 Guamal,346,2011
47318 Guamal,334,2012
47318 Guamal,363,2013
47318 Guamal,396,2014
47318 Guamal,374,2015
47318 Guamal,381,2016
47318 Guamal,439,2017
47460 NUEVA GRANADA,272,2008
47460 NUEVA GRANADA,355,2009
47460 Nueva Granada,354,2010
47460 Nueva Granada,399,2011
47460 Nueva Granada,363,2012
47460 Nueva Granada,324,2013
47460 Nueva Granada,310,2014
47460 Nueva Granada,313,2015
47460 Nueva Granada,356,2016
47460 Nueva Granada,373,2017
47541 PEDRAZA,86,2008
47541 PEDRAZA,132,2009
47541 Pedraza,53,2010
47541 Pedraza,99,2011
47541 Pedraza,136,2012
47541 Pedraza,106,2013
47541 Pedraza,113,2014
47541 Pedraza,102,2015
47541 Pedraza,83,2016
47541 Pedraza,107,2017
47545 PIJIÑO DEL CARMEN,151,2008
47545 PIJIÑO DEL CARMEN,178,2009
47545 Pijiño del Carmen,168,2010
47545 Pijiño del Carmen,212,2011
47545 Pijiño del Carmen,226,2012
47545 Pijiño del Carmen,212,2013
47545 Pijiño del Carmen,217,2014
47545 Pijiño del Carmen,207,2015
47545 Pijiño del Carmen,181,2016
47545 Pijiño del Carmen,196,2017
47551 PIVIJAY,752,2008
47551 PIVIJAY,672,2009
47551 Pivijay,452,2010
47551 Pivijay,689,2011
47551 Pivijay,628,2012
47551 Pivijay,606,2013
47551 Pivijay,603,2014
47551 Pivijay,578,2015
47551 Pivijay,568,2016
47551 Pivijay,619,2017
47555 PLATO,1007,2008
47555 PLATO,1033,2009
47555 Plato,1071,2010
47555 Plato,1186,2011
47555 Plato,1190,2012
47555 Plato,1168,2013
47555 Plato,1160,2014
47555 Plato,1126,2015
47555 Plato,1118,2016
47555 Plato,1126,2017
47570 PUEBLOVIEJO,393,2008
47570 PUEBLOVIEJO,442,2009
47570 Puebloviejo,427,2010
47570 Puebloviejo,405,2011
47570 Puebloviejo,437,2012
47570 Puebloviejo,453,2013
47570 Puebloviejo,478,2014
47570 Puebloviejo,438,2015
47570 Puebloviejo,421,2016
47570 Puebloviejo,445,2017
47605 REMOLINO,116,2008
47605 REMOLINO,116,2009
47605 Remolino,110,2010
47605 Remolino,57,2011
47605 Remolino,112,2012
47605 Remolino,119,2013
47605 Remolino,97,2014
47605 Remolino,103,2015
47605 Remolino,108,2016
47605 Remolino,98,2017
47660 SABANAS DE SAN ÁNGEL,143,2008
47660 SABANAS DE SAN ÁNGEL,134,2009
47660 Sabanas de San Ángel,150,2010
47660 Sabanas de San Ángel,143,2011
47660 Sabanas de San Ángel,180,2012
47660 Sabanas de San Ángel,204,2013
47660 Sabanas de San Ángel,228,2014
47660 Sabanas de San Ángel,215,2015
47660 Sabanas de San Ángel,158,2016
47660 Sabanas de San Ángel,179,2017
47675 SALAMINA,135,2008
47675 SALAMINA,103,2009
47675 Salamina,100,2010
47675 Salamina,117,2011
47675 Salamina,110,2012
47675 Salamina,114,2013
47675 Salamina,113,2014
47675 Salamina,117,2015
47675 Salamina,85,2016
47675 Salamina,115,2017
47692 SAN SEBASTIÁN DE BUENAVISTA,346,2008
47692 SAN SEBASTIÁN DE BUENAVISTA,344,2009
47692 San Sebastián de Buenavista,315,2010
47692 San Sebastián de Buenavista,304,2011
47692 San Sebastián de Buenavista,343,2012
47692 San Sebastián de Buenavista,324,2013
47692 San Sebastián de Buenavista,346,2014
47692 San Sebastián de Buenavista,332,2015
47692 San Sebastián de Buenavista,303,2016
47692 San Sebastián de Buenavista,335,2017
47703 SAN ZENÓN,81,2008
47703 SAN ZENÓN,127,2009
47703 San Zenón,134,2010
47703 San Zenón,142,2011
47703 San Zenón,142,2012
47703 San Zenón,141,2013
47703 San Zenón,168,2014
47703 San Zenón,153,2015
47703 San Zenón,161,2016
47703 San Zenón,192,2017
47707 SANTA ANA,374,2008
47707 SANTA ANA,409,2009
47707 Santa Ana,350,2010
47707 Santa Ana,383,2011
47707 Santa Ana,415,2012
47707 Santa Ana,406,2013
47707 Santa Ana,363,2014
47707 Santa Ana,421,2015
47707 Santa Ana,376,2016
47707 Santa Ana,360,2017
47720 SANTA BÁRBARA DE PINTO,165,2008
47720 SANTA BÁRBARA DE PINTO,151,2009
47720 Santa Bárbara de Pinto,136,2010
47720 Santa Bárbara de Pinto,144,2011
47720 Santa Bárbara de Pinto,112,2012
47720 Santa Bárbara de Pinto,119,2013
47720 Santa Bárbara de Pinto,115,2014
47720 Santa Bárbara de Pinto,108,2015
47720 Santa Bárbara de Pinto,138,2016
47720 Santa Bárbara de Pinto,108,2017
47745 SITIONUEVO,315,2008
47745 SITIONUEVO,285,2009
47745 Sitionuevo,213,2010
47745 Sitionuevo,227,2011
47745 Sitionuevo,269,2012
47745 Sitionuevo,233,2013
47745 Sitionuevo,280,2014
47745 Sitionuevo,280,2015
47745 Sitionuevo,240,2016
47745 Sitionuevo,271,2017
47798 TENERIFE,160,2008
47798 TENERIFE,174,2009
47798 Tenerife,171,2010
47798 Tenerife,167,2011
47798 Tenerife,200,2012
47798 Tenerife,192,2013
47798 Tenerife,170,2014
47798 Tenerife,151,2015
47798 Tenerife,166,2016
47798 Tenerife,177,2017
47960 ZAPAYÁN,140,2008
47960 ZAPAYÁN,155,2009
47960 Zapayán,65,2010
47960 Zapayán,141,2011
47960 Zapayán,139,2012
47960 Zapayán,127,2013
47960 Zapayán,115,2014
47960 Zapayán,94,2015
47960 Zapayán,97,2016
47960 Zapayán,109,2017
47980 ZONA BANANERA,1065,2008
47980 ZONA BANANERA,1244,2009
47980 Zona Bananera,1210,2010
47980 Zona Bananera,1111,2011
47980 Zona Bananera,1270,2012
47980 Zona Bananera,1365,2013
47980 Zona Bananera,1384,2014
47980 Zona Bananera,1321,2015
47980 Zona Bananera,1210,2016
47980 Zona Bananera,1396,2017
47999 SIN INFORMACIÓN,14,2008
47999 SIN INFORMACIÓN,29,2009
50001 VILLAVICENCIO,8855,2008
50001 VILLAVICENCIO,8540,2009
50001 Villavicencio,8345,2010
50001 Villavicencio,8477,2011
50001 Villavicencio,8600,2012
50001 Villavicencio,8364,2013
50001 Villavicencio,8546,2014
50001 Villavicencio,8854,2015
50001 Villavicencio,8070,2016
50001 Villavicencio,8153,2017
50006 ACACÍAS,1098,2008
50006 ACACÍAS,1137,2009
50006 Acacías,1172,2010
50006 Acacías,1116,2011
50006 Acacías,1231,2012
50006 Acacías,1225,2013
50006 Acacías,1281,2014
50006 Acacías,1290,2015
50006 Acacías,1211,2016
50006 Acacías,1124,2017
50110 BARRANCA DE UPÍA,85,2008
50110 BARRANCA DE UPÍA,83,2009
50110 Barranca de Upía,80,2010
50110 Barranca de Upía,94,2011
50110 Barranca de Upía,95,2012
50110 Barranca de Upía,86,2013
50110 Barranca de Upía,86,2014
50110 Barranca de Upía,80,2015
50110 Barranca de Upía,77,2016
50110 Barranca de Upía,112,2017
50124 CABUYARO,51,2008
50124 CABUYARO,61,2009
50124 Cabuyaro,52,2010
50124 Cabuyaro,66,2011
50124 Cabuyaro,64,2012
50124 Cabuyaro,62,2013
50124 Cabuyaro,78,2014
50124 Cabuyaro,76,2015
50124 Cabuyaro,69,2016
50124 Cabuyaro,66,2017
50150 CASTILLA LA NUEVA,160,2008
50150 CASTILLA LA NUEVA,176,2009
50150 Castilla La Nueva,152,2010
50150 Castilla La Nueva,162,2011
50150 Castilla La Nueva,181,2012
50150 Castilla La Nueva,183,2013
50150 Castilla La Nueva,187,2014
50150 Castilla La Nueva,174,2015
50150 Castilla La Nueva,181,2016
50150 Castilla La Nueva,186,2017
50223 CUBARRAL,73,2008
50223 CUBARRAL,84,2009
50223 Cubarral,67,2010
50223 Cubarral,62,2011
50223 Cubarral,64,2012
50223 Cubarral,48,2013
50223 Cubarral,75,2014
50223 Cubarral,67,2015
50223 Cubarral,68,2016
50223 Cubarral,87,2017
50226 CUMARAL,347,2008
50226 CUMARAL,340,2009
50226 Cumaral,309,2010
50226 Cumaral,308,2011
50226 Cumaral,339,2012
50226 Cumaral,285,2013
50226 Cumaral,318,2014
50226 Cumaral,316,2015
50226 Cumaral,272,2016
50226 Cumaral,259,2017
50245 EL CALVARIO,39,2008
50245 EL CALVARIO,25,2009
50245 El Calvario,20,2010
50245 El Calvario,18,2011
50245 El Calvario,20,2012
50245 El Calvario,14,2013
50245 El Calvario,16,2014
50245 El Calvario,14,2015
50245 El Calvario,15,2016
50245 El Calvario,13,2017
50251 EL CASTILLO,122,2008
50251 EL CASTILLO,95,2009
50251 El Castillo,101,2010
50251 El Castillo,104,2011
50251 El Castillo,113,2012
50251 El Castillo,113,2013
50251 El Castillo,114,2014
50251 El Castillo,116,2015
50251 El Castillo,97,2016
50251 El Castillo,118,2017
50270 EL DORADO,50,2008
50270 EL DORADO,56,2009
50270 El Dorado,33,2010
50270 El Dorado,43,2011
50270 El Dorado,59,2012
50270 El Dorado,46,2013
50270 El Dorado,46,2014
50270 El Dorado,41,2015
50270 El Dorado,35,2016
50270 El Dorado,40,2017
50287 FUENTE DE ORO,208,2008
50287 FUENTE DE ORO,195,2009
50287 Fuente de Oro,187,2010
50287 Fuente de Oro,206,2011
50287 Fuente de Oro,167,2012
50287 Fuente de Oro,206,2013
50287 Fuente de Oro,182,2014
50287 Fuente de Oro,188,2015
50287 Fuente de Oro,161,2016
50287 Fuente de Oro,196,2017
50313 GRANADA,1271,2008
50313 GRANADA,1225,2009
50313 Granada,1224,2010
50313 Granada,1214,2011
50313 Granada,1227,2012
50313 Granada,1247,2013
50313 Granada,1281,2014
50313 Granada,1273,2015
50313 Granada,1319,2016
50313 Granada,1328,2017
50318 GUAMAL,164,2008
50318 GUAMAL,150,2009
50318 Guamal,174,2010
50318 Guamal,168,2011
50318 Guamal,191,2012
50318 Guamal,175,2013
50318 Guamal,197,2014
50318 Guamal,192,2015
50318 Guamal,177,2016
50318 Guamal,192,2017
50325 MAPIRIPÁN,70,2008
50325 MAPIRIPÁN,60,2009
50325 Mapiripán,94,2010
50325 Mapiripán,106,2011
50325 Mapiripán,102,2012
50325 Mapiripán,113,2013
50325 Mapiripán,112,2014
50325 Mapiripán,101,2015
50325 Mapiripán,101,2016
50325 Mapiripán,106,2017
50330 MESETAS,121,2008
50330 MESETAS,128,2009
50330 Mesetas,136,2010
50330 Mesetas,142,2011
50330 Mesetas,136,2012
50330 Mesetas,128,2013
50330 Mesetas,140,2014
50330 Mesetas,137,2015
50330 Mesetas,136,2016
50330 Mesetas,142,2017
50350 LA MACARENA,134,2008
50350 LA MACARENA,136,2009
50350 La Macarena,126,2010
50350 La Macarena,149,2011
50350 La Macarena,180,2012
50350 La Macarena,158,2013
50350 La Macarena,146,2014
50350 La Macarena,156,2015
50350 La Macarena,108,2016
50350 La Macarena,141,2017
50370 URIBE,94,2008
50370 URIBE,119,2009
50370 Uribe,132,2010
50370 Uribe,113,2011
50370 Uribe,104,2012
50370 Uribe,92,2013
50370 Uribe,92,2014
50370 Uribe,103,2015
50370 Uribe,77,2016
50370 Uribe,109,2017
50400 LEJANÍAS,178,2008
50400 LEJANÍAS,183,2009
50400 Lejanías,163,2010
50400 Lejanías,133,2011
50400 Lejanías,175,2012
50400 Lejanías,158,2013
50400 Lejanías,163,2014
50400 Lejanías,130,2015
50400 Lejanías,143,2016
50400 Lejanías,161,2017
50450 PUERTO CONCORDIA,118,2008
50450 PUERTO CONCORDIA,122,2009
50450 Puerto Concordia,78,2010
50450 Puerto Concordia,123,2011
50450 Puerto Concordia,114,2012
50450 Puerto Concordia,114,2013
50450 Puerto Concordia,113,2014
50450 Puerto Concordia,103,2015
50450 Puerto Concordia,97,2016
50450 Puerto Concordia,123,2017
50568 PUERTO GAITÁN,330,2008
50568 PUERTO GAITÁN,453,2009
50568 Puerto Gaitán,455,2010
50568 Puerto Gaitán,481,2011
50568 Puerto Gaitán,533,2012
50568 Puerto Gaitán,578,2013
50568 Puerto Gaitán,623,2014
50568 Puerto Gaitán,613,2015
50568 Puerto Gaitán,569,2016
50568 Puerto Gaitán,775,2017
50573 PUERTO LÓPEZ,568,2008
50573 PUERTO LÓPEZ,572,2009
50573 Puerto López,556,2010
50573 Puerto López,548,2011
50573 Puerto López,573,2012
50573 Puerto López,548,2013
50573 Puerto López,549,2014
50573 Puerto López,489,2015
50573 Puerto López,519,2016
50573 Puerto López,519,2017
50577 PUERTO LLERAS,151,2008
50577 PUERTO LLERAS,139,2009
50577 Puerto Lleras,142,2010
50577 Puerto Lleras,109,2011
50577 Puerto Lleras,117,2012
50577 Puerto Lleras,154,2013
50577 Puerto Lleras,105,2014
50577 Puerto Lleras,140,2015
50577 Puerto Lleras,120,2016
50577 Puerto Lleras,129,2017
50590 PUERTO RICO,164,2008
50590 PUERTO RICO,185,2009
50590 Puerto Rico,172,2010
50590 Puerto Rico,156,2011
50590 Puerto Rico,150,2012
50590 Puerto Rico,151,2013
50590 Puerto Rico,175,2014
50590 Puerto Rico,159,2015
50590 Puerto Rico,168,2016
50590 Puerto Rico,159,2017
50606 RESTREPO,213,2008
50606 RESTREPO,199,2009
50606 Restrepo,208,2010
50606 Restrepo,185,2011
50606 Restrepo,206,2012
50606 Restrepo,203,2013
50606 Restrepo,210,2014
50606 Restrepo,226,2015
50606 Restrepo,200,2016
50606 Restrepo,202,2017
50680 SAN CARLOS DE GUAROA,182,2008
50680 SAN CARLOS DE GUAROA,198,2009
50680 San Carlos de Guaroa,147,2010
50680 San Carlos de Guaroa,171,2011
50680 San Carlos de Guaroa,184,2012
50680 San Carlos de Guaroa,162,2013
50680 San Carlos de Guaroa,188,2014
50680 San Carlos de Guaroa,163,2015
50680 San Carlos de Guaroa,199,2016
50680 San Carlos de Guaroa,159,2017
50683 SAN JUAN DE ARAMA,141,2008
50683 SAN JUAN DE ARAMA,127,2009
50683 San Juan de Arama,89,2010
50683 San Juan de Arama,96,2011
50683 San Juan de Arama,107,2012
50683 San Juan de Arama,104,2013
50683 San Juan de Arama,100,2014
50683 San Juan de Arama,89,2015
50683 San Juan de Arama,82,2016
50683 San Juan de Arama,94,2017
50686 SAN JUANITO,26,2008
50686 SAN JUANITO,28,2009
50686 San Juanito,26,2010
50686 San Juanito,33,2011
50686 San Juanito,27,2012
50686 San Juanito,21,2013
50686 San Juanito,19,2014
50686 San Juanito,19,2015
50686 San Juanito,17,2016
50686 San Juanito,30,2017
50689 SAN MARTÍN,405,2008
50689 SAN MARTÍN,417,2009
50689 San Martín,393,2010
50689 San Martín,383,2011
50689 San Martín,326,2012
50689 San Martín,369,2013
50689 San Martín,337,2014
50689 San Martín,338,2015
50689 San Martín,310,2016
50689 San Martín,342,2017
50711 VISTAHERMOSA,323,2008
50711 VISTAHERMOSA,287,2009
50711 Vistahermosa,274,2010
50711 Vistahermosa,243,2011
50711 Vistahermosa,245,2012
50711 Vistahermosa,267,2013
50711 Vistahermosa,221,2014
50711 Vistahermosa,212,2015
50711 Vistahermosa,208,2016
50711 Vistahermosa,232,2017
50999 SIN INFORMACIÓN,26,2008
50999 SIN INFORMACIÓN,19,2009
52001 PASTO,5487,2008
52001 PASTO,5071,2009
52001 Pasto,5032,2010
52001 Pasto,4872,2011
52001 Pasto,4865,2012
52001 Pasto,4828,2013
52001 Pasto,5052,2014
52001 Pasto,5243,2015
52001 Pasto,5189,2016
52001 Pasto,4989,2017
52019 ALBÁN,120,2008
52019 ALBÁN,93,2009
52019 Albán,113,2010
52019 Albán,107,2011
52019 Albán,96,2012
52019 Albán,97,2013
52019 Albán,92,2014
52019 Albán,84,2015
52019 Albán,90,2016
52019 Albán,66,2017
52022 ALDANA,90,2008
52022 ALDANA,84,2009
52022 Aldana,68,2010
52022 Aldana,85,2011
52022 Aldana,102,2012
52022 Aldana,83,2013
52022 Aldana,93,2014
52022 Aldana,87,2015
52022 Aldana,67,2016
52022 Aldana,83,2017
52036 ANCUYÁ,98,2008
52036 ANCUYÁ,68,2009
52036 Ancuyá,78,2010
52036 Ancuyá,60,2011
52036 Ancuyá,82,2012
52036 Ancuyá,70,2013
52036 Ancuyá,55,2014
52036 Ancuyá,51,2015
52036 Ancuyá,54,2016
52036 Ancuyá,52,2017
52051 ARBOLEDA,90,2008
52051 ARBOLEDA,107,2009
52051 Arboleda,89,2010
52051 Arboleda,75,2011
52051 Arboleda,87,2012
52051 Arboleda,90,2013
52051 Arboleda,73,2014
52051 Arboleda,71,2015
52051 Arboleda,67,2016
52051 Arboleda,63,2017
52079 BARBACOAS,442,2008
52079 BARBACOAS,515,2009
52079 Barbacoas,409,2010
52079 Barbacoas,431,2011
52079 Barbacoas,408,2012
52079 Barbacoas,488,2013
52079 Barbacoas,414,2014
52079 Barbacoas,350,2015
52079 Barbacoas,402,2016
52079 Barbacoas,558,2017
52083 BELÉN,64,2008
52083 BELÉN,58,2009
52083 Belén,70,2010
52083 Belén,55,2011
52083 Belén,55,2012
52083 Belén,71,2013
52083 Belén,53,2014
52083 Belén,46,2015
52083 Belén,52,2016
52083 Belén,68,2017
52110 BUESACO,339,2008
52110 BUESACO,332,2009
52110 Buesaco,278,2010
52110 Buesaco,258,2011
52110 Buesaco,258,2012
52110 Buesaco,275,2013
52110 Buesaco,255,2014
52110 Buesaco,258,2015
52110 Buesaco,220,2016
52110 Buesaco,224,2017
52203 COLÓN,129,2008
52203 COLÓN,125,2009
52203 Colón,102,2010
52203 Colón,82,2011
52203 Colón,86,2012
52203 Colón,88,2013
52203 Colón,83,2014
52203 Colón,77,2015
52203 Colón,82,2016
52203 Colón,65,2017
52207 CONSACÁ,144,2008
52207 CONSACÁ,140,2009
52207 Consacá,114,2010
52207 Consacá,107,2011
52207 Consacá,97,2012
52207 Consacá,90,2013
52207 Consacá,78,2014
52207 Consacá,68,2015
52207 Consacá,87,2016
52207 Consacá,81,2017
52210 CONTADERO,98,2008
52210 CONTADERO,101,2009
52210 Contadero,80,2010
52210 Contadero,70,2011
52210 Contadero,79,2012
52210 Contadero,86,2013
52210 Contadero,68,2014
52210 Contadero,59,2015
52210 Contadero,77,2016
52210 Contadero,70,2017
52215 CÓRDOBA,235,2008
52215 CÓRDOBA,239,2009
52215 Córdoba,212,2010
52215 Córdoba,169,2011
52215 Córdoba,201,2012
52215 Córdoba,196,2013
52215 Córdoba,198,2014
52215 Córdoba,179,2015
52215 Córdoba,187,2016
52215 Córdoba,189,2017
52224 CUASPUD,146,2008
52224 CUASPUD,142,2009
52224 Cuaspud,104,2010
52224 Cuaspud,126,2011
52224 Cuaspud,109,2012
52224 Cuaspud,98,2013
52224 Cuaspud,119,2014
52224 Cuaspud,112,2015
52224 Cuaspud,101,2016
52224 Cuaspud,88,2017
52227 CUMBAL,517,2008
52227 CUMBAL,451,2009
52227 Cumbal,406,2010
52227 Cumbal,372,2011
52227 Cumbal,338,2012
52227 Cumbal,388,2013
52227 Cumbal,366,2014
52227 Cumbal,358,2015
52227 Cumbal,358,2016
52227 Cumbal,420,2017
52233 CUMBITARA,101,2008
52233 CUMBITARA,132,2009
52233 Cumbitara,101,2010
52233 Cumbitara,86,2011
52233 Cumbitara,68,2012
52233 Cumbitara,104,2013
52233 Cumbitara,87,2014
52233 Cumbitara,78,2015
52233 Cumbitara,63,2016
52233 Cumbitara,91,2017
52240 CHACHAGÜÍ,185,2008
52240 CHACHAGÜÍ,201,2009
52240 Chachagüí,155,2010
52240 Chachagüí,167,2011
52240 Chachagüí,167,2012
52240 Chachagüí,160,2013
52240 Chachagüí,155,2014
52240 Chachagüí,143,2015
52240 Chachagüí,157,2016
52240 Chachagüí,146,2017
52250 EL CHARCO,342,2008
52250 EL CHARCO,382,2009
52250 El Charco,429,2010
52250 El Charco,367,2011
52250 El Charco,213,2012
52250 El Charco,218,2013
52250 El Charco,339,2014
52250 El Charco,360,2015
52250 El Charco,291,2016
52250 El Charco,214,2017
52254 EL PEÑOL,110,2008
52254 EL PEÑOL,97,2009
52254 El Peñol,47,2010
52254 El Peñol,62,2011
52254 El Peñol,71,2012
52254 El Peñol,54,2013
52254 El Peñol,48,2014
52254 El Peñol,44,2015
