,Municipality,Year,Month,Births,Farc Violence,Total Violence,Ratio,post15,post13,FARC
7315,54001,2011,10,1231,0,7,0.0,0,0,0
7316,54001,2011,9,1254,1,15,0.0666666666666666,0,0,0
7317,54003,2011,7,13,0,1,0.0,0,0,0
7318,5411,2011,6,7,0,1,0.0,0,0,0
7319,5411,2011,10,7,0,1,0.0,0,0,0
7320,54128,2011,11,9,0,1,0.0,0,0,0
7321,54172,2011,4,1,0,1,0.0,0,0,0
7322,54174,2011,8,3,0,1,0.0,0,0,0
7323,54206,2011,4,3,2,4,0.5,0,0,0
7324,54206,2011,8,6,1,1,1.0,0,0,0
7325,54206,2011,2,6,0,1,0.0,0,0,0
7326,54206,2011,6,3,0,2,0.0,0,0,0
7327,54206,2011,3,4,1,6,0.1666666666666666,0,0,0
7328,54206,2011,5,2,0,1,0.0,0,0,0
7329,54206,2011,11,9,0,1,0.0,0,0,0
7330,54206,2011,9,7,0,1,0.0,0,0,0
7331,54245,2011,4,7,0,1,0.0,0,0,0
7332,54245,2011,12,6,0,1,0.0,0,0,0
7333,54245,2011,10,3,0,1,0.0,0,0,0
7334,5425,2011,8,6,0,1,0.0,0,0,0
7335,5425,2011,2,3,0,1,0.0,0,0,0
7336,54250,2011,4,3,0,2,0.0,0,0,0
7337,54250,2011,8,6,1,1,1.0,0,0,0
7338,54250,2011,12,7,4,4,1.0,0,0,0
7339,54250,2011,1,8,0,2,0.0,0,0,0
7340,54250,2011,7,6,0,4,0.0,0,0,0
7341,54250,2011,6,6,0,1,0.0,0,0,0
7342,54250,2011,3,8,4,4,1.0,0,0,1
7343,54250,2011,5,4,1,5,0.2,0,0,0
7344,54250,2011,10,12,1,2,0.5,0,0,0
7345,54261,2011,8,5,0,1,0.0,0,0,0
7346,54261,2011,7,12,0,1,0.0,0,0,0
7347,54261,2011,9,7,0,2,0.0,0,0,0
7348,54344,2011,1,4,0,1,0.0,0,0,0
7349,54344,2011,7,5,0,1,0.0,0,0,0
7350,54344,2011,5,4,0,4,0.0,0,0,0
7351,54344,2011,10,8,1,1,1.0,0,0,0
7352,54398,2011,12,1,0,1,0.0,0,0,0
7353,54405,2011,12,82,0,2,0.0,0,0,0
7354,54405,2011,2,59,0,2,0.0,0,0,0
7355,54405,2011,6,93,0,2,0.0,0,0,0
7356,54405,2011,3,72,0,3,0.0,0,0,0
7357,54405,2011,11,134,0,4,0.0,0,0,0
7358,54498,2011,4,195,0,1,0.0,0,0,0
7359,54498,2011,8,256,0,3,0.0,0,0,0
7360,54498,2011,2,170,0,1,0.0,0,0,0
7361,54498,2011,6,226,0,2,0.0,0,0,0
7362,54498,2011,10,288,0,1,0.0,0,0,0
7363,54518,2011,4,94,0,1,0.0,0,0,0
7364,54553,2011,8,0,1,1,1.0,0,0,0
7365,54553,2011,12,0,0,1,0.0,0,0,0
7366,54670,2011,12,3,0,1,0.0,0,0,0
7367,54670,2011,2,3,0,4,0.0,0,0,0
7368,54670,2011,6,4,0,1,0.0,0,0,0
7369,54670,2011,3,1,3,4,0.75,0,0,0
7370,54670,2011,10,2,0,2,0.0,0,0,0
7371,54673,2011,4,0,0,1,0.0,0,0,0
7372,54720,2011,4,14,1,1,1.0,0,0,1
7373,54720,2011,1,17,0,1,0.0,0,0,0
7374,54720,2011,2,25,0,1,0.0,0,0,0
7375,54720,2011,3,13,5,7,0.7142857142857143,0,0,0
7376,54720,2011,5,14,0,2,0.0,0,0,0
7377,54720,2011,9,17,1,1,1.0,0,0,0
7378,5475,2011,12,2,0,1,0.0,0,0,0
7379,5475,2011,11,4,0,1,0.0,0,0,0
7380,5480,2011,4,19,1,1,1.0,0,0,1
7381,5480,2011,2,13,0,1,0.0,0,0,0
7382,5480,2011,7,17,1,2,0.5,0,0,0
7383,5480,2011,3,18,5,5,1.0,0,0,1
7384,5480,2011,5,16,1,1,1.0,0,0,1
7385,54800,2011,4,2,1,3,0.3333333333333333,0,0,0
7386,54800,2011,8,2,0,5,0.0,0,0,0
7387,54800,2011,12,5,4,8,0.5,0,0,0
7388,54800,2011,1,4,0,3,0.0,0,0,0
7389,54800,2011,2,4,0,4,0.0,0,0,0
7390,54800,2011,7,1,1,1,1.0,0,0,0
7391,54800,2011,6,1,0,2,0.0,0,0,0
7392,54800,2011,3,0,0,2,0.0,0,0,0
7393,54800,2011,11,0,1,2,0.5,0,0,0
7394,54800,2011,10,5,2,2,1.0,0,0,0
7395,54800,2011,9,3,2,4,0.5,0,0,0
7396,54810,2011,4,31,1,2,0.5,0,0,0
7397,54810,2011,8,23,2,2,1.0,0,0,0
7398,54810,2011,1,31,3,4,0.75,0,0,0
7399,54810,2011,2,31,3,4,0.75,0,0,0
7400,54810,2011,7,23,3,5,0.6,0,0,0
7401,54810,2011,6,25,1,6,0.1666666666666666,0,0,0
7402,54810,2011,3,35,7,8,0.875,0,0,1
7403,54810,2011,5,21,2,4,0.5,0,0,0
7404,54810,2011,11,22,0,1,0.0,0,0,0
7405,54810,2011,10,29,1,1,1.0,0,0,0
7406,54810,2011,9,25,2,4,0.5,0,0,0
7407,54820,2011,7,5,0,1,0.0,0,0,0
7408,54820,2011,3,2,0,1,0.0,0,0,0
7409,54820,2011,9,3,0,1,0.0,0,0,0
7410,54874,2011,4,7,0,1,0.0,0,0,0
7411,54874,2011,8,7,0,2,0.0,0,0,0
7412,54874,2011,12,3,0,4,0.0,0,0,0
7413,54874,2011,7,7,0,3,0.0,0,0,0
7414,54874,2011,6,1,1,4,0.25,0,0,0
7415,54874,2011,3,8,0,1,0.0,0,0,0
7416,54874,2011,5,9,0,1,0.0,0,0,0
7417,54874,2011,10,3,0,4,0.0,0,0,0
7418,54874,2011,9,9,1,7,0.1428571428571428,0,0,0
7419,5490,2011,8,41,0,1,0.0,0,0,0
7420,5490,2011,2,49,0,1,0.0,0,0,0
7421,5490,2011,11,3,0,2,0.0,0,0,0
7422,5490,2011,10,56,0,1,0.0,0,0,0
7423,5495,2011,4,26,0,1,0.0,0,0,0
7424,5495,2011,1,13,1,3,0.3333333333333333,0,0,0
7425,5495,2011,2,31,0,1,0.0,0,0,0
7426,5495,2011,11,23,0,1,0.0,0,0,0
7427,5541,2011,12,6,0,1,0.0,0,0,0
7428,5543,2011,4,10,1,1,1.0,0,0,1
7429,5543,2011,6,4,1,2,0.5,0,0,0
7430,5579,2011,12,88,0,1,0.0,0,0,0
7431,5579,2011,2,83,0,1,0.0,0,0,0
7432,5579,2011,7,85,0,2,0.0,0,0,0
7433,5579,2011,6,75,0,1,0.0,0,0,0
7434,5579,2011,3,114,0,1,0.0,0,0,0
7435,5579,2011,11,75,0,1,0.0,0,0,0
7436,5579,2011,10,59,0,1,0.0,0,0,0
7437,5591,2011,2,6,0,1,0.0,0,0,0
7438,5604,2011,12,20,0,1,0.0,0,0,0
7439,5604,2011,7,31,0,1,0.0,0,0,0
7440,5604,2011,6,23,0,1,0.0,0,0,0
7441,5604,2011,5,34,0,1,0.0,0,0,0
7442,5615,2011,4,314,0,1,0.0,0,0,0
7443,5615,2011,10,348,0,2,0.0,0,0,0
7444,5615,2011,9,326,0,1,0.0,0,0,0
7445,5628,2011,7,4,1,1,1.0,0,0,0
7446,5628,2011,3,8,0,1,0.0,0,0,0
7447,5631,2011,12,1,0,1,0.0,0,0,0
7448,5631,2011,2,3,0,1,0.0,0,0,0
7449,5631,2011,11,2,0,2,0.0,0,0,0
7450,5631,2011,9,3,0,1,0.0,0,0,0
7451,5647,2011,4,5,1,1,1.0,0,0,1
7452,5647,2011,8,4,1,1,1.0,0,0,0
7453,5647,2011,7,9,2,2,1.0,0,0,0
7454,5647,2011,6,5,1,1,1.0,0,0,1
7455,5649,2011,8,8,1,1,1.0,0,0,0
7456,5658,2011,4,1,0,1,0.0,0,0,0
7457,5659,2011,3,20,0,1,0.0,0,0,0
7458,5660,2011,2,5,0,1,0.0,0,0,0
7459,5660,2011,6,7,0,3,0.0,0,0,0
7460,5660,2011,5,8,1,1,1.0,0,0,1
7461,5660,2011,10,8,0,1,0.0,0,0,0
7462,5665,2011,4,30,0,1,0.0,0,0,0
7463,5665,2011,1,0,0,1,0.0,0,0,0
7464,5667,2011,2,2,0,1,0.0,0,0,0
7465,5667,2011,5,7,0,1,0.0,0,0,0
7466,5670,2011,6,8,0,1,0.0,0,0,0
7467,5679,2011,5,8,0,1,0.0,0,0,0
7468,5686,2011,6,24,1,1,1.0,0,0,1
7469,5686,2011,11,28,0,1,0.0,0,0,0
7470,5686,2011,9,32,0,1,0.0,0,0,0
7471,5690,2011,7,2,0,1,0.0,0,0,0
7472,5736,2011,12,24,0,1,0.0,0,0,0
7473,5736,2011,1,0,1,1,1.0,0,0,1
7474,5736,2011,10,29,0,1,0.0,0,0,0
7475,5756,2011,7,10,0,1,0.0,0,0,0
7476,5756,2011,11,20,0,1,0.0,0,0,0
7477,5761,2011,4,3,0,1,0.0,0,0,0
7478,5761,2011,9,2,0,1,0.0,0,0,0
7479,5790,2011,4,10,2,3,0.6666666666666666,0,0,0
7480,5790,2011,8,30,1,3,0.3333333333333333,0,0,0
7481,5790,2011,12,25,0,1,0.0,0,0,0
7482,5790,2011,2,12,2,4,0.5,0,0,0
7483,5790,2011,7,26,0,1,0.0,0,0,0
7484,5790,2011,6,18,1,7,0.1428571428571428,0,0,0
7485,5790,2011,3,16,2,10,0.2,0,0,0
7486,5790,2011,5,14,2,4,0.5,0,0,0
7487,5790,2011,11,30,0,7,0.0,0,0,0
7488,5790,2011,10,34,0,3,0.0,0,0,0
7489,5790,2011,9,36,1,2,0.5,0,0,0
7490,5809,2011,10,3,0,1,0.0,0,0,0
7491,5819,2011,4,8,1,3,0.3333333333333333,0,0,0
7492,5819,2011,8,1,1,1,1.0,0,0,0
7493,5819,2011,7,4,0,1,0.0,0,0,0
7494,5837,2011,8,211,1,1,1.0,0,0,0
7495,5837,2011,12,199,1,3,0.3333333333333333,0,0,0
7496,5837,2011,1,174,0,2,0.0,0,0,0
7497,5837,2011,7,194,0,2,0.0,0,0,0
7498,5837,2011,3,177,0,1,0.0,0,0,0
7499,5837,2011,5,217,0,3,0.0,0,0,0
7500,5837,2011,11,202,0,3,0.0,0,0,0
7501,5837,2011,9,198,0,1,0.0,0,0,0
7502,5842,2011,5,3,0,1,0.0,0,0,0
7503,5847,2011,8,15,0,1,0.0,0,0,0
7504,5847,2011,2,12,0,1,0.0,0,0,0
7505,5847,2011,6,18,0,1,0.0,0,0,0
7506,5847,2011,11,27,4,6,0.6666666666666666,0,0,0
7507,5847,2011,10,24,1,1,1.0,0,0,0
7508,5854,2011,8,6,0,2,0.0,0,0,0
7509,5854,2011,12,10,2,2,1.0,0,0,0
7510,5854,2011,2,11,0,2,0.0,0,0,0
7511,5854,2011,7,15,1,1,1.0,0,0,0
7512,5854,2011,6,3,0,1,0.0,0,0,0
7513,5854,2011,3,12,0,1,0.0,0,0,0
7514,5854,2011,5,5,0,1,0.0,0,0,0
7515,5854,2011,11,14,2,3,0.6666666666666666,0,0,0
7516,5854,2011,10,17,0,2,0.0,0,0,0
7517,5854,2011,9,7,1,4,0.25,0,0,0
7518,5858,2011,2,6,0,1,0.0,0,0,0
7519,5858,2011,7,11,0,1,0.0,0,0,0
7520,5858,2011,3,9,0,1,0.0,0,0,0
7521,5858,2011,11,11,0,2,0.0,0,0,0
7522,5873,2011,11,10,2,4,0.5,0,0,0
7523,5873,2011,9,6,1,1,1.0,0,0,0
7524,5887,2011,8,105,0,1,0.0,0,0,0
7525,5887,2011,1,90,0,1,0.0,0,0,0
7526,5887,2011,7,87,1,2,0.5,0,0,0
7527,5887,2011,6,82,10,12,0.8333333333333334,0,0,1
7528,5887,2011,3,94,1,2,0.5,0,0,0
7529,5887,2011,11,101,1,2,0.5,0,0,0
7530,5887,2011,10,103,0,3,0.0,0,0,0
7531,5890,2011,10,65,0,1,0.0,0,0,0
7532,5893,2011,12,1,0,1,0.0,0,0,0
7533,5893,2011,5,11,3,5,0.6,0,0,0
7534,5893,2011,11,11,1,2,0.5,0,0,0
7535,5895,2011,4,20,0,2,0.0,0,0,0
7536,5895,2011,7,24,0,1,0.0,0,0,0
7537,5895,2011,6,21,0,4,0.0,0,0,0
7538,5895,2011,5,22,0,2,0.0,0,0,0
7539,63001,2011,2,388,0,1,0.0,0,0,0
7540,63001,2011,7,377,0,2,0.0,0,0,0
7541,63001,2011,6,386,0,1,0.0,0,0,0
7542,63001,2011,5,402,0,1,0.0,0,0,0
7543,63130,2011,6,64,0,1,0.0,0,0,0
7544,63130,2011,3,62,0,1,0.0,0,0,0
7545,63130,2011,5,54,0,1,0.0,0,0,0
7546,63190,2011,1,6,0,1,0.0,0,0,0
7547,63302,2011,8,3,0,1,0.0,0,0,0
7548,63302,2011,7,2,0,1,0.0,0,0,0
7549,63302,2011,9,2,1,1,1.0,0,0,0
7550,63401,2011,4,17,0,1,0.0,0,0,0
7551,63401,2011,2,18,0,1,0.0,0,0,0
7552,63470,2011,2,8,0,1,0.0,0,0,0
7553,63690,2011,6,2,0,1,0.0,0,0,0
7554,66001,2011,8,807,0,1,0.0,0,0,0
7555,66001,2011,1,742,0,1,0.0,0,0,0
7556,66001,2011,5,782,0,3,0.0,0,0,0
7557,66001,2011,9,777,0,1,0.0,0,0,0
7558,66088,2011,5,12,0,1,0.0,0,0,0
7559,66170,2011,6,63,0,1,0.0,0,0,0
7560,66400,2011,3,19,0,1,0.0,0,0,0
7561,66456,2011,9,21,0,1,0.0,0,0,0
7562,66572,2011,2,30,1,1,1.0,0,0,1
7563,66572,2011,11,49,0,3,0.0,0,0,0
7564,66594,2011,4,16,0,1,0.0,0,0,0
7565,68001,2011,12,1162,0,1,0.0,0,0,0
7566,68001,2011,11,1137,0,1,0.0,0,0,0
7567,68001,2011,10,1159,0,1,0.0,0,0,0
7568,68081,2011,4,514,0,2,0.0,0,0,0
7569,68081,2011,8,522,1,6,0.1666666666666666,0,0,0
7570,68081,2011,12,452,0,2,0.0,0,0,0
7571,68081,2011,7,462,0,4,0.0,0,0,0
7572,68081,2011,6,497,0,1,0.0,0,0,0
7573,68081,2011,3,513,0,2,0.0,0,0,0
7574,68081,2011,5,506,0,3,0.0,0,0,0
7575,68081,2011,10,435,0,1,0.0,0,0,0
7576,68081,2011,9,541,0,4,0.0,0,0,0
7577,68190,2011,7,20,0,1,0.0,0,0,0
7578,68255,2011,6,6,0,1,0.0,0,0,0
7579,68276,2011,7,472,0,1,0.0,0,0,0
7580,68307,2011,4,35,0,1,0.0,0,0,0
7581,68307,2011,2,17,0,1,0.0,0,0,0
7582,68307,2011,3,22,0,1,0.0,0,0,0
7583,68406,2011,1,11,0,1,0.0,0,0,0
7584,68575,2011,9,16,1,1,1.0,0,0,0
7585,68655,2011,10,19,0,1,0.0,0,0,0
7586,68689,2011,7,20,0,1,0.0,0,0,0
7587,68861,2011,4,61,0,1,0.0,0,0,0
7588,70001,2011,1,710,0,1,0.0,0,0,0
7589,70001,2011,9,953,0,1,0.0,0,0,0
7590,70215,2011,1,164,0,1,0.0,0,0,0
7591,70265,2011,5,13,0,1,0.0,0,0,0
7592,70418,2011,3,4,0,1,0.0,0,0,0
7593,70713,2011,12,30,0,1,0.0,0,0,0
7594,70713,2011,6,35,0,4,0.0,0,0,0
7595,70713,2011,3,29,0,1,0.0,0,0,0
7596,73001,2011,4,820,0,1,0.0,0,0,0
7597,73001,2011,12,829,1,1,1.0,0,0,0
7598,73001,2011,1,845,2,2,1.0,0,0,1
7599,73001,2011,2,753,1,1,1.0,0,0,1
7600,73001,2011,6,853,1,1,1.0,0,0,1
7601,73001,2011,10,830,1,3,0.3333333333333333,0,0,0
7602,73001,2011,9,859,0,1,0.0,0,0,0
7603,73026,2011,8,6,1,1,1.0,0,0,0
7604,73043,2011,11,8,0,1,0.0,0,0,0
7605,73043,2011,10,4,0,1,0.0,0,0,0
7606,73067,2011,8,10,0,1,0.0,0,0,0
7607,73124,2011,9,16,0,1,0.0,0,0,0
7608,73152,2011,4,1,0,1,0.0,0,0,0
7609,73152,2011,5,2,1,1,1.0,0,0,1
7610,73168,2011,4,114,7,8,0.875,0,0,1
7611,73168,2011,12,111,0,1,0.0,0,0,0
7612,73168,2011,1,110,0,1,0.0,0,0,0
7613,73168,2011,2,129,1,3,0.3333333333333333,0,0,0
7614,73168,2011,7,111,1,1,1.0,0,0,0
7615,73168,2011,6,106,3,3,1.0,0,0,1
7616,73168,2011,3,119,4,5,0.8,0,0,1
7617,73168,2011,5,112,0,1,0.0,0,0,0
7618,73168,2011,10,110,1,2,0.5,0,0,0
7619,73168,2011,9,113,2,2,1.0,0,0,0
7620,73217,2011,4,15,0,1,0.0,0,0,0
7621,73217,2011,8,23,0,1,0.0,0,0,0
7622,73217,2011,5,15,0,1,0.0,0,0,0
7623,73236,2011,1,6,2,2,1.0,0,0,1
7624,73236,2011,2,6,1,1,1.0,0,0,1
7625,73236,2011,6,4,0,1,0.0,0,0,0
7626,73236,2011,10,7,1,1,1.0,0,0,0
7627,73268,2011,4,120,1,1,1.0,0,0,1
7628,73275,2011,1,3,0,1,0.0,0,0,0
7629,73275,2011,10,1,1,1,1.0,0,0,0
7630,73283,2011,1,26,0,1,0.0,0,0,0
7631,73283,2011,11,32,0,1,0.0,0,0,0
7632,73347,2011,1,1,0,5,0.0,0,0,0
7633,73349,2011,1,35,0,1,0.0,0,0,0
7634,73349,2011,11,25,0,1,0.0,0,0,0
7635,73352,2011,5,4,0,1,0.0,0,0,0
7636,73408,2011,2,29,0,1,0.0,0,0,0
7637,73411,2011,1,54,0,1,0.0,0,0,0
7638,73411,2011,9,73,0,1,0.0,0,0,0
7639,73449,2011,3,11,0,1,0.0,0,0,0
7640,73483,2011,6,8,1,1,1.0,0,0,1
7641,73504,2011,8,20,1,1,1.0,0,0,0
7642,73520,2011,8,8,0,2,0.0,0,0,0
7643,73520,2011,3,3,0,1,0.0,0,0,0
7644,73555,2011,4,30,3,3,1.0,0,0,1
7645,73555,2011,8,29,3,4,0.75,0,0,0
7646,73555,2011,12,20,1,6,0.1666666666666666,0,0,0
7647,73555,2011,1,23,2,4,0.5,0,0,0
7648,73555,2011,2,26,1,3,0.3333333333333333,0,0,0
7649,73555,2011,7,38,2,4,0.5,0,0,0
7650,73555,2011,6,16,2,4,0.5,0,0,0
7651,73555,2011,3,28,2,3,0.6666666666666666,0,0,0
7652,73555,2011,5,24,1,2,0.5,0,0,0
7653,73555,2011,11,22,0,3,0.0,0,0,0
7654,73555,2011,10,24,1,2,0.5,0,0,0
7655,73555,2011,9,22,7,7,1.0,0,0,0
7656,73616,2011,4,15,0,2,0.0,0,0,0
7657,73616,2011,8,22,6,8,0.75,0,0,0
7658,73616,2011,12,24,2,2,1.0,0,0,0
7659,73616,2011,1,17,0,1,0.0,0,0,0
7660,73616,2011,2,8,2,2,1.0,0,0,1
7661,73616,2011,7,17,1,1,1.0,0,0,0
7662,73616,2011,6,24,2,3,0.6666666666666666,0,0,0
7663,73616,2011,3,15,1,2,0.5,0,0,0
7664,73616,2011,11,25,2,2,1.0,0,0,0
7665,73616,2011,10,22,3,3,1.0,0,0,0
7666,73616,2011,9,32,0,2,0.0,0,0,0
7667,73622,2011,8,1,0,1,0.0,0,0,0
7668,73622,2011,10,8,1,1,1.0,0,0,0
7669,73624,2011,8,24,0,1,0.0,0,0,0
7670,73624,2011,3,15,3,4,0.75,0,0,0
7671,73624,2011,5,13,1,2,0.5,0,0,0
7672,73624,2011,10,8,0,1,0.0,0,0,0
7673,73671,2011,7,3,0,1,0.0,0,0,0
7674,73675,2011,4,7,1,2,0.5,0,0,0
7675,73675,2011,8,8,2,2,1.0,0,0,0
7676,73675,2011,7,9,0,1,0.0,0,0,0
7677,73675,2011,6,11,1,1,1.0,0,0,1
7678,73675,2011,3,6,1,1,1.0,0,0,1
7679,73675,2011,5,8,1,1,1.0,0,0,1
7680,73675,2011,9,7,0,1,0.0,0,0,0
7681,73678,2011,11,3,0,1,0.0,0,0,0
7682,73854,2011,5,1,1,1,1.0,0,0,1
7683,76001,2011,4,3608,1,8,0.125,0,0,0
7684,76001,2011,8,3873,1,9,0.1111111111111111,0,0,0
7685,76001,2011,12,3845,0,6,0.0,0,0,0
7686,76001,2011,1,3346,0,9,0.0,0,0,0
7687,76001,2011,2,3043,0,7,0.0,0,0,0
7688,76001,2011,7,3755,0,5,0.0,0,0,0
7689,76001,2011,6,3616,0,5,0.0,0,0,0
7690,76001,2011,3,3714,0,2,0.0,0,0,0
7691,76001,2011,5,3797,0,10,0.0,0,0,0
7692,76001,2011,11,3496,0,1,0.0,0,0,0
7693,76001,2011,10,3709,1,7,0.1428571428571428,0,0,0
7694,76001,2011,9,4072,0,6,0.0,0,0,0
7695,76100,2011,2,19,0,1,0.0,0,0,0
7696,76100,2011,6,26,0,1,0.0,0,0,0
7697,76109,2011,4,443,1,9,0.1111111111111111,0,0,0
7698,76109,2011,8,562,3,6,0.5,0,0,0
7699,76109,2011,12,428,0,8,0.0,0,0,0
7700,76109,2011,1,382,1,3,0.3333333333333333,0,0,0
7701,76109,2011,2,375,1,3,0.3333333333333333,0,0,0
7702,76109,2011,7,502,1,9,0.1111111111111111,0,0,0
7703,76109,2011,6,432,5,11,0.4545454545454545,0,0,0
7704,76109,2011,3,475,1,10,0.1,0,0,0
7705,76109,2011,5,473,3,7,0.4285714285714285,0,0,0
7706,76109,2011,11,443,0,3,0.0,0,0,0
7707,76109,2011,10,473,0,10,0.0,0,0,0
7708,76109,2011,9,540,2,9,0.2222222222222222,0,0,0
7709,76111,2011,8,187,0,1,0.0,0,0,0
7710,76111,2011,1,180,0,2,0.0,0,0,0
7711,76111,2011,7,208,0,1,0.0,0,0,0
7712,76111,2011,3,194,1,1,1.0,0,0,1
7713,76113,2011,8,3,0,1,0.0,0,0,0
7714,76122,2011,8,12,0,1,0.0,0,0,0
7715,76122,2011,1,4,0,1,0.0,0,0,0
7716,76122,2011,5,7,0,1,0.0,0,0,0
7717,76126,2011,9,7,1,1,1.0,0,0,0
7718,76147,2011,8,157,0,2,0.0,0,0,0
7719,76147,2011,1,152,0,1,0.0,0,0,0
7720,76147,2011,7,177,0,1,0.0,0,0,0
7721,76147,2011,5,177,0,1,0.0,0,0,0
7722,76233,2011,12,10,0,1,0.0,0,0,0
7723,76233,2011,10,10,1,1,1.0,0,0,0
7724,76233,2011,9,10,1,1,1.0,0,0,0
7725,76246,2011,8,3,0,1,0.0,0,0,0
7726,76246,2011,2,2,0,2,0.0,0,0,0
7727,76248,2011,3,16,0,1,0.0,0,0,0
7728,76248,2011,11,7,0,1,0.0,0,0,0
7729,76250,2011,7,7,0,1,0.0,0,0,0
7730,76275,2011,1,41,4,6,0.6666666666666666,0,0,0
7731,76275,2011,2,33,3,4,0.75,0,0,0
7732,76275,2011,3,33,0,2,0.0,0,0,0
7733,76275,2011,5,18,2,2,1.0,0,0,1
7734,76275,2011,10,42,5,5,1.0,0,0,0
7735,76275,2011,9,33,1,1,1.0,0,0,0
7736,76364,2011,4,14,0,1,0.0,0,0,0
7737,76364,2011,8,24,1,1,1.0,0,0,0
7738,76364,2011,7,26,0,1,0.0,0,0,0
7739,76364,2011,6,23,0,1,0.0,0,0,0
7740,76364,2011,11,28,0,1,0.0,0,0,0
7741,76377,2011,9,3,0,1,0.0,0,0,0
7742,76400,2011,2,16,0,3,0.0,0,0,0
7743,76400,2011,7,13,0,1,0.0,0,0,0
7744,76400,2011,3,6,0,3,0.0,0,0,0
7745,76400,2011,5,7,0,1,0.0,0,0,0
7746,76400,2011,11,10,0,1,0.0,0,0,0
7747,76400,2011,10,9,0,1,0.0,0,0,0
7748,76403,2011,4,3,0,3,0.0,0,0,0
7749,76403,2011,8,0,0,1,0.0,0,0,0
7750,76403,2011,1,3,0,1,0.0,0,0,0
7751,76403,2011,7,1,0,2,0.0,0,0,0
7752,76403,2011,6,0,0,1,0.0,0,0,0
7753,76403,2011,3,3,0,1,0.0,0,0,0
7754,76497,2011,7,3,0,1,0.0,0,0,0
7755,76520,2011,1,294,0,2,0.0,0,0,0
7756,76520,2011,7,289,1,1,1.0,0,0,0
7757,76520,2011,5,267,0,1,0.0,0,0,0
7758,76520,2011,10,320,0,1,0.0,0,0,0
7759,76520,2011,9,378,0,1,0.0,0,0,0
7760,76563,2011,4,16,0,2,0.0,0,0,0
7761,76563,2011,8,6,0,2,0.0,0,0,0
7762,76563,2011,12,16,2,3,0.6666666666666666,0,0,0
7763,76563,2011,7,17,1,1,1.0,0,0,0
7764,76563,2011,6,10,5,7,0.7142857142857143,0,0,0
7765,76563,2011,3,17,1,2,0.5,0,0,0
7766,76563,2011,5,13,1,1,1.0,0,0,1
7767,76563,2011,11,15,1,5,0.2,0,0,0
7768,76563,2011,10,9,0,1,0.0,0,0,0
7769,76563,2011,9,11,0,4,0.0,0,0,0
7770,76616,2011,8,0,0,1,0.0,0,0,0
7771,76616,2011,10,1,0,1,0.0,0,0,0
7772,76622,2011,7,41,1,1,1.0,0,0,0
7773,76622,2011,6,58,0,1,0.0,0,0,0
7774,76622,2011,5,36,1,1,1.0,0,0,1
7775,76622,2011,11,50,0,1,0.0,0,0,0
7776,76670,2011,5,0,1,1,1.0,0,0,1
7777,76736,2011,8,38,0,1,0.0,0,0,0
7778,76736,2011,3,31,1,1,1.0,0,0,1
7779,76823,2011,7,2,0,1,0.0,0,0,0
7780,76823,2011,11,11,0,1,0.0,0,0,0
7781,76823,2011,9,6,0,1,0.0,0,0,0
7782,76828,2011,4,3,0,1,0.0,0,0,0
7783,76828,2011,8,1,0,3,0.0,0,0,0
7784,76828,2011,3,2,0,1,0.0,0,0,0
7785,76828,2011,5,2,0,1,0.0,0,0,0
7786,76834,2011,4,247,0,2,0.0,0,0,0
7787,76834,2011,8,300,1,2,0.5,0,0,0
7788,76834,2011,2,263,0,2,0.0,0,0,0
7789,76834,2011,5,290,1,4,0.25,0,0,0
7790,76834,2011,10,268,0,1,0.0,0,0,0
7791,76834,2011,9,294,1,1,1.0,0,0,0
7792,76892,2011,12,22,0,1,0.0,0,0,0
7793,76892,2011,10,20,0,1,0.0,0,0,0
7794,76892,2011,9,22,1,1,1.0,0,0,0
7795,76895,2011,12,57,0,1,0.0,0,0,0
7796,8001,2011,4,2015,0,2,0.0,0,0,0
7797,8001,2011,8,2454,0,1,0.0,0,0,0
7798,8001,2011,12,2796,0,2,0.0,0,0,0
7799,8001,2011,1,2187,0,1,0.0,0,0,0
7800,8001,2011,2,1824,0,2,0.0,0,0,0
7801,8001,2011,7,2266,0,3,0.0,0,0,0
7802,8001,2011,6,2361,0,2,0.0,0,0,0
7803,8001,2011,3,1751,0,2,0.0,0,0,0
7804,8001,2011,5,2177,0,2,0.0,0,0,0
7805,8001,2011,10,2705,0,1,0.0,0,0,0
7806,8001,2011,9,2589,0,1,0.0,0,0,0
7807,81001,2011,4,154,0,1,0.0,0,0,0
7808,81001,2011,8,149,1,1,1.0,0,0,0
7809,81001,2011,1,136,1,1,1.0,0,0,1
7810,81001,2011,2,145,0,1,0.0,0,0,0
7811,81001,2011,6,113,0,2,0.0,0,0,0
7812,81001,2011,3,155,2,7,0.2857142857142857,0,0,0
7813,81001,2011,5,158,1,1,1.0,0,0,1
7814,81001,2011,10,179,0,2,0.0,0,0,0
7815,81001,2011,9,145,1,2,0.5,0,0,0
7816,81065,2011,4,16,4,5,0.8,0,0,1
7817,81065,2011,8,15,3,5,0.6,0,0,0
7818,81065,2011,12,7,0,1,0.0,0,0,0
7819,81065,2011,1,18,4,6,0.6666666666666666,0,0,0
7820,81065,2011,2,23,3,5,0.6,0,0,0
7821,81065,2011,7,17,3,9,0.3333333333333333,0,0,0
7822,81065,2011,3,19,8,10,0.8,0,0,1
