,Municipality,Year,Month,Births,Farc Violence,Total Violence,Ratio,post15,post13,FARC
4521,11001,2010,12,10179,1,5,0.2,0,0,0
4522,11001,2010,1,9972,2,5,0.4,0,0,0
4523,11001,2010,2,9454,0,4,0.0,0,0,0
4524,11001,2010,7,10196,0,2,0.0,0,0,0
4525,11001,2010,5,10091,0,5,0.0,0,0,0
4526,11001,2010,11,9537,0,1,0.0,0,0,0
4527,11001,2010,10,10313,1,3,0.3333333333333333,0,0,0
4528,11001,2010,9,10698,0,4,0.0,0,0,0
4529,13001,2010,4,1607,0,5,0.0,0,0,0
4530,13001,2010,8,1788,0,2,0.0,0,0,0
4531,13001,2010,12,1499,0,2,0.0,0,0,0
4532,13001,2010,1,1862,0,3,0.0,0,0,0
4533,13001,2010,2,1507,0,2,0.0,0,0,0
4534,13001,2010,7,1690,0,1,0.0,0,0,0
4535,13001,2010,3,1759,0,1,0.0,0,0,0
4536,13001,2010,5,1561,0,2,0.0,0,0,0
4537,13001,2010,10,1940,0,1,0.0,0,0,0
4538,13006,2010,11,15,0,1,0.0,0,0,0
4539,13042,2010,7,7,0,1,0.0,0,0,0
4540,13042,2010,9,12,1,1,1.0,0,0,0
4541,13074,2010,7,12,0,1,0.0,0,0,0
4542,13140,2010,3,10,0,1,0.0,0,0,0
4543,13160,2010,12,0,1,1,1.0,0,0,0
4544,13160,2010,2,4,0,1,0.0,0,0,0
4545,13160,2010,7,7,2,3,0.6666666666666666,0,0,0
4546,13160,2010,3,3,0,1,0.0,0,0,0
4547,13160,2010,5,0,0,1,0.0,0,0,0
4548,13160,2010,9,0,0,1,0.0,0,0,0
4549,13222,2010,4,1,0,1,0.0,0,0,0
4550,13244,2010,1,116,0,1,0.0,0,0,0
4551,13430,2010,6,220,0,1,0.0,0,0,0
4552,13442,2010,7,26,0,1,0.0,0,0,0
4553,13442,2010,6,23,0,2,0.0,0,0,0
4554,13442,2010,10,33,0,1,0.0,0,0,0
4555,13458,2010,8,2,0,4,0.0,0,0,0
4556,13458,2010,1,1,1,1,1.0,0,0,1
4557,13458,2010,2,4,1,2,0.5,0,0,0
4558,13458,2010,5,2,0,1,0.0,0,0,0
4559,13473,2010,8,11,0,1,0.0,0,0,0
4560,13473,2010,1,10,1,3,0.3333333333333333,0,0,0
4561,13473,2010,6,7,1,2,0.5,0,0,0
4562,13490,2010,8,0,0,1,0.0,0,0,0
4563,13490,2010,12,1,0,1,0.0,0,0,0
4564,13490,2010,5,0,0,1,0.0,0,0,0
4565,13490,2010,9,1,1,1,1.0,0,0,0
4566,13600,2010,1,13,0,1,0.0,0,0,0
4567,13657,2010,11,18,0,1,0.0,0,0,0
4568,13670,2010,4,30,2,2,1.0,0,0,1
4569,13670,2010,12,30,0,1,0.0,0,0,0
4570,13670,2010,2,21,0,1,0.0,0,0,0
4571,13670,2010,7,23,2,2,1.0,0,0,0
4572,13670,2010,6,28,0,3,0.0,0,0,0
4573,13670,2010,5,28,0,1,0.0,0,0,0
4574,13670,2010,11,19,0,1,0.0,0,0,0
4575,13670,2010,10,27,0,3,0.0,0,0,0
4576,13670,2010,9,26,0,1,0.0,0,0,0
4577,13683,2010,2,5,1,2,0.5,0,0,0
4578,13683,2010,6,1,0,1,0.0,0,0,0
4579,13683,2010,3,6,0,1,0.0,0,0,0
4580,13683,2010,5,6,1,1,1.0,0,0,1
4581,13683,2010,10,5,1,12,0.0833333333333333,0,0,0
4582,13688,2010,4,25,0,2,0.0,0,0,0
4583,13688,2010,8,27,1,1,1.0,0,0,0
4584,13688,2010,2,20,1,1,1.0,0,0,1
4585,13688,2010,6,24,0,1,0.0,0,0,0
4586,13688,2010,3,23,0,1,0.0,0,0,0
4587,13688,2010,11,32,1,1,1.0,0,0,0
4588,13688,2010,9,29,0,1,0.0,0,0,0
4589,13744,2010,4,48,0,1,0.0,0,0,0
4590,13744,2010,2,36,0,1,0.0,0,0,0
4591,13744,2010,3,57,0,1,0.0,0,0,0
4592,13744,2010,11,60,1,1,1.0,0,0,0
4593,13780,2010,1,2,0,1,0.0,0,0,0
4594,13810,2010,5,2,0,1,0.0,0,0,0
4595,13810,2010,10,0,0,1,0.0,0,0,0
4596,15001,2010,2,469,0,1,0.0,0,0,0
4597,15001,2010,11,461,0,1,0.0,0,0,0
4598,15176,2010,5,150,0,1,0.0,0,0,0
4599,15183,2010,6,3,1,1,1.0,0,0,1
4600,15223,2010,12,4,0,1,0.0,0,0,0
4601,15377,2010,12,1,0,1,0.0,0,0,0
4602,15377,2010,10,1,0,2,0.0,0,0,0
4603,15533,2010,7,1,0,1,0.0,0,0,0
4604,15533,2010,6,0,0,1,0.0,0,0,0
4605,15572,2010,4,49,0,1,0.0,0,0,0
4606,15572,2010,1,91,0,1,0.0,0,0,0
4607,15572,2010,11,62,0,1,0.0,0,0,0
4608,15690,2010,9,0,0,1,0.0,0,0,0
4609,15755,2010,7,5,1,1,1.0,0,0,0
4610,15755,2010,9,3,1,1,1.0,0,0,0
4611,15757,2010,3,2,1,1,1.0,0,0,1
4612,15759,2010,7,243,0,1,0.0,0,0,0
4613,15822,2010,9,0,0,1,0.0,0,0,0
4614,15839,2010,1,1,0,1,0.0,0,0,0
4615,17001,2010,4,457,0,1,0.0,0,0,0
4616,17001,2010,6,418,0,1,0.0,0,0,0
4617,17001,2010,3,508,0,2,0.0,0,0,0
4618,17001,2010,5,461,0,1,0.0,0,0,0
4619,17001,2010,11,453,0,1,0.0,0,0,0
4620,17013,2010,10,13,0,1,0.0,0,0,0
4621,17042,2010,9,20,0,1,0.0,0,0,0
4622,17174,2010,7,66,0,1,0.0,0,0,0
4623,17174,2010,6,52,0,1,0.0,0,0,0
4624,17380,2010,11,131,0,1,0.0,0,0,0
4625,17380,2010,10,110,0,1,0.0,0,0,0
4626,17433,2010,1,16,0,1,0.0,0,0,0
4627,17541,2010,3,13,0,1,0.0,0,0,0
4628,17614,2010,12,53,0,1,0.0,0,0,0
4629,17614,2010,2,53,0,1,0.0,0,0,0
4630,17614,2010,5,68,0,1,0.0,0,0,0
4631,17616,2010,6,1,0,1,0.0,0,0,0
4632,17662,2010,4,17,1,1,1.0,0,0,1
4633,17662,2010,9,15,0,1,0.0,0,0,0
4634,17877,2010,1,4,0,1,0.0,0,0,0
4635,18001,2010,4,511,0,1,0.0,0,0,0
4636,18001,2010,8,445,0,2,0.0,0,0,0
4637,18001,2010,12,479,1,4,0.25,0,0,0
4638,18001,2010,1,484,0,1,0.0,0,0,0
4639,18001,2010,2,431,1,1,1.0,0,0,1
4640,18001,2010,7,430,0,4,0.0,0,0,0
4641,18001,2010,6,460,0,3,0.0,0,0,0
4642,18001,2010,3,460,1,3,0.3333333333333333,0,0,0
4643,18001,2010,5,496,0,3,0.0,0,0,0
4644,18001,2010,11,472,0,3,0.0,0,0,0
4645,18001,2010,10,450,1,1,1.0,0,0,0
4646,18001,2010,9,456,0,1,0.0,0,0,0
4647,18029,2010,11,4,1,1,1.0,0,0,0
4648,18029,2010,9,2,0,1,0.0,0,0,0
4649,18094,2010,8,6,0,1,0.0,0,0,0
4650,18094,2010,11,2,1,1,1.0,0,0,0
4651,18150,2010,8,13,5,5,1.0,0,0,0
4652,18150,2010,1,14,3,5,0.6,0,0,0
4653,18150,2010,2,15,0,2,0.0,0,0,0
4654,18150,2010,7,11,2,3,0.6666666666666666,0,0,0
4655,18150,2010,6,13,1,1,1.0,0,0,1
4656,18150,2010,3,14,0,1,0.0,0,0,0
4657,18150,2010,5,15,1,1,1.0,0,0,1
4658,18150,2010,11,17,2,3,0.6666666666666666,0,0,0
4659,18150,2010,10,10,0,14,0.0,0,0,0
4660,18205,2010,8,13,0,1,0.0,0,0,0
4661,18205,2010,12,10,1,3,0.3333333333333333,0,0,0
4662,18205,2010,1,16,1,1,1.0,0,0,1
4663,18205,2010,5,6,1,1,1.0,0,0,1
4664,18205,2010,10,9,0,1,0.0,0,0,0
4665,18247,2010,4,21,0,1,0.0,0,0,0
4666,18247,2010,7,14,0,1,0.0,0,0,0
4667,18247,2010,11,11,1,2,0.5,0,0,0
4668,18247,2010,9,28,4,6,0.6666666666666666,0,0,0
4669,18256,2010,4,12,1,2,0.5,0,0,0
4670,18256,2010,8,12,2,2,1.0,0,0,0
4671,18256,2010,1,14,1,1,1.0,0,0,1
4672,18256,2010,7,4,2,2,1.0,0,0,0
4673,18256,2010,6,10,0,1,0.0,0,0,0
4674,18256,2010,3,13,1,1,1.0,0,0,1
4675,18256,2010,5,14,3,5,0.6,0,0,0
4676,18256,2010,11,5,0,2,0.0,0,0,0
4677,18410,2010,4,4,4,8,0.5,0,0,0
4678,18410,2010,8,2,2,3,0.6666666666666666,0,0,0
4679,18410,2010,12,2,2,2,1.0,0,0,0
4680,18410,2010,1,5,3,3,1.0,0,0,1
4681,18410,2010,2,6,6,9,0.6666666666666666,0,0,0
4682,18410,2010,7,2,9,9,1.0,0,0,0
4683,18410,2010,6,0,5,6,0.8333333333333334,0,0,1
4684,18410,2010,3,3,2,4,0.5,0,0,0
4685,18410,2010,5,2,2,3,0.6666666666666666,0,0,0
4686,18410,2010,11,8,10,10,1.0,0,0,0
4687,18410,2010,10,6,15,19,0.7894736842105263,0,0,0
4688,18410,2010,9,12,7,11,0.6363636363636364,0,0,0
4689,18460,2010,8,5,0,1,0.0,0,0,0
4690,18460,2010,2,6,2,4,0.5,0,0,0
4691,18460,2010,5,14,1,1,1.0,0,0,1
4692,18460,2010,10,7,2,2,1.0,0,0,0
4693,18479,2010,4,0,0,2,0.0,0,0,0
4694,18479,2010,3,0,0,1,0.0,0,0,0
4695,18479,2010,10,0,1,1,1.0,0,0,0
4696,18592,2010,4,31,0,2,0.0,0,0,0
4697,18592,2010,8,20,0,2,0.0,0,0,0
4698,18592,2010,12,18,1,2,0.5,0,0,0
4699,18592,2010,1,15,2,2,1.0,0,0,1
4700,18592,2010,2,18,1,4,0.25,0,0,0
4701,18592,2010,7,18,2,3,0.6666666666666666,0,0,0
4702,18592,2010,6,17,3,6,0.5,0,0,0
4703,18592,2010,3,27,1,4,0.25,0,0,0
4704,18592,2010,5,23,7,9,0.7777777777777778,0,0,1
4705,18592,2010,11,13,1,2,0.5,0,0,0
4706,18592,2010,9,17,1,3,0.3333333333333333,0,0,0
4707,18610,2010,3,4,1,1,1.0,0,0,1
4708,18610,2010,10,14,0,1,0.0,0,0,0
4709,18753,2010,4,34,1,5,0.2,0,0,0
4710,18753,2010,8,33,1,5,0.2,0,0,0
4711,18753,2010,12,37,0,3,0.0,0,0,0
4712,18753,2010,1,25,0,1,0.0,0,0,0
4713,18753,2010,2,26,2,2,1.0,0,0,1
4714,18753,2010,7,22,1,4,0.25,0,0,0
4715,18753,2010,6,37,5,8,0.625,0,0,0
4716,18753,2010,3,26,3,7,0.4285714285714285,0,0,0
4717,18753,2010,5,14,2,4,0.5,0,0,0
4718,18753,2010,11,26,1,4,0.25,0,0,0
4719,18753,2010,10,32,3,5,0.6,0,0,0
4720,18753,2010,9,29,3,7,0.4285714285714285,0,0,0
4721,18756,2010,4,6,1,6,0.1666666666666666,0,0,0
4722,18756,2010,8,2,1,1,1.0,0,0,0
4723,18756,2010,3,3,1,1,1.0,0,0,1
4724,18756,2010,5,5,2,4,0.5,0,0,0
4725,18756,2010,10,5,1,1,1.0,0,0,0
4726,18785,2010,4,0,0,1,0.0,0,0,0
4727,18785,2010,12,3,2,2,1.0,0,0,0
4728,18785,2010,1,9,0,1,0.0,0,0,0
4729,18785,2010,2,12,0,1,0.0,0,0,0
4730,18785,2010,7,5,1,1,1.0,0,0,0
4731,18785,2010,6,2,0,1,0.0,0,0,0
4732,18785,2010,3,12,1,1,1.0,0,0,1
4733,18785,2010,11,8,0,3,0.0,0,0,0
4734,18785,2010,10,4,1,1,1.0,0,0,0
4735,18860,2010,12,3,0,1,0.0,0,0,0
4736,18860,2010,10,3,1,1,1.0,0,0,0
4737,20001,2010,8,1110,1,2,0.5,0,0,0
4738,20001,2010,12,1059,1,3,0.3333333333333333,0,0,0
4739,20001,2010,1,352,0,4,0.0,0,0,0
4740,20001,2010,6,959,0,2,0.0,0,0,0
4741,20001,2010,3,1139,0,5,0.0,0,0,0
4742,20001,2010,5,892,0,2,0.0,0,0,0
4743,20001,2010,9,1173,0,1,0.0,0,0,0
4744,20011,2010,8,268,0,2,0.0,0,0,0
4745,20011,2010,1,269,0,1,0.0,0,0,0
4746,20011,2010,2,194,0,1,0.0,0,0,0
4747,20011,2010,3,226,0,1,0.0,0,0,0
4748,20011,2010,5,225,0,1,0.0,0,0,0
4749,20011,2010,10,274,0,2,0.0,0,0,0
4750,20011,2010,9,296,0,1,0.0,0,0,0
4751,20013,2010,3,41,0,1,0.0,0,0,0
4752,20060,2010,12,20,0,1,0.0,0,0,0
4753,20228,2010,12,27,0,2,0.0,0,0,0
4754,20228,2010,1,0,0,1,0.0,0,0,0
4755,20228,2010,6,15,0,1,0.0,0,0,0
4756,20228,2010,3,28,0,1,0.0,0,0,0
4757,20295,2010,12,1,0,1,0.0,0,0,0
4758,20383,2010,4,5,0,1,0.0,0,0,0
4759,20550,2010,12,0,0,1,0.0,0,0,0
4760,20550,2010,1,19,0,1,0.0,0,0,0
4761,20614,2010,7,4,0,1,0.0,0,0,0
4762,20621,2010,7,4,0,1,0.0,0,0,0
4763,20621,2010,3,3,0,1,0.0,0,0,0
4764,20710,2010,12,15,2,2,1.0,0,0,0
4765,23001,2010,4,1007,1,4,0.25,0,0,0
4766,23001,2010,8,1157,0,2,0.0,0,0,0
4767,23001,2010,2,851,0,2,0.0,0,0,0
4768,23001,2010,7,1005,0,3,0.0,0,0,0
4769,23001,2010,6,921,0,2,0.0,0,0,0
4770,23001,2010,3,1118,0,3,0.0,0,0,0
4771,23001,2010,5,938,0,2,0.0,0,0,0
4772,23001,2010,11,1225,0,2,0.0,0,0,0
4773,23001,2010,9,1079,0,2,0.0,0,0,0
4774,23068,2010,7,20,0,1,0.0,0,0,0
4775,23068,2010,6,13,0,1,0.0,0,0,0
4776,23068,2010,11,46,0,2,0.0,0,0,0
4777,23068,2010,9,44,0,2,0.0,0,0,0
4778,23079,2010,1,19,0,1,0.0,0,0,0
4779,23079,2010,2,8,0,2,0.0,0,0,0
4780,23079,2010,7,9,0,1,0.0,0,0,0
4781,23079,2010,6,10,0,3,0.0,0,0,0
4782,23079,2010,9,12,0,1,0.0,0,0,0
4783,23162,2010,5,49,0,1,0.0,0,0,0
4784,23162,2010,11,62,0,1,0.0,0,0,0
4785,23162,2010,9,86,0,1,0.0,0,0,0
4786,23189,2010,5,20,0,1,0.0,0,0,0
4787,23189,2010,10,22,0,1,0.0,0,0,0
4788,23350,2010,4,5,0,1,0.0,0,0,0
4789,23350,2010,8,7,0,3,0.0,0,0,0
4790,23350,2010,1,9,0,1,0.0,0,0,0
4791,23350,2010,6,10,0,1,0.0,0,0,0
4792,23350,2010,5,9,0,1,0.0,0,0,0
4793,23350,2010,11,7,0,2,0.0,0,0,0
4794,23417,2010,8,236,0,1,0.0,0,0,0
4795,23417,2010,1,247,0,1,0.0,0,0,0
4796,23417,2010,3,257,0,1,0.0,0,0,0
4797,23419,2010,6,8,0,1,0.0,0,0,0
4798,23419,2010,5,4,0,1,0.0,0,0,0
4799,23419,2010,9,4,0,1,0.0,0,0,0
4800,23466,2010,4,113,0,1,0.0,0,0,0
4801,23466,2010,12,78,0,2,0.0,0,0,0
4802,23466,2010,1,67,0,1,0.0,0,0,0
4803,23466,2010,2,69,0,1,0.0,0,0,0
4804,23466,2010,6,80,0,3,0.0,0,0,0
4805,23466,2010,3,105,0,5,0.0,0,0,0
4806,23466,2010,5,88,0,1,0.0,0,0,0
4807,23466,2010,11,19,0,4,0.0,0,0,0
4808,23466,2010,10,15,0,3,0.0,0,0,0
4809,23466,2010,9,19,0,3,0.0,0,0,0
4810,23500,2010,8,9,0,1,0.0,0,0,0
4811,23555,2010,1,53,0,1,0.0,0,0,0
4812,23555,2010,2,51,0,1,0.0,0,0,0
4813,23555,2010,6,58,0,2,0.0,0,0,0
4814,23555,2010,3,60,0,1,0.0,0,0,0
4815,23555,2010,11,0,0,1,0.0,0,0,0
4816,23570,2010,7,17,1,1,1.0,0,0,0
4817,23574,2010,2,9,0,1,0.0,0,0,0
4818,23580,2010,4,31,0,2,0.0,0,0,0
4819,23580,2010,8,20,4,5,0.8,0,0,0
4820,23580,2010,12,10,0,2,0.0,0,0,0
4821,23580,2010,1,21,0,2,0.0,0,0,0
4822,23580,2010,2,25,1,1,1.0,0,0,1
4823,23580,2010,7,17,0,7,0.0,0,0,0
4824,23580,2010,6,13,1,6,0.1666666666666666,0,0,0
4825,23580,2010,3,28,0,5,0.0,0,0,0
4826,23580,2010,11,9,0,9,0.0,0,0,0
4827,23580,2010,10,17,4,11,0.3636363636363636,0,0,0
4828,23580,2010,9,15,2,7,0.2857142857142857,0,0,0
4829,23660,2010,7,221,0,1,0.0,0,0,0
4830,23660,2010,3,275,0,1,0.0,0,0,0
4831,23660,2010,11,240,0,1,0.0,0,0,0
4832,23670,2010,1,19,0,1,0.0,0,0,0
4833,23672,2010,1,10,0,2,0.0,0,0,0
4834,23672,2010,3,12,0,1,0.0,0,0,0
4835,23672,2010,9,23,0,1,0.0,0,0,0
4836,23675,2010,4,23,0,1,0.0,0,0,0
4837,23675,2010,1,11,0,1,0.0,0,0,0
4838,23675,2010,3,17,0,1,0.0,0,0,0
4839,23686,2010,3,18,0,1,0.0,0,0,0
4840,23807,2010,4,72,0,2,0.0,0,0,0
4841,23807,2010,8,65,1,1,1.0,0,0,0
4842,23807,2010,1,66,2,4,0.5,0,0,0
4843,23807,2010,2,49,2,6,0.3333333333333333,0,0,0
4844,23807,2010,7,59,2,4,0.5,0,0,0
4845,23807,2010,6,53,1,3,0.3333333333333333,0,0,0
4846,23807,2010,3,64,0,3,0.0,0,0,0
4847,23807,2010,5,77,0,5,0.0,0,0,0
4848,23807,2010,11,61,2,4,0.5,0,0,0
4849,23807,2010,10,59,2,2,1.0,0,0,0
4850,23807,2010,9,66,0,2,0.0,0,0,0
4851,23815,2010,2,20,0,1,0.0,0,0,0
4852,23855,2010,8,23,0,1,0.0,0,0,0
4853,23855,2010,2,23,0,1,0.0,0,0,0
4854,23855,2010,6,27,0,1,0.0,0,0,0
4855,25290,2010,8,203,0,1,0.0,0,0,0
4856,25290,2010,1,176,1,2,0.5,0,0,0
4857,25290,2010,2,175,0,1,0.0,0,0,0
4858,25290,2010,3,191,1,1,1.0,0,0,1
4859,25307,2010,3,299,0,1,0.0,0,0,0
4860,25307,2010,10,260,0,1,0.0,0,0,0
4861,25307,2010,9,264,0,2,0.0,0,0,0
4862,25324,2010,7,0,0,1,0.0,0,0,0
4863,25438,2010,12,6,0,1,0.0,0,0,0
4864,25438,2010,7,11,0,1,0.0,0,0,0
4865,25473,2010,8,18,0,2,0.0,0,0,0
4866,25740,2010,6,2,0,1,0.0,0,0,0
4867,25743,2010,7,2,0,1,0.0,0,0,0
4868,25754,2010,10,232,0,1,0.0,0,0,0
4869,25867,2010,10,1,0,1,0.0,0,0,0
4870,27001,2010,4,273,0,3,0.0,0,0,0
4871,27001,2010,8,269,1,3,0.3333333333333333,0,0,0
4872,27001,2010,12,236,2,5,0.4,0,0,0
4873,27001,2010,1,293,0,1,0.0,0,0,0
4874,27001,2010,2,266,0,1,0.0,0,0,0
4875,27001,2010,7,304,0,2,0.0,0,0,0
4876,27001,2010,6,284,0,1,0.0,0,0,0
4877,27001,2010,3,335,0,3,0.0,0,0,0
4878,27001,2010,5,313,2,8,0.25,0,0,0
4879,27001,2010,11,214,1,5,0.2,0,0,0
4880,27001,2010,10,284,0,1,0.0,0,0,0
4881,27001,2010,9,292,0,1,0.0,0,0,0
4882,27006,2010,7,5,0,1,0.0,0,0,0
4883,27006,2010,10,7,0,1,0.0,0,0,0
4884,27006,2010,9,9,0,1,0.0,0,0,0
4885,27025,2010,4,0,0,1,0.0,0,0,0
4886,27025,2010,2,2,0,1,0.0,0,0,0
4887,27025,2010,3,1,0,1,0.0,0,0,0
4888,27025,2010,9,4,0,1,0.0,0,0,0
4889,27050,2010,11,3,0,1,0.0,0,0,0
4890,27050,2010,10,4,0,1,0.0,0,0,0
4891,27073,2010,7,3,0,1,0.0,0,0,0
4892,27073,2010,10,0,0,1,0.0,0,0,0
4893,27075,2010,11,10,0,1,0.0,0,0,0
4894,27077,2010,4,9,0,1,0.0,0,0,0
4895,27077,2010,7,2,0,3,0.0,0,0,0
4896,27099,2010,1,0,1,1,1.0,0,0,1
4897,27099,2010,2,0,0,1,0.0,0,0,0
4898,27099,2010,9,1,1,1,1.0,0,0,0
4899,27150,2010,12,4,0,1,0.0,0,0,0
4900,27150,2010,1,0,1,3,0.3333333333333333,0,0,0
4901,27150,2010,5,4,3,3,1.0,0,0,1
4902,27160,2010,8,3,0,1,0.0,0,0,0
4903,27160,2010,6,2,0,1,0.0,0,0,0
4904,27205,2010,11,6,0,1,0.0,0,0,0
4905,27245,2010,4,1,1,1,1.0,0,0,1
4906,27245,2010,7,5,2,2,1.0,0,0,0
4907,27245,2010,3,6,1,1,1.0,0,0,1
4908,27250,2010,1,2,1,1,1.0,0,0,1
4909,27250,2010,7,0,0,3,0.0,0,0,0
4910,27250,2010,5,0,0,1,0.0,0,0,0
4911,27361,2010,2,18,0,1,0.0,0,0,0
4912,27361,2010,6,31,0,1,0.0,0,0,0
4913,27361,2010,3,24,0,1,0.0,0,0,0
4914,27361,2010,5,16,0,1,0.0,0,0,0
4915,27361,2010,11,24,0,2,0.0,0,0,0
4916,27361,2010,10,22,1,1,1.0,0,0,0
4917,27361,2010,9,24,0,1,0.0,0,0,0
4918,27372,2010,4,7,0,1,0.0,0,0,0
4919,27372,2010,10,1,1,1,1.0,0,0,0
4920,27413,2010,12,6,0,1,0.0,0,0,0
4921,27425,2010,12,1,1,1,1.0,0,0,0
4922,27425,2010,1,2,0,1,0.0,0,0,0
4923,27425,2010,2,2,0,1,0.0,0,0,0
4924,27425,2010,6,3,2,2,1.0,0,0,1
4925,27425,2010,5,0,1,2,0.5,0,0,0
4926,27430,2010,8,4,0,3,0.0,0,0,0
4927,27430,2010,1,0,0,1,0.0,0,0,0
4928,27430,2010,2,1,0,1,0.0,0,0,0
4929,27430,2010,5,0,0,1,0.0,0,0,0
4930,27430,2010,9,4,0,2,0.0,0,0,0
4931,27450,2010,4,5,0,1,0.0,0,0,0
4932,27450,2010,1,8,0,2,0.0,0,0,0
4933,27450,2010,6,1,0,1,0.0,0,0,0
4934,27450,2010,5,9,1,1,1.0,0,0,1
4935,27450,2010,10,6,0,1,0.0,0,0,0
4936,27491,2010,4,2,0,1,0.0,0,0,0
4937,27491,2010,7,2,1,2,0.5,0,0,0
4938,27491,2010,6,3,0,1,0.0,0,0,0
4939,27491,2010,3,3,0,1,0.0,0,0,0
4940,27491,2010,5,0,0,4,0.0,0,0,0
4941,27615,2010,4,20,0,1,0.0,0,0,0
4942,27615,2010,12,10,0,1,0.0,0,0,0
4943,27615,2010,1,25,0,2,0.0,0,0,0
4944,27615,2010,7,9,0,1,0.0,0,0,0
4945,27615,2010,6,14,1,1,1.0,0,0,1
4946,27615,2010,11,16,2,3,0.6666666666666666,0,0,0
4947,27615,2010,10,20,0,1,0.0,0,0,0
4948,27615,2010,9,8,0,2,0.0,0,0,0
4949,27660,2010,2,7,0,1,0.0,0,0,0
4950,27660,2010,7,6,0,1,0.0,0,0,0
4951,27660,2010,3,4,0,1,0.0,0,0,0
4952,27745,2010,7,6,1,1,1.0,0,0,0
4953,27745,2010,10,3,1,1,1.0,0,0,0
4954,27787,2010,4,11,0,3,0.0,0,0,0
4955,27787,2010,12,11,0,1,0.0,0,0,0
4956,27787,2010,6,12,0,1,0.0,0,0,0
4957,27787,2010,5,17,0,1,0.0,0,0,0
4958,27787,2010,11,6,0,2,0.0,0,0,0
4959,27800,2010,7,4,0,1,0.0,0,0,0
4960,27800,2010,6,8,0,1,0.0,0,0,0
4961,27800,2010,11,5,0,1,0.0,0,0,0
4962,41001,2010,4,709,0,3,0.0,0,0,0
4963,41001,2010,8,728,2,5,0.4,0,0,0
4964,41001,2010,12,732,1,1,1.0,0,0,0
4965,41001,2010,1,717,1,1,1.0,0,0,1
4966,41001,2010,2,611,1,4,0.25,0,0,0
4967,41001,2010,7,662,2,5,0.4,0,0,0
4968,41001,2010,6,684,2,3,0.6666666666666666,0,0,0
4969,41001,2010,3,761,0,2,0.0,0,0,0
4970,41001,2010,5,704,2,3,0.6666666666666666,0,0,0
4971,41001,2010,11,700,5,9,0.5555555555555556,0,0,0
4972,41001,2010,10,710,1,1,1.0,0,0,0
4973,41001,2010,9,734,0,1,0.0,0,0,0
4974,41006,2010,2,19,0,1,0.0,0,0,0
4975,41016,2010,12,8,1,2,0.5,0,0,0
4976,41016,2010,7,8,1,1,1.0,0,0,0
4977,41016,2010,3,21,2,3,0.6666666666666666,0,0,0
4978,41020,2010,4,18,0,1,0.0,0,0,0
4979,41020,2010,12,12,0,1,0.0,0,0,0
4980,41020,2010,1,13,1,3,0.3333333333333333,0,0,0
4981,41020,2010,2,18,1,1,1.0,0,0,1
4982,41020,2010,7,9,2,2,1.0,0,0,0
4983,41020,2010,6,20,2,2,1.0,0,0,1
4984,41020,2010,3,19,2,2,1.0,0,0,1
4985,41020,2010,11,8,6,6,1.0,0,0,0
4986,41078,2010,4,2,1,1,1.0,0,0,1
4987,41078,2010,8,1,1,1,1.0,0,0,0
4988,41078,2010,1,2,1,1,1.0,0,0,1
4989,41078,2010,2,3,2,2,1.0,0,0,1
4990,41078,2010,5,1,1,1,1.0,0,0,1
4991,41078,2010,9,1,1,1,1.0,0,0,0
4992,41132,2010,4,5,0,1,0.0,0,0,0
4993,41132,2010,8,6,1,1,1.0,0,0,0
4994,41132,2010,1,22,1,2,0.5,0,0,0
4995,41132,2010,6,14,1,1,1.0,0,0,1
4996,41206,2010,11,3,0,1,0.0,0,0,0
4997,41298,2010,8,206,1,1,1.0,0,0,0
4998,41298,2010,2,186,1,1,1.0,0,0,1
4999,41306,2010,6,13,2,3,0.6666666666666666,0,0,0
5000,41349,2010,9,1,1,1,1.0,0,0,0
5001,41357,2010,4,7,1,1,1.0,0,0,1
5002,41357,2010,12,7,1,1,1.0,0,0,0
5003,41357,2010,1,8,0,1,0.0,0,0,0
5004,41357,2010,9,9,1,1,1.0,0,0,0
5005,41359,2010,8,17,0,2,0.0,0,0,0
5006,41359,2010,12,2,1,1,1.0,0,0,0
5007,41359,2010,6,16,2,3,0.6666666666666666,0,0,0
5008,41359,2010,3,8,2,2,1.0,0,0,1
5009,41359,2010,5,11,2,5,0.4,0,0,0
5010,41359,2010,11,6,2,2,1.0,0,0,0
5011,41359,2010,10,9,2,2,1.0,0,0,0
5012,41378,2010,4,26,1,1,1.0,0,0,1
5013,41378,2010,3,15,1,1,1.0,0,0,1
5014,41396,2010,6,124,0,1,0.0,0,0,0
5015,41396,2010,10,145,0,1,0.0,0,0,0
5016,41483,2010,3,6,1,1,1.0,0,0,1
5017,41548,2010,1,11,1,1,1.0,0,0,1
5018,41551,2010,4,311,0,1,0.0,0,0,0
5019,41551,2010,2,277,1,1,1.0,0,0,1
5020,41551,2010,7,335,0,1,0.0,0,0,0
5021,41551,2010,6,302,2,2,1.0,0,0,1
5022,41551,2010,5,328,0,1,0.0,0,0,0
5023,41660,2010,3,10,0,1,0.0,0,0,0
5024,41668,2010,4,20,1,1,1.0,0,0,1
5025,41668,2010,8,12,1,2,0.5,0,0,0
5026,41668,2010,1,13,1,1,1.0,0,0,1
5027,41668,2010,2,9,1,1,1.0,0,0,1
5028,41668,2010,3,6,1,1,1.0,0,0,1
