,Municipality,Year,Month,Births,FARC Involvement,Total Violence,FARC Violence,Ratio
1659,5250,2009,6,49,0,3,0,0.0
1660,5250,2009,6,49,1,2,2,1.0
1661,5250,2009,3,45,0,1,0,0.0
1662,5250,2009,3,45,1,2,2,1.0
1663,5250,2009,5,48,0,7,0,0.0
1664,5250,2009,5,48,1,2,2,1.0
1665,5250,2009,11,67,1,2,2,1.0
1666,5250,2009,10,62,0,1,0,0.0
1667,5250,2009,10,62,1,1,1,1.0
1668,52540,2009,8,5,0,10,0,0.0
1669,52540,2009,8,5,1,2,2,1.0
1670,52540,2009,12,4,0,3,0,0.0
1671,52540,2009,12,4,1,1,1,1.0
1672,52540,2009,2,6,0,3,0,0.0
1673,52540,2009,2,6,1,1,1,1.0
1674,52565,2009,7,4,0,1,0,0.0
1675,52565,2009,7,4,1,1,1,1.0
1676,52573,2009,4,0,1,2,2,1.0
1677,52573,2009,8,5,1,5,5,1.0
1678,52573,2009,7,2,1,2,2,1.0
1679,52573,2009,6,1,0,3,0,0.0
1680,52573,2009,6,1,1,7,7,1.0
1681,52573,2009,10,0,1,1,1,1.0
1682,52585,2009,8,8,1,1,1,1.0
1683,52585,2009,6,5,1,1,1,1.0
1684,52585,2009,10,1,1,1,1,1.0
1685,52612,2009,1,18,0,12,0,0.0
1686,52612,2009,1,18,1,1,1,1.0
1687,52612,2009,11,7,1,2,2,1.0
1688,52612,2009,10,13,1,1,1,1.0
1689,52621,2009,8,4,0,4,0,0.0
1690,52621,2009,8,4,1,1,1,1.0
1691,52621,2009,1,5,1,2,2,1.0
1692,52621,2009,7,1,1,1,1,1.0
1693,52621,2009,6,7,1,1,1,1.0
1694,52621,2009,3,4,1,1,1,1.0
1695,52621,2009,5,10,0,1,0,0.0
1696,52621,2009,5,10,1,2,2,1.0
1697,52678,2009,4,26,0,7,0,0.0
1698,52678,2009,4,26,1,1,1,1.0
1699,52678,2009,8,24,0,6,0,0.0
1700,52678,2009,8,24,1,1,1,1.0
1701,52678,2009,12,28,0,7,0,0.0
1702,52678,2009,12,28,1,3,3,1.0
1703,52678,2009,1,25,0,2,0,0.0
1704,52678,2009,1,25,1,1,1,1.0
1705,52678,2009,2,23,0,4,0,0.0
1706,52678,2009,2,23,1,1,1,1.0
1707,52678,2009,7,34,0,3,0,0.0
1708,52678,2009,7,34,1,3,3,1.0
1709,52678,2009,5,31,0,6,0,0.0
1710,52678,2009,5,31,1,5,5,1.0
1711,52678,2009,11,25,0,1,0,0.0
1712,52678,2009,11,25,1,1,1,1.0
1713,52696,2009,9,0,1,2,2,1.0
1714,52699,2009,8,6,0,1,0,0.0
1715,52699,2009,8,6,1,4,4,1.0
1716,52699,2009,7,4,0,2,0,0.0
1717,52699,2009,7,4,1,2,2,1.0
1718,52699,2009,5,4,0,1,0,0.0
1719,52699,2009,5,4,1,2,2,1.0
1720,52835,2009,4,337,0,9,0,0.0
1721,52835,2009,4,337,1,2,2,1.0
1722,52835,2009,8,325,0,9,0,0.0
1723,52835,2009,8,325,1,1,1,1.0
1724,52835,2009,12,314,0,4,0,0.0
1725,52835,2009,12,314,1,1,1,1.0
1726,52835,2009,1,258,0,13,0,0.0
1727,52835,2009,1,258,1,1,1,1.0
1728,52835,2009,2,266,0,6,0,0.0
1729,52835,2009,2,266,1,2,2,1.0
1730,52835,2009,7,348,0,7,0,0.0
1731,52835,2009,7,348,1,2,2,1.0
1732,52835,2009,5,344,0,17,0,0.0
1733,52835,2009,5,344,1,3,3,1.0
1734,52835,2009,11,194,0,3,0,0.0
1735,52835,2009,11,194,1,1,1,1.0
1736,52835,2009,10,304,0,7,0,0.0
1737,52835,2009,10,304,1,1,1,1.0
1738,52835,2009,9,336,0,12,0,0.0
1739,52835,2009,9,336,1,2,2,1.0
1740,5284,2009,8,13,0,1,0,0.0
1741,5284,2009,8,13,1,1,1,1.0
1742,5284,2009,2,11,0,1,0,0.0
1743,5284,2009,2,11,1,2,2,1.0
1744,5284,2009,3,11,0,1,0,0.0
1745,5284,2009,3,11,1,1,1,1.0
1746,5284,2009,11,17,0,1,0,0.0
1747,5284,2009,11,17,1,2,2,1.0
1748,5313,2009,4,4,1,1,1,1.0
1749,5361,2009,4,21,0,2,0,0.0
1750,5361,2009,4,21,1,6,6,1.0
1751,5361,2009,8,25,1,2,2,1.0
1752,5361,2009,12,20,0,1,0,0.0
1753,5361,2009,12,20,1,1,1,1.0
1754,5361,2009,7,15,1,4,4,1.0
1755,5361,2009,6,20,0,3,0,0.0
1756,5361,2009,6,20,1,4,4,1.0
1757,5361,2009,3,24,0,2,0,0.0
1758,5361,2009,3,24,1,2,2,1.0
1759,5361,2009,5,21,0,1,0,0.0
1760,5361,2009,5,21,1,1,1,1.0
1761,5361,2009,11,20,0,3,0,0.0
1762,5361,2009,11,20,1,2,2,1.0
1763,5361,2009,9,20,0,2,0,0.0
1764,5361,2009,9,20,1,3,3,1.0
1765,54001,2009,2,1127,0,1,0,0.0
1766,54001,2009,2,1127,1,2,2,1.0
1767,54206,2009,4,10,0,2,0,0.0
1768,54206,2009,4,10,1,1,1,1.0
1769,54206,2009,8,6,0,3,0,0.0
1770,54206,2009,8,6,1,2,2,1.0
1771,54206,2009,2,4,0,3,0,0.0
1772,54206,2009,2,4,1,1,1,1.0
1773,54206,2009,7,1,1,1,1,1.0
1774,54206,2009,6,7,0,3,0,0.0
1775,54206,2009,6,7,1,1,1,1.0
1776,54206,2009,10,4,1,1,1,1.0
1777,54206,2009,9,11,0,1,0,0.0
1778,54206,2009,9,11,1,2,2,1.0
1779,54239,2009,6,2,0,1,0,0.0
1780,54239,2009,6,2,1,1,1,1.0
1781,54239,2009,3,0,0,1,0,0.0
1782,54239,2009,3,0,1,1,1,1.0
1783,54239,2009,9,1,1,1,1,1.0
1784,54245,2009,12,0,0,1,0,0.0
1785,54245,2009,12,0,1,1,1,1.0
1786,54250,2009,8,6,0,1,0,0.0
1787,54250,2009,8,6,1,1,1,1.0
1788,54250,2009,12,7,0,7,0,0.0
1789,54250,2009,12,7,1,1,1,1.0
1790,54250,2009,5,1,0,2,0,0.0
1791,54250,2009,5,1,1,1,1,1.0
1792,54250,2009,11,8,0,1,0,0.0
1793,54250,2009,11,8,1,1,1,1.0
1794,54261,2009,7,3,0,1,0,0.0
1795,54261,2009,7,3,1,1,1,1.0
1796,54344,2009,8,3,1,2,2,1.0
1797,54344,2009,2,3,0,4,0,0.0
1798,54344,2009,2,3,1,1,1,1.0
1799,54344,2009,7,3,0,1,0,0.0
1800,54344,2009,7,3,1,1,1,1.0
1801,54344,2009,6,0,0,3,0,0.0
1802,54344,2009,6,0,1,3,3,1.0
1803,54344,2009,3,4,0,4,0,0.0
1804,54344,2009,3,4,1,2,2,1.0
1805,54344,2009,5,2,0,2,0,0.0
1806,54344,2009,5,2,1,2,2,1.0
1807,54344,2009,10,7,1,3,3,1.0
1808,54344,2009,9,6,1,2,2,1.0
1809,54377,2009,10,1,1,2,2,1.0
1810,54377,2009,9,3,0,1,0,0.0
1811,54377,2009,9,3,1,2,2,1.0
1812,54720,2009,2,16,1,1,1,1.0
1813,54720,2009,7,16,1,1,1,1.0
1814,54720,2009,6,17,1,2,2,1.0
1815,54720,2009,5,17,0,1,0,0.0
1816,54720,2009,5,17,1,2,2,1.0
1817,54720,2009,10,12,1,1,1,1.0
1818,5475,2009,11,0,1,1,1,1.0
1819,5480,2009,7,16,0,1,0,0.0
1820,5480,2009,7,16,1,2,2,1.0
1821,5480,2009,9,14,0,2,0,0.0
1822,5480,2009,9,14,1,1,1,1.0
1823,54800,2009,7,2,0,2,0,0.0
1824,54800,2009,7,2,1,1,1,1.0
1825,54800,2009,6,2,0,2,0,0.0
1826,54800,2009,6,2,1,2,2,1.0
1827,54800,2009,5,0,0,1,0,0.0
1828,54800,2009,5,0,1,1,1,1.0
1829,54800,2009,9,7,0,1,0,0.0
1830,54800,2009,9,7,1,1,1,1.0
1831,54810,2009,4,18,0,3,0,0.0
1832,54810,2009,4,18,1,2,2,1.0
1833,54810,2009,1,15,0,1,0,0.0
1834,54810,2009,1,15,1,1,1,1.0
1835,54810,2009,2,12,1,1,1,1.0
1836,54810,2009,7,14,1,2,2,1.0
1837,54810,2009,3,26,0,2,0,0.0
1838,54810,2009,3,26,1,9,9,1.0
1839,54810,2009,5,29,1,3,3,1.0
1840,54810,2009,10,23,1,3,3,1.0
1841,54810,2009,9,17,0,18,0,0.0
1842,54810,2009,9,17,1,1,1,1.0
1843,54820,2009,3,5,0,1,0,0.0
1844,54820,2009,3,5,1,1,1,1.0
1845,5543,2009,8,3,1,3,3,1.0
1846,5543,2009,3,2,1,1,1,1.0
1847,5604,2009,12,15,0,2,0,0.0
1848,5604,2009,12,15,1,1,1,1.0
1849,5604,2009,1,20,0,1,0,0.0
1850,5604,2009,1,20,1,1,1,1.0
1851,5604,2009,6,24,0,1,0,0.0
1852,5604,2009,6,24,1,2,2,1.0
1853,5642,2009,3,14,1,1,1,1.0
1854,5647,2009,1,3,1,1,1,1.0
1855,5647,2009,2,5,1,1,1,1.0
1856,5649,2009,7,6,1,2,2,1.0
1857,5649,2009,10,9,1,1,1,1.0
1858,5652,2009,4,8,0,1,0,0.0
1859,5652,2009,4,8,1,2,2,1.0
1860,5652,2009,3,5,1,3,3,1.0
1861,5652,2009,10,4,1,1,1,1.0
1862,5660,2009,4,10,0,1,0,0.0
1863,5660,2009,4,10,1,3,3,1.0
1864,5660,2009,2,12,0,2,0,0.0
1865,5660,2009,2,12,1,1,1,1.0
1866,5660,2009,6,13,1,1,1,1.0
1867,5660,2009,5,13,1,1,1,1.0
1868,5667,2009,4,7,1,1,1,1.0
1869,5670,2009,12,19,0,1,0,0.0
1870,5670,2009,12,19,1,1,1,1.0
1871,5736,2009,2,21,0,3,0,0.0
1872,5736,2009,2,21,1,1,1,1.0
1873,5736,2009,7,31,1,1,1,1.0
1874,5736,2009,3,24,1,1,1,1.0
1875,5756,2009,6,21,1,5,5,1.0
1876,5790,2009,4,41,0,4,0,0.0
1877,5790,2009,4,41,1,6,6,1.0
1878,5790,2009,8,36,0,8,0,0.0
1879,5790,2009,8,36,1,7,7,1.0
1880,5790,2009,1,32,0,8,0,0.0
1881,5790,2009,1,32,1,1,1,1.0
1882,5790,2009,7,34,0,11,0,0.0
1883,5790,2009,7,34,1,9,9,1.0
1884,5790,2009,6,31,0,6,0,0.0
1885,5790,2009,6,31,1,7,7,1.0
1886,5790,2009,3,42,0,10,0,0.0
1887,5790,2009,3,42,1,1,1,1.0
1888,5790,2009,5,36,0,12,0,0.0
1889,5790,2009,5,36,1,3,3,1.0
1890,5790,2009,11,27,0,7,0,0.0
1891,5790,2009,11,27,1,1,1,1.0
1892,5790,2009,9,42,0,3,0,0.0
1893,5790,2009,9,42,1,2,2,1.0
1894,5819,2009,3,2,1,1,1,1.0
1895,5837,2009,4,165,0,4,0,0.0
1896,5837,2009,4,165,1,2,2,1.0
1897,5847,2009,8,30,1,1,1,1.0
1898,5847,2009,12,31,1,1,1,1.0
1899,5847,2009,1,32,0,1,0,0.0
1900,5847,2009,1,32,1,1,1,1.0
1901,5847,2009,7,25,1,3,3,1.0
1902,5847,2009,6,26,1,4,4,1.0
1903,5847,2009,5,32,1,1,1,1.0
1904,5847,2009,9,33,1,3,3,1.0
1905,5854,2009,8,22,1,5,5,1.0
1906,5854,2009,12,14,0,3,0,0.0
1907,5854,2009,12,14,1,1,1,1.0
1908,5854,2009,7,12,0,2,0,0.0
1909,5854,2009,7,12,1,3,3,1.0
1910,5854,2009,6,17,1,4,4,1.0
1911,5854,2009,3,21,0,14,0,0.0
1912,5854,2009,3,21,1,2,2,1.0
1913,5854,2009,5,12,0,2,0,0.0
1914,5854,2009,5,12,1,1,1,1.0
1915,5854,2009,10,11,0,2,0,0.0
1916,5854,2009,10,11,1,1,1,1.0
1917,5854,2009,9,15,0,1,0,0.0
1918,5854,2009,9,15,1,2,2,1.0
1919,5873,2009,4,2,1,1,1,1.0
1920,5873,2009,3,3,1,2,2,1.0
1921,5887,2009,1,85,0,2,0,0.0
1922,5887,2009,1,85,1,1,1,1.0
1923,5887,2009,10,111,1,1,1,1.0
1924,63001,2009,8,344,1,1,1,1.0
1925,63302,2009,2,3,0,1,0,0.0
1926,63302,2009,2,3,1,1,1,1.0
1927,63548,2009,6,1,1,5,5,1.0
1928,63548,2009,11,6,1,1,1,1.0
1929,66001,2009,6,763,0,1,0,0.0
1930,66001,2009,6,763,1,1,1,1.0
1931,66088,2009,6,8,0,1,0,0.0
1932,66088,2009,6,8,1,1,1,1.0
1933,66383,2009,8,12,1,1,1,1.0
1934,66456,2009,8,9,0,1,0,0.0
1935,66456,2009,8,9,1,1,1,1.0
1936,68001,2009,6,902,0,1,0,0.0
1937,68001,2009,6,902,1,1,1,1.0
1938,68081,2009,6,468,0,4,0,0.0
1939,68081,2009,6,468,1,1,1,1.0
1940,68101,2009,5,0,1,1,1,1.0
1941,68655,2009,7,21,0,2,0,0.0
1942,68655,2009,7,21,1,1,1,1.0
1943,68655,2009,6,16,1,1,1,1.0
1944,73001,2009,12,826,0,2,0,0.0
1945,73001,2009,12,826,1,4,4,1.0
1946,73001,2009,5,875,1,1,1,1.0
1947,73001,2009,11,792,0,3,0,0.0
1948,73001,2009,11,792,1,1,1,1.0
1949,73001,2009,10,830,0,2,0,0.0
1950,73001,2009,10,830,1,1,1,1.0
1951,73026,2009,10,0,1,2,2,1.0
1952,73043,2009,2,9,1,1,1,1.0
1953,73043,2009,6,6,1,1,1,1.0
1954,73067,2009,3,10,1,1,1,1.0
1955,73124,2009,12,12,1,1,1,1.0
1956,73124,2009,7,13,1,1,1,1.0
1957,73168,2009,12,125,0,2,0,0.0
1958,73168,2009,12,125,1,4,4,1.0
1959,73168,2009,1,103,0,1,0,0.0
1960,73168,2009,1,103,1,3,3,1.0
1961,73168,2009,2,102,1,2,2,1.0
1962,73168,2009,7,122,1,1,1,1.0
1963,73168,2009,6,128,0,1,0,0.0
1964,73168,2009,6,128,1,1,1,1.0
1965,73168,2009,3,105,0,2,0,0.0
1966,73168,2009,3,105,1,1,1,1.0
1967,73168,2009,5,112,1,1,1,1.0
1968,73168,2009,11,132,0,1,0,0.0
1969,73168,2009,11,132,1,2,2,1.0
1970,73168,2009,10,135,0,1,0,0.0
1971,73168,2009,10,135,1,1,1,1.0
1972,73200,2009,7,3,1,1,1,1.0
1973,73217,2009,4,22,1,1,1,1.0
1974,73217,2009,7,21,0,1,0,0.0
1975,73217,2009,7,21,1,1,1,1.0
1976,73217,2009,3,15,1,1,1,1.0
1977,73226,2009,4,9,1,1,1,1.0
1978,73226,2009,5,4,1,1,1,1.0
1979,73226,2009,11,4,1,2,2,1.0
1980,73236,2009,11,5,1,3,3,1.0
1981,73449,2009,2,11,1,1,1,1.0
1982,73461,2009,7,5,1,1,1,1.0
1983,73504,2009,12,21,1,2,2,1.0
1984,73504,2009,2,28,1,1,1,1.0
1985,73504,2009,6,37,1,1,1,1.0
1986,73555,2009,4,28,1,1,1,1.0
1987,73555,2009,12,17,0,1,0,0.0
1988,73555,2009,12,17,1,1,1,1.0
1989,73555,2009,1,24,0,1,0,0.0
1990,73555,2009,1,24,1,3,3,1.0
1991,73555,2009,2,18,0,2,0,0.0
1992,73555,2009,2,18,1,2,2,1.0
1993,73555,2009,7,28,0,1,0,0.0
1994,73555,2009,7,28,1,2,2,1.0
1995,73555,2009,6,24,1,4,4,1.0
1996,73555,2009,3,20,0,1,0,0.0
1997,73555,2009,3,20,1,2,2,1.0
1998,73555,2009,5,26,1,1,1,1.0
1999,73555,2009,11,15,0,2,0,0.0
2000,73555,2009,11,15,1,7,7,1.0
2001,73555,2009,10,20,1,3,3,1.0
2002,73555,2009,9,24,0,2,0,0.0
2003,73555,2009,9,24,1,3,3,1.0
2004,73563,2009,12,7,1,2,2,1.0
2005,73616,2009,4,15,0,1,0,0.0
2006,73616,2009,4,15,1,3,3,1.0
2007,73616,2009,8,20,1,1,1,1.0
2008,73616,2009,6,17,1,1,1,1.0
2009,73616,2009,3,22,1,1,1,1.0
2010,73616,2009,5,24,1,2,2,1.0
2011,73616,2009,11,21,1,3,3,1.0
2012,73616,2009,9,24,0,1,0,0.0
2013,73616,2009,9,24,1,2,2,1.0
2014,73622,2009,4,0,0,1,0,0.0
2015,73622,2009,4,0,1,1,1,1.0
2016,73622,2009,1,4,1,3,3,1.0
2017,73622,2009,2,4,0,1,0,0.0
2018,73622,2009,2,4,1,4,4,1.0
2019,73622,2009,6,3,1,3,3,1.0
2020,73622,2009,3,3,1,1,1,1.0
2021,73622,2009,5,2,1,1,1,1.0
2022,73622,2009,10,5,1,1,1,1.0
2023,73624,2009,3,19,0,1,0,0.0
2024,73624,2009,3,19,1,1,1,1.0
2025,73624,2009,5,21,1,1,1,1.0
2026,73624,2009,10,28,1,1,1,1.0
2027,73675,2009,12,10,0,1,0,0.0
2028,73675,2009,12,10,1,3,3,1.0
2029,73675,2009,2,11,1,1,1,1.0
2030,73675,2009,7,9,1,1,1,1.0
2031,73675,2009,6,10,1,2,2,1.0
2032,73675,2009,3,17,1,1,1,1.0
2033,73675,2009,5,13,1,1,1,1.0
2034,73675,2009,11,5,1,2,2,1.0
2035,73675,2009,9,7,1,2,2,1.0
2036,73678,2009,7,4,0,1,0,0.0
2037,73678,2009,7,4,1,1,1,1.0
2038,73686,2009,12,4,1,1,1,1.0
2039,73861,2009,2,11,1,2,2,1.0
2040,73870,2009,8,8,1,1,1,1.0
2041,73870,2009,5,9,1,2,2,1.0
2042,73870,2009,11,7,1,1,1,1.0
2043,73873,2009,5,4,0,1,0,0.0
2044,73873,2009,5,4,1,1,1,1.0
2045,76001,2009,1,3763,0,5,0,0.0
2046,76001,2009,1,3763,1,1,1,1.0
2047,76001,2009,7,3925,0,7,0,0.0
2048,76001,2009,7,3925,1,1,1,1.0
2049,76001,2009,5,3926,0,8,0,0.0
2050,76001,2009,5,3926,1,2,2,1.0
2051,76001,2009,9,4255,0,3,0,0.0
2052,76001,2009,9,4255,1,1,1,1.0
2053,76109,2009,12,493,0,6,0,0.0
2054,76109,2009,12,493,1,2,2,1.0
2055,76109,2009,1,420,0,6,0,0.0
2056,76109,2009,1,420,1,3,3,1.0
2057,76109,2009,6,378,0,5,0,0.0
2058,76109,2009,6,378,1,2,2,1.0
2059,76109,2009,3,480,0,13,0,0.0
2060,76109,2009,3,480,1,3,3,1.0
2061,76109,2009,5,434,0,6,0,0.0
2062,76109,2009,5,434,1,4,4,1.0
2063,76109,2009,11,379,0,5,0,0.0
2064,76109,2009,11,379,1,1,1,1.0
2065,76109,2009,9,414,0,5,0,0.0
2066,76109,2009,9,414,1,3,3,1.0
2067,76122,2009,4,14,1,1,1,1.0
2068,76130,2009,4,44,0,1,0,0.0
2069,76130,2009,4,44,1,1,1,1.0
2070,76233,2009,4,4,1,1,1,1.0
2071,76233,2009,3,11,1,1,1,1.0
2072,76233,2009,5,12,0,1,0,0.0
2073,76233,2009,5,12,1,3,3,1.0
2074,76248,2009,5,6,0,1,0,0.0
2075,76248,2009,5,6,1,1,1,1.0
2076,76275,2009,4,32,0,3,0,0.0
2077,76275,2009,4,32,1,4,4,1.0
2078,76275,2009,8,31,0,1,0,0.0
2079,76275,2009,8,31,1,2,2,1.0
2080,76275,2009,12,29,0,2,0,0.0
2081,76275,2009,12,29,1,1,1,1.0
2082,76275,2009,1,53,0,3,0,0.0
2083,76275,2009,1,53,1,1,1,1.0
2084,76275,2009,2,41,1,1,1,1.0
2085,76275,2009,7,32,0,1,0,0.0
2086,76275,2009,7,32,1,2,2,1.0
2087,76275,2009,3,42,0,1,0,0.0
2088,76275,2009,3,42,1,3,3,1.0
2089,76275,2009,5,34,0,1,0,0.0
2090,76275,2009,5,34,1,3,3,1.0
2091,76364,2009,6,21,1,1,1,1.0
2092,76364,2009,5,20,0,1,0,0.0
2093,76364,2009,5,20,1,2,2,1.0
2094,76520,2009,6,317,0,1,0,0.0
2095,76520,2009,6,317,1,2,2,1.0
2096,76520,2009,5,356,1,1,1,1.0
2097,76563,2009,4,14,1,2,2,1.0
2098,76563,2009,2,12,0,1,0,0.0
2099,76563,2009,2,12,1,4,4,1.0
2100,76563,2009,5,18,0,1,0,0.0
2101,76563,2009,5,18,1,2,2,1.0
2102,76670,2009,3,2,1,1,1,1.0
2103,76834,2009,4,299,0,2,0,0.0
2104,76834,2009,4,299,1,3,3,1.0
2105,76834,2009,7,329,0,1,0,0.0
2106,76834,2009,7,329,1,1,1,1.0
2107,76834,2009,3,285,0,3,0,0.0
2108,76834,2009,3,285,1,4,4,1.0
2109,76834,2009,11,277,0,2,0,0.0
2110,76834,2009,11,277,1,1,1,1.0
2111,76834,2009,9,341,1,1,1,1.0
2112,76895,2009,10,61,0,1,0,0.0
2113,76895,2009,10,61,1,1,1,1.0
2114,8001,2009,9,3146,0,3,0,0.0
2115,8001,2009,9,3146,1,1,1,1.0
2116,81001,2009,8,161,0,1,0,0.0
2117,81001,2009,8,161,1,2,2,1.0
2118,81001,2009,2,146,1,1,1,1.0
2119,81001,2009,7,156,0,1,0,0.0
2120,81001,2009,7,156,1,2,2,1.0
2121,81001,2009,6,161,1,1,1,1.0
2122,81065,2009,4,25,0,4,0,0.0
2123,81065,2009,4,25,1,10,10,1.0
2124,81065,2009,8,25,0,3,0,0.0
2125,81065,2009,8,25,1,5,5,1.0
2126,81065,2009,12,17,0,4,0,0.0
2127,81065,2009,12,17,1,1,1,1.0
2128,81065,2009,1,16,1,6,6,1.0
2129,81065,2009,2,21,0,2,0,0.0
2130,81065,2009,2,21,1,7,7,1.0
2131,81065,2009,7,18,0,2,0,0.0
2132,81065,2009,7,18,1,5,5,1.0
2133,81065,2009,6,13,0,5,0,0.0
2134,81065,2009,6,13,1,2,2,1.0
2135,81065,2009,3,23,0,4,0,0.0
2136,81065,2009,3,23,1,5,5,1.0
2137,81065,2009,5,19,0,6,0,0.0
2138,81065,2009,5,19,1,2,2,1.0
2139,81065,2009,11,17,0,5,0,0.0
2140,81065,2009,11,17,1,4,4,1.0
2141,81065,2009,10,33,0,2,0,0.0
2142,81065,2009,10,33,1,4,4,1.0
2143,81065,2009,9,28,1,2,2,1.0
2144,81300,2009,8,11,1,1,1,1.0
2145,81300,2009,2,13,1,2,2,1.0
2146,81300,2009,10,11,0,2,0,0.0
2147,81300,2009,10,11,1,1,1,1.0
2148,81591,2009,4,5,1,1,1,1.0
2149,81591,2009,6,3,1,3,3,1.0
2150,81591,2009,3,4,1,2,2,1.0
2151,81591,2009,5,3,1,3,3,1.0
2152,81591,2009,9,3,0,1,0,0.0
2153,81591,2009,9,3,1,1,1,1.0
2154,81736,2009,12,153,0,4,0,0.0
2155,81736,2009,12,153,1,1,1,1.0
2156,81736,2009,2,138,0,2,0,0.0
2157,81736,2009,2,138,1,2,2,1.0
2158,81794,2009,4,31,0,9,0,0.0
2159,81794,2009,4,31,1,3,3,1.0
2160,81794,2009,8,39,0,5,0,0.0
2161,81794,2009,8,39,1,6,6,1.0
2162,81794,2009,12,47,0,10,0,0.0
2163,81794,2009,12,47,1,5,5,1.0
2164,81794,2009,1,44,0,9,0,0.0
2165,81794,2009,1,44,1,2,2,1.0
2166,81794,2009,2,45,0,11,0,0.0
2167,81794,2009,2,45,1,8,8,1.0
2168,81794,2009,7,31,0,1,0,0.0
2169,81794,2009,7,31,1,16,16,1.0
2170,81794,2009,6,43,0,4,0,0.0
2171,81794,2009,6,43,1,9,9,1.0
2172,81794,2009,3,49,0,14,0,0.0
2173,81794,2009,3,49,1,12,12,1.0
2174,81794,2009,5,40,0,6,0,0.0
2175,81794,2009,5,40,1,10,10,1.0
2176,81794,2009,11,47,0,7,0,0.0
2177,81794,2009,11,47,1,6,6,1.0
2178,81794,2009,10,51,0,8,0,0.0
2179,81794,2009,10,51,1,9,9,1.0
2180,81794,2009,9,44,0,6,0,0.0
2181,81794,2009,9,44,1,3,3,1.0
2182,85001,2009,8,364,1,1,1,1.0
2183,85125,2009,8,5,1,1,1,1.0
2184,85125,2009,6,11,1,1,1,1.0
2185,85230,2009,2,10,1,1,1,1.0
2186,85250,2009,2,13,1,1,1,1.0
2187,85250,2009,7,19,1,3,3,1.0
2188,85250,2009,11,33,1,2,2,1.0
2189,85279,2009,2,0,1,1,1,1.0
2190,85315,2009,3,0,1,1,1,1.0
2191,85315,2009,11,0,1,1,1,1.0
2192,85315,2009,9,0,0,1,0,0.0
2193,85315,2009,9,0,1,1,1,1.0
2194,85400,2009,8,10,1,1,1,1.0
2195,86001,2009,1,102,0,1,0,0.0
2196,86001,2009,1,102,1,1,1,1.0
2197,86001,2009,2,81,1,1,1,1.0
2198,86001,2009,3,95,0,1,0,0.0
2199,86001,2009,3,95,1,2,2,1.0
2200,86001,2009,9,126,1,1,1,1.0
2201,86320,2009,1,30,1,1,1,1.0
2202,86320,2009,7,27,1,1,1,1.0
2203,86320,2009,3,25,1,2,2,1.0
2204,86320,2009,5,26,0,1,0,0.0
2205,86320,2009,5,26,1,1,1,1.0
2206,86320,2009,11,30,1,2,2,1.0
2207,86568,2009,8,107,0,2,0,0.0
2208,86568,2009,8,107,1,6,6,1.0
2209,86568,2009,12,110,0,1,0,0.0
2210,86568,2009,12,110,1,1,1,1.0
2211,86568,2009,2,126,0,4,0,0.0
2212,86568,2009,2,126,1,1,1,1.0
2213,86568,2009,6,128,0,2,0,0.0
2214,86568,2009,6,128,1,3,3,1.0
2215,86568,2009,3,147,0,4,0,0.0
2216,86568,2009,3,147,1,2,2,1.0
2217,86568,2009,5,118,0,3,0,0.0
2218,86568,2009,5,118,1,7,7,1.0
2219,86568,2009,11,125,0,4,0,0.0
2220,86568,2009,11,125,1,4,4,1.0
2221,86568,2009,10,120,0,2,0,0.0
2222,86568,2009,10,120,1,2,2,1.0
2223,86568,2009,9,123,0,4,0,0.0
2224,86568,2009,9,123,1,1,1,1.0
2225,86569,2009,8,5,1,1,1,1.0
2226,86569,2009,1,9,1,3,3,1.0
2227,86569,2009,6,7,0,1,0,0.0
2228,86569,2009,6,7,1,5,5,1.0
2229,86569,2009,3,4,0,1,0,0.0
2230,86569,2009,3,4,1,7,7,1.0
2231,86569,2009,5,6,0,3,0,0.0
2232,86569,2009,5,6,1,4,4,1.0
2233,86569,2009,10,4,0,1,0,0.0
2234,86569,2009,10,4,1,3,3,1.0
2235,86569,2009,9,5,0,2,0,0.0
2236,86569,2009,9,5,1,1,1,1.0
2237,86571,2009,8,5,0,1,0,0.0
2238,86571,2009,8,5,1,3,3,1.0
2239,86571,2009,2,5,0,1,0,0.0
2240,86571,2009,2,5,1,5,5,1.0
2241,86571,2009,7,10,1,1,1,1.0
2242,86571,2009,3,7,0,4,0,0.0
2243,86571,2009,3,7,1,5,5,1.0
2244,86571,2009,11,7,1,2,2,1.0
2245,86571,2009,10,9,1,1,1,1.0
2246,86571,2009,9,1,0,1,0,0.0
2247,86571,2009,9,1,1,4,4,1.0
2248,86573,2009,8,32,1,2,2,1.0
2249,86573,2009,12,22,1,1,1,1.0
2250,86573,2009,1,25,0,1,0,0.0
2251,86573,2009,1,25,1,1,1,1.0
2252,86573,2009,2,37,1,1,1,1.0
2253,86573,2009,7,29,0,1,0,0.0
2254,86573,2009,7,29,1,1,1,1.0
2255,86573,2009,3,33,0,1,0,0.0
2256,86573,2009,3,33,1,4,4,1.0
2257,86757,2009,4,1,0,1,0,0.0
2258,86757,2009,4,1,1,3,3,1.0
2259,86757,2009,8,1,0,2,0,0.0
2260,86757,2009,8,1,1,2,2,1.0
2261,86757,2009,12,6,1,1,1,1.0
2262,86757,2009,2,3,1,1,1,1.0
2263,86757,2009,3,6,1,3,3,1.0
2264,86757,2009,5,4,0,1,0,0.0
