,Municipality,Year,Month,Births,FARC Involvement,Total Violence,FARC Violence,Ratio
4046,54810,2011,5,21,1,2,2,1.0
4047,54810,2011,10,29,1,1,1,1.0
4048,54810,2011,9,25,0,2,0,0.0
4049,54810,2011,9,25,1,2,2,1.0
4050,54874,2011,6,1,0,3,0,0.0
4051,54874,2011,6,1,1,1,1,1.0
4052,54874,2011,9,9,0,6,0,0.0
4053,54874,2011,9,9,1,1,1,1.0
4054,5495,2011,1,13,0,2,0,0.0
4055,5495,2011,1,13,1,1,1,1.0
4056,5543,2011,4,10,1,1,1,1.0
4057,5543,2011,6,4,0,1,0,0.0
4058,5543,2011,6,4,1,1,1,1.0
4059,5628,2011,7,4,1,1,1,1.0
4060,5647,2011,4,5,1,1,1,1.0
4061,5647,2011,8,4,1,1,1,1.0
4062,5647,2011,7,9,1,2,2,1.0
4063,5647,2011,6,5,1,1,1,1.0
4064,5649,2011,8,8,1,1,1,1.0
4065,5660,2011,5,8,1,1,1,1.0
4066,5686,2011,6,24,1,1,1,1.0
4067,5736,2011,1,0,1,1,1,1.0
4068,5790,2011,4,10,0,1,0,0.0
4069,5790,2011,4,10,1,2,2,1.0
4070,5790,2011,8,30,0,2,0,0.0
4071,5790,2011,8,30,1,1,1,1.0
4072,5790,2011,2,12,0,2,0,0.0
4073,5790,2011,2,12,1,2,2,1.0
4074,5790,2011,6,18,0,6,0,0.0
4075,5790,2011,6,18,1,1,1,1.0
4076,5790,2011,3,16,0,8,0,0.0
4077,5790,2011,3,16,1,2,2,1.0
4078,5790,2011,5,14,0,2,0,0.0
4079,5790,2011,5,14,1,2,2,1.0
4080,5790,2011,9,36,0,1,0,0.0
4081,5790,2011,9,36,1,1,1,1.0
4082,5819,2011,4,8,0,2,0,0.0
4083,5819,2011,4,8,1,1,1,1.0
4084,5819,2011,8,1,1,1,1,1.0
4085,5837,2011,8,211,1,1,1,1.0
4086,5837,2011,12,199,0,2,0,0.0
4087,5837,2011,12,199,1,1,1,1.0
4088,5847,2011,11,27,0,2,0,0.0
4089,5847,2011,11,27,1,4,4,1.0
4090,5847,2011,10,24,1,1,1,1.0
4091,5854,2011,12,10,1,2,2,1.0
4092,5854,2011,7,15,1,1,1,1.0
4093,5854,2011,11,14,0,1,0,0.0
4094,5854,2011,11,14,1,2,2,1.0
4095,5854,2011,9,7,0,3,0,0.0
4096,5854,2011,9,7,1,1,1,1.0
4097,5873,2011,11,10,0,2,0,0.0
4098,5873,2011,11,10,1,2,2,1.0
4099,5873,2011,9,6,1,1,1,1.0
4100,5887,2011,7,87,0,1,0,0.0
4101,5887,2011,7,87,1,1,1,1.0
4102,5887,2011,6,82,0,2,0,0.0
4103,5887,2011,6,82,1,10,10,1.0
4104,5887,2011,3,94,0,1,0,0.0
4105,5887,2011,3,94,1,1,1,1.0
4106,5887,2011,11,101,0,1,0,0.0
4107,5887,2011,11,101,1,1,1,1.0
4108,5893,2011,5,11,0,2,0,0.0
4109,5893,2011,5,11,1,3,3,1.0
4110,5893,2011,11,11,0,1,0,0.0
4111,5893,2011,11,11,1,1,1,1.0
4112,63302,2011,9,2,1,1,1,1.0
4113,66572,2011,2,30,1,1,1,1.0
4114,68081,2011,8,522,0,5,0,0.0
4115,68081,2011,8,522,1,1,1,1.0
4116,68575,2011,9,16,1,1,1,1.0
4117,73001,2011,12,829,1,1,1,1.0
4118,73001,2011,1,845,1,2,2,1.0
4119,73001,2011,2,753,1,1,1,1.0
4120,73001,2011,6,853,1,1,1,1.0
4121,73001,2011,10,830,0,2,0,0.0
4122,73001,2011,10,830,1,1,1,1.0
4123,73026,2011,8,6,1,1,1,1.0
4124,73152,2011,5,2,1,1,1,1.0
4125,73168,2011,4,114,0,1,0,0.0
4126,73168,2011,4,114,1,7,7,1.0
4127,73168,2011,2,129,0,2,0,0.0
4128,73168,2011,2,129,1,1,1,1.0
4129,73168,2011,7,111,1,1,1,1.0
4130,73168,2011,6,106,1,3,3,1.0
4131,73168,2011,3,119,0,1,0,0.0
4132,73168,2011,3,119,1,4,4,1.0
4133,73168,2011,10,110,0,1,0,0.0
4134,73168,2011,10,110,1,1,1,1.0
4135,73168,2011,9,113,1,2,2,1.0
4136,73236,2011,1,6,1,2,2,1.0
4137,73236,2011,2,6,1,1,1,1.0
4138,73236,2011,10,7,1,1,1,1.0
4139,73268,2011,4,120,1,1,1,1.0
4140,73275,2011,10,1,1,1,1,1.0
4141,73483,2011,6,8,1,1,1,1.0
4142,73504,2011,8,20,1,1,1,1.0
4143,73555,2011,4,30,1,3,3,1.0
4144,73555,2011,8,29,0,1,0,0.0
4145,73555,2011,8,29,1,3,3,1.0
4146,73555,2011,12,20,0,5,0,0.0
4147,73555,2011,12,20,1,1,1,1.0
4148,73555,2011,1,23,0,2,0,0.0
4149,73555,2011,1,23,1,2,2,1.0
4150,73555,2011,2,26,0,2,0,0.0
4151,73555,2011,2,26,1,1,1,1.0
4152,73555,2011,7,38,0,2,0,0.0
4153,73555,2011,7,38,1,2,2,1.0
4154,73555,2011,6,16,0,2,0,0.0
4155,73555,2011,6,16,1,2,2,1.0
4156,73555,2011,3,28,0,1,0,0.0
4157,73555,2011,3,28,1,2,2,1.0
4158,73555,2011,5,24,0,1,0,0.0
4159,73555,2011,5,24,1,1,1,1.0
4160,73555,2011,10,24,0,1,0,0.0
4161,73555,2011,10,24,1,1,1,1.0
4162,73555,2011,9,22,1,7,7,1.0
4163,73616,2011,8,22,0,2,0,0.0
4164,73616,2011,8,22,1,6,6,1.0
4165,73616,2011,12,24,1,2,2,1.0
4166,73616,2011,2,8,1,2,2,1.0
4167,73616,2011,7,17,1,1,1,1.0
4168,73616,2011,6,24,0,1,0,0.0
4169,73616,2011,6,24,1,2,2,1.0
4170,73616,2011,3,15,0,1,0,0.0
4171,73616,2011,3,15,1,1,1,1.0
4172,73616,2011,11,25,1,2,2,1.0
4173,73616,2011,10,22,1,3,3,1.0
4174,73622,2011,10,8,1,1,1,1.0
4175,73624,2011,3,15,0,1,0,0.0
4176,73624,2011,3,15,1,3,3,1.0
4177,73624,2011,5,13,0,1,0,0.0
4178,73624,2011,5,13,1,1,1,1.0
4179,73675,2011,4,7,0,1,0,0.0
4180,73675,2011,4,7,1,1,1,1.0
4181,73675,2011,8,8,1,2,2,1.0
4182,73675,2011,6,11,1,1,1,1.0
4183,73675,2011,3,6,1,1,1,1.0
4184,73675,2011,5,8,1,1,1,1.0
4185,73854,2011,5,1,1,1,1,1.0
4186,76001,2011,4,3608,0,7,0,0.0
4187,76001,2011,4,3608,1,1,1,1.0
4188,76001,2011,8,3873,0,8,0,0.0
4189,76001,2011,8,3873,1,1,1,1.0
4190,76001,2011,10,3709,0,6,0,0.0
4191,76001,2011,10,3709,1,1,1,1.0
4192,76109,2011,4,443,0,8,0,0.0
4193,76109,2011,4,443,1,1,1,1.0
4194,76109,2011,8,562,0,3,0,0.0
4195,76109,2011,8,562,1,3,3,1.0
4196,76109,2011,1,382,0,2,0,0.0
4197,76109,2011,1,382,1,1,1,1.0
4198,76109,2011,2,375,0,2,0,0.0
4199,76109,2011,2,375,1,1,1,1.0
4200,76109,2011,7,502,0,8,0,0.0
4201,76109,2011,7,502,1,1,1,1.0
4202,76109,2011,6,432,0,6,0,0.0
4203,76109,2011,6,432,1,5,5,1.0
4204,76109,2011,3,475,0,9,0,0.0
4205,76109,2011,3,475,1,1,1,1.0
4206,76109,2011,5,473,0,4,0,0.0
4207,76109,2011,5,473,1,3,3,1.0
4208,76109,2011,9,540,0,7,0,0.0
4209,76109,2011,9,540,1,2,2,1.0
4210,76111,2011,3,194,1,1,1,1.0
4211,76126,2011,9,7,1,1,1,1.0
4212,76233,2011,10,10,1,1,1,1.0
4213,76233,2011,9,10,1,1,1,1.0
4214,76275,2011,1,41,0,2,0,0.0
4215,76275,2011,1,41,1,4,4,1.0
4216,76275,2011,2,33,0,1,0,0.0
4217,76275,2011,2,33,1,3,3,1.0
4218,76275,2011,5,18,1,2,2,1.0
4219,76275,2011,10,42,1,5,5,1.0
4220,76275,2011,9,33,1,1,1,1.0
4221,76364,2011,8,24,1,1,1,1.0
4222,76520,2011,7,289,1,1,1,1.0
4223,76563,2011,12,16,0,1,0,0.0
4224,76563,2011,12,16,1,2,2,1.0
4225,76563,2011,7,17,1,1,1,1.0
4226,76563,2011,6,10,0,2,0,0.0
4227,76563,2011,6,10,1,5,5,1.0
4228,76563,2011,3,17,0,1,0,0.0
4229,76563,2011,3,17,1,1,1,1.0
4230,76563,2011,5,13,1,1,1,1.0
4231,76563,2011,11,15,0,4,0,0.0
4232,76563,2011,11,15,1,1,1,1.0
4233,76622,2011,7,41,1,1,1,1.0
4234,76622,2011,5,36,1,1,1,1.0
4235,76670,2011,5,0,1,1,1,1.0
4236,76736,2011,3,31,1,1,1,1.0
4237,76834,2011,8,300,0,1,0,0.0
4238,76834,2011,8,300,1,1,1,1.0
4239,76834,2011,5,290,0,3,0,0.0
4240,76834,2011,5,290,1,1,1,1.0
4241,76834,2011,9,294,1,1,1,1.0
4242,76892,2011,9,22,1,1,1,1.0
4243,81001,2011,8,149,1,1,1,1.0
4244,81001,2011,1,136,1,1,1,1.0
4245,81001,2011,3,155,0,5,0,0.0
4246,81001,2011,3,155,1,2,2,1.0
4247,81001,2011,5,158,1,1,1,1.0
4248,81001,2011,9,145,0,1,0,0.0
4249,81001,2011,9,145,1,1,1,1.0
4250,81065,2011,4,16,0,1,0,0.0
4251,81065,2011,4,16,1,4,4,1.0
4252,81065,2011,8,15,0,2,0,0.0
4253,81065,2011,8,15,1,3,3,1.0
4254,81065,2011,1,18,0,2,0,0.0
4255,81065,2011,1,18,1,4,4,1.0
4256,81065,2011,2,23,0,2,0,0.0
4257,81065,2011,2,23,1,3,3,1.0
4258,81065,2011,7,17,0,6,0,0.0
4259,81065,2011,7,17,1,3,3,1.0
4260,81065,2011,3,19,0,2,0,0.0
4261,81065,2011,3,19,1,8,8,1.0
4262,81065,2011,5,19,0,7,0,0.0
4263,81065,2011,5,19,1,4,4,1.0
4264,81065,2011,10,18,1,2,2,1.0
4265,81065,2011,9,19,0,9,0,0.0
4266,81065,2011,9,19,1,2,2,1.0
4267,81220,2011,5,1,1,1,1,1.0
4268,81300,2011,7,11,0,2,0,0.0
4269,81300,2011,7,11,1,2,2,1.0
4270,81300,2011,10,12,0,2,0,0.0
4271,81300,2011,10,12,1,1,1,1.0
4272,81300,2011,9,5,0,6,0,0.0
4273,81300,2011,9,5,1,1,1,1.0
4274,81591,2011,3,3,0,1,0,0.0
4275,81591,2011,3,3,1,2,2,1.0
4276,81736,2011,7,158,1,1,1,1.0
4277,81736,2011,6,144,0,1,0,0.0
4278,81736,2011,6,144,1,1,1,1.0
4279,81736,2011,3,148,0,3,0,0.0
4280,81736,2011,3,148,1,1,1,1.0
4281,81736,2011,5,164,0,4,0,0.0
4282,81736,2011,5,164,1,1,1,1.0
4283,81736,2011,11,124,0,3,0,0.0
4284,81736,2011,11,124,1,2,2,1.0
4285,81736,2011,10,136,0,3,0,0.0
4286,81736,2011,10,136,1,2,2,1.0
4287,81794,2011,4,37,0,3,0,0.0
4288,81794,2011,4,37,1,6,6,1.0
4289,81794,2011,8,39,1,1,1,1.0
4290,81794,2011,1,37,0,5,0,0.0
4291,81794,2011,1,37,1,1,1,1.0
4292,81794,2011,2,43,0,12,0,0.0
4293,81794,2011,2,43,1,2,2,1.0
4294,81794,2011,7,36,0,6,0,0.0
4295,81794,2011,7,36,1,6,6,1.0
4296,81794,2011,6,34,0,4,0,0.0
4297,81794,2011,6,34,1,3,3,1.0
4298,81794,2011,3,39,0,2,0,0.0
4299,81794,2011,3,39,1,2,2,1.0
4300,81794,2011,5,52,0,13,0,0.0
4301,81794,2011,5,52,1,4,4,1.0
4302,81794,2011,10,53,0,2,0,0.0
4303,81794,2011,10,53,1,2,2,1.0
4304,81794,2011,9,43,0,5,0,0.0
4305,81794,2011,9,43,1,4,4,1.0
4306,85001,2011,1,355,1,1,1,1.0
4307,85001,2011,7,345,1,1,1,1.0
4308,85136,2011,10,0,0,2,0,0.0
4309,85136,2011,10,0,1,1,1,1.0
4310,85136,2011,9,0,1,2,2,1.0
4311,85315,2011,1,0,0,2,0,0.0
4312,85315,2011,1,0,1,4,4,1.0
4313,85315,2011,3,0,0,1,0,0.0
4314,85315,2011,3,0,1,1,1,1.0
4315,85400,2011,2,0,1,1,1,1.0
4316,86001,2011,7,100,0,2,0,0.0
4317,86001,2011,7,100,1,1,1,1.0
4318,86001,2011,5,123,1,1,1,1.0
4319,86320,2011,4,19,0,1,0,0.0
4320,86320,2011,4,19,1,1,1,1.0
4321,86320,2011,12,15,0,1,0,0.0
4322,86320,2011,12,15,1,2,2,1.0
4323,86320,2011,7,12,1,1,1,1.0
4324,86320,2011,5,6,1,1,1,1.0
4325,86320,2011,11,18,0,4,0,0.0
4326,86320,2011,11,18,1,2,2,1.0
4327,86320,2011,10,13,0,2,0,0.0
4328,86320,2011,10,13,1,3,3,1.0
4329,86568,2011,4,110,1,1,1,1.0
4330,86568,2011,8,129,0,4,0,0.0
4331,86568,2011,8,129,1,5,5,1.0
4332,86568,2011,1,100,0,5,0,0.0
4333,86568,2011,1,100,1,1,1,1.0
4334,86568,2011,7,108,0,6,0,0.0
4335,86568,2011,7,108,1,3,3,1.0
4336,86568,2011,6,103,1,6,6,1.0
4337,86568,2011,3,117,0,1,0,0.0
4338,86568,2011,3,117,1,8,8,1.0
4339,86568,2011,5,104,0,4,0,0.0
4340,86568,2011,5,104,1,3,3,1.0
4341,86568,2011,11,117,1,1,1,1.0
4342,86568,2011,10,100,0,3,0,0.0
4343,86568,2011,10,100,1,2,2,1.0
4344,86568,2011,9,120,0,1,0,0.0
4345,86568,2011,9,120,1,2,2,1.0
4346,86569,2011,7,4,1,1,1,1.0
4347,86569,2011,3,2,1,1,1,1.0
4348,86569,2011,11,5,0,2,0,0.0
4349,86569,2011,11,5,1,1,1,1.0
4350,86569,2011,10,3,0,1,0,0.0
4351,86569,2011,10,3,1,4,4,1.0
4352,86571,2011,12,13,1,1,1,1.0
4353,86571,2011,7,8,1,1,1,1.0
4354,86571,2011,3,5,1,1,1,1.0
4355,86573,2011,4,22,1,1,1,1.0
4356,86573,2011,2,37,0,1,0,0.0
4357,86573,2011,2,37,1,5,5,1.0
4358,86573,2011,7,28,0,1,0,0.0
4359,86573,2011,7,28,1,1,1,1.0
4360,86573,2011,6,23,0,4,0,0.0
4361,86573,2011,6,23,1,2,2,1.0
4362,86573,2011,3,32,0,1,0,0.0
4363,86573,2011,3,32,1,1,1,1.0
4364,86573,2011,11,30,0,1,0,0.0
4365,86573,2011,11,30,1,2,2,1.0
4366,86573,2011,9,29,1,1,1,1.0
4367,86757,2011,4,2,1,3,3,1.0
4368,86757,2011,8,2,1,1,1,1.0
4369,86757,2011,3,2,0,2,0,0.0
4370,86757,2011,3,2,1,2,2,1.0
4371,86757,2011,10,8,1,3,3,1.0
4372,86865,2011,4,20,1,2,2,1.0
4373,86865,2011,2,28,0,3,0,0.0
4374,86865,2011,2,28,1,2,2,1.0
4375,86865,2011,6,23,1,1,1,1.0
4376,86865,2011,3,22,1,1,1,1.0
4377,86865,2011,5,37,0,1,0,0.0
4378,86865,2011,5,37,1,4,4,1.0
4379,86865,2011,10,19,0,2,0,0.0
4380,86865,2011,10,19,1,4,4,1.0
4381,86885,2011,5,4,0,1,0,0.0
4382,86885,2011,5,4,1,1,1,1.0
4383,86885,2011,11,4,1,1,1,1.0
4384,94001,2011,12,43,1,1,1,1.0
4385,95001,2011,4,94,0,1,0,0.0
4386,95001,2011,4,94,1,2,2,1.0
4387,95001,2011,8,106,0,1,0,0.0
4388,95001,2011,8,106,1,1,1,1.0
4389,95001,2011,2,94,0,1,0,0.0
4390,95001,2011,2,94,1,2,2,1.0
4391,95001,2011,6,101,0,3,0,0.0
4392,95001,2011,6,101,1,1,1,1.0
4393,95001,2011,5,102,0,2,0,0.0
4394,95001,2011,5,102,1,1,1,1.0
4395,95001,2011,9,92,0,1,0,0.0
4396,95001,2011,9,92,1,1,1,1.0
4397,95015,2011,4,8,0,1,0,0.0
4398,95015,2011,4,8,1,1,1,1.0
4399,95015,2011,6,4,1,3,3,1.0
4400,95025,2011,4,4,0,1,0,0.0
4401,95025,2011,4,4,1,1,1,1.0
4402,95025,2011,1,3,0,3,0,0.0
4403,95025,2011,1,3,1,1,1,1.0
4404,95025,2011,2,2,1,1,1,1.0
4405,95025,2011,3,3,0,2,0,0.0
4406,95025,2011,3,3,1,3,3,1.0
4407,95200,2011,12,0,1,2,2,1.0
4408,95200,2011,2,2,1,1,1,1.0
4409,95200,2011,6,2,1,1,1,1.0
4410,95200,2011,3,1,1,1,1,1.0
4411,97001,2011,8,50,1,1,1,1.0
4412,99773,2011,3,15,0,1,0,0.0
4413,99773,2011,3,15,1,3,3,1.0
4414,11001,2012,8,10292,0,1,0,0.0
4415,11001,2012,8,10292,1,1,1,1.0
4416,11001,2012,2,9074,1,1,1,1.0
4417,11001,2012,6,9636,0,1,0,0.0
4418,11001,2012,6,9636,1,1,1,1.0
4419,11001,2012,11,9644,0,1,0,0.0
4420,11001,2012,11,9644,1,1,1,1.0
4421,11001,2012,10,9925,0,5,0,0.0
4422,11001,2012,10,9925,1,1,1,1.0
4423,13160,2012,3,4,0,1,0,0.0
4424,13160,2012,3,4,1,1,1,1.0
4425,13670,2012,4,16,1,1,1,1.0
4426,13670,2012,7,40,1,1,1,1.0
4427,13670,2012,5,28,0,2,0,0.0
4428,13670,2012,5,28,1,1,1,1.0
4429,13688,2012,5,20,1,2,2,1.0
4430,13688,2012,10,38,1,1,1,1.0
4431,15223,2012,4,4,0,1,0,0.0
4432,15223,2012,4,4,1,1,1,1.0
4433,15223,2012,7,4,0,1,0,0.0
4434,15223,2012,7,4,1,1,1,1.0
4435,15518,2012,3,0,0,1,0,0.0
4436,15518,2012,3,0,1,1,1,1.0
4437,15550,2012,8,1,1,3,3,1.0
4438,17042,2012,1,17,1,1,1,1.0
4439,17380,2012,5,154,1,1,1,1.0
4440,17662,2012,7,7,1,1,1,1.0
4441,18001,2012,8,520,0,1,0,0.0
4442,18001,2012,8,520,1,1,1,1.0
4443,18001,2012,1,489,0,2,0,0.0
4444,18001,2012,1,489,1,3,3,1.0
4445,18001,2012,11,459,1,3,3,1.0
4446,18001,2012,9,467,0,1,0,0.0
4447,18001,2012,9,467,1,2,2,1.0
4448,18150,2012,4,21,1,1,1,1.0
4449,18150,2012,8,33,0,3,0,0.0
4450,18150,2012,8,33,1,2,2,1.0
4451,18150,2012,12,26,0,2,0,0.0
4452,18150,2012,12,26,1,1,1,1.0
4453,18150,2012,6,25,1,1,1,1.0
4454,18150,2012,3,24,0,2,0,0.0
4455,18150,2012,3,24,1,1,1,1.0
4456,18150,2012,11,34,0,2,0,0.0
4457,18150,2012,11,34,1,2,2,1.0
4458,18150,2012,10,31,0,1,0,0.0
4459,18150,2012,10,31,1,5,5,1.0
4460,18205,2012,4,9,1,1,1,1.0
4461,18205,2012,2,12,1,1,1,1.0
4462,18205,2012,7,9,1,2,2,1.0
4463,18205,2012,6,12,0,1,0,0.0
4464,18205,2012,6,12,1,2,2,1.0
4465,18247,2012,3,13,0,2,0,0.0
4466,18247,2012,3,13,1,7,7,1.0
4467,18256,2012,4,8,1,4,4,1.0
4468,18256,2012,8,10,0,1,0,0.0
4469,18256,2012,8,10,1,2,2,1.0
4470,18256,2012,12,11,1,4,4,1.0
4471,18256,2012,1,8,1,3,3,1.0
4472,18256,2012,6,11,0,3,0,0.0
4473,18256,2012,6,11,1,3,3,1.0
4474,18256,2012,5,10,0,1,0,0.0
4475,18256,2012,5,10,1,7,7,1.0
4476,18256,2012,10,9,0,1,0,0.0
4477,18256,2012,10,9,1,1,1,1.0
4478,18256,2012,9,15,0,1,0,0.0
4479,18256,2012,9,15,1,1,1,1.0
4480,18410,2012,4,6,0,1,0,0.0
4481,18410,2012,4,6,1,4,4,1.0
4482,18410,2012,8,8,1,10,10,1.0
4483,18410,2012,12,7,0,2,0,0.0
4484,18410,2012,12,7,1,1,1,1.0
4485,18410,2012,6,14,0,2,0,0.0
4486,18410,2012,6,14,1,2,2,1.0
4487,18410,2012,3,11,0,1,0,0.0
4488,18410,2012,3,11,1,1,1,1.0
4489,18410,2012,11,7,0,1,0,0.0
4490,18410,2012,11,7,1,1,1,1.0
4491,18410,2012,10,5,0,1,0,0.0
4492,18410,2012,10,5,1,2,2,1.0
4493,18410,2012,9,7,0,4,0,0.0
4494,18410,2012,9,7,1,12,12,1.0
4495,18460,2012,8,3,0,1,0,0.0
4496,18460,2012,8,3,1,1,1,1.0
4497,18460,2012,3,5,0,1,0,0.0
4498,18460,2012,3,5,1,2,2,1.0
4499,18460,2012,5,1,1,1,1,1.0
4500,18460,2012,11,6,1,1,1,1.0
4501,18460,2012,10,6,1,3,3,1.0
4502,18592,2012,4,21,1,3,3,1.0
4503,18592,2012,8,32,1,3,3,1.0
4504,18592,2012,12,18,1,3,3,1.0
4505,18592,2012,2,18,0,1,0,0.0
4506,18592,2012,2,18,1,2,2,1.0
4507,18592,2012,7,21,0,1,0,0.0
4508,18592,2012,7,21,1,4,4,1.0
4509,18592,2012,6,27,0,1,0,0.0
4510,18592,2012,6,27,1,5,5,1.0
4511,18592,2012,5,28,0,2,0,0.0
4512,18592,2012,5,28,1,4,4,1.0
4513,18592,2012,11,16,1,6,6,1.0
4514,18592,2012,10,18,0,2,0,0.0
4515,18592,2012,10,18,1,2,2,1.0
4516,18592,2012,9,26,1,3,3,1.0
4517,18610,2012,4,4,1,1,1,1.0
4518,18610,2012,7,1,0,1,0,0.0
4519,18610,2012,7,1,1,2,2,1.0
4520,18610,2012,5,1,0,1,0,0.0
4521,18610,2012,5,1,1,2,2,1.0
4522,18610,2012,9,10,0,1,0,0.0
4523,18610,2012,9,10,1,2,2,1.0
4524,18753,2012,8,54,0,7,0,0.0
4525,18753,2012,8,54,1,3,3,1.0
4526,18753,2012,1,40,0,2,0,0.0
4527,18753,2012,1,40,1,3,3,1.0
4528,18753,2012,7,49,0,1,0,0.0
4529,18753,2012,7,49,1,7,7,1.0
4530,18753,2012,6,57,0,5,0,0.0
4531,18753,2012,6,57,1,2,2,1.0
4532,18753,2012,3,39,0,4,0,0.0
4533,18753,2012,3,39,1,3,3,1.0
4534,18753,2012,5,48,1,5,5,1.0
4535,18753,2012,11,44,0,2,0,0.0
4536,18753,2012,11,44,1,3,3,1.0
4537,18753,2012,9,54,0,2,0,0.0
4538,18753,2012,9,54,1,2,2,1.0
4539,18756,2012,12,7,0,2,0,0.0
4540,18756,2012,12,7,1,1,1,1.0
4541,18756,2012,2,4,1,1,1,1.0
4542,18756,2012,9,6,0,1,0,0.0
4543,18756,2012,9,6,1,1,1,1.0
4544,18785,2012,2,7,1,2,2,1.0
4545,18785,2012,7,10,1,1,1,1.0
4546,18785,2012,3,7,0,1,0,0.0
4547,18785,2012,3,7,1,1,1,1.0
4548,18860,2012,12,4,1,1,1,1.0
4549,18860,2012,11,4,1,2,2,1.0
4550,20011,2012,3,258,0,2,0,0.0
4551,20011,2012,3,258,1,2,2,1.0
4552,20013,2012,11,22,1,1,1,1.0
4553,20013,2012,10,28,0,1,0,0.0
4554,20013,2012,10,28,1,1,1,1.0
4555,20238,2012,4,7,1,1,1,1.0
4556,20400,2012,1,14,0,1,0,0.0
4557,20400,2012,1,14,1,1,1,1.0
4558,20443,2012,8,2,0,2,0,0.0
4559,20443,2012,8,2,1,1,1,1.0
4560,20443,2012,2,0,1,1,1,1.0
4561,20443,2012,6,3,1,1,1,1.0
4562,20443,2012,9,0,0,1,0,0.0
4563,20443,2012,9,0,1,1,1,1.0
4564,20710,2012,1,23,1,1,1,1.0
4565,20750,2012,8,9,1,1,1,1.0
4566,20750,2012,11,8,1,2,2,1.0
4567,20750,2012,10,2,1,1,1,1.0
4568,23079,2012,5,8,1,1,1,1.0
4569,23466,2012,6,162,0,1,0,0.0
4570,23466,2012,6,162,1,1,1,1.0
4571,23466,2012,11,138,0,1,0,0.0
4572,23466,2012,11,138,1,1,1,1.0
4573,23466,2012,10,146,0,1,0,0.0
4574,23466,2012,10,146,1,1,1,1.0
4575,23580,2012,12,24,0,1,0,0.0
4576,23580,2012,12,24,1,3,3,1.0
4577,23580,2012,6,16,0,1,0,0.0
4578,23580,2012,6,16,1,1,1,1.0
4579,23580,2012,5,21,1,1,1,1.0
4580,23580,2012,10,25,1,1,1,1.0
4581,23807,2012,4,59,0,3,0,0.0
4582,23807,2012,4,59,1,1,1,1.0
4583,23807,2012,8,79,0,2,0,0.0
4584,23807,2012,8,79,1,6,6,1.0
4585,23807,2012,12,73,1,1,1,1.0
4586,23807,2012,6,63,0,1,0,0.0
4587,23807,2012,6,63,1,1,1,1.0
4588,23807,2012,5,59,0,1,0,0.0
4589,23807,2012,5,59,1,2,2,1.0
4590,23807,2012,11,66,0,1,0,0.0
4591,23807,2012,11,66,1,2,2,1.0
4592,23807,2012,10,94,0,1,0,0.0
4593,23807,2012,10,94,1,2,2,1.0
4594,25307,2012,6,287,1,1,1,1.0
4595,25513,2012,4,34,1,1,1,1.0
4596,25785,2012,4,4,1,1,1,1.0
4597,27001,2012,4,340,0,1,0,0.0
4598,27001,2012,4,340,1,1,1,1.0
4599,27001,2012,8,379,0,2,0,0.0
4600,27001,2012,8,379,1,1,1,1.0
4601,27001,2012,1,328,0,5,0,0.0
4602,27001,2012,1,328,1,1,1,1.0
4603,27001,2012,5,357,0,3,0,0.0
4604,27001,2012,5,357,1,1,1,1.0
4605,27001,2012,11,331,0,1,0,0.0
4606,27001,2012,11,331,1,2,2,1.0
4607,27001,2012,10,307,0,4,0,0.0
4608,27001,2012,10,307,1,1,1,1.0
4609,27006,2012,10,10,1,1,1,1.0
4610,27025,2012,2,0,1,1,1,1.0
4611,27050,2012,9,1,1,1,1,1.0
4612,27073,2012,8,9,0,4,0,0.0
4613,27073,2012,8,9,1,1,1,1.0
4614,27073,2012,7,3,0,3,0,0.0
4615,27073,2012,7,3,1,3,3,1.0
4616,27075,2012,10,4,1,2,2,1.0
4617,27077,2012,1,0,0,2,0,0.0
4618,27077,2012,1,0,1,1,1,1.0
4619,27150,2012,8,0,1,1,1,1.0
4620,27150,2012,6,0,1,1,1,1.0
4621,27150,2012,10,4,1,2,2,1.0
4622,27160,2012,7,1,1,1,1,1.0
4623,27205,2012,11,6,0,2,0,0.0
4624,27205,2012,11,6,1,1,1,1.0
4625,27245,2012,3,4,1,1,1,1.0
4626,27245,2012,11,5,1,1,1,1.0
4627,27425,2012,4,1,0,2,0,0.0
4628,27425,2012,4,1,1,1,1,1.0
4629,27425,2012,7,2,0,1,0,0.0
4630,27425,2012,7,2,1,1,1,1.0
4631,27425,2012,6,0,1,1,1,1.0
4632,27425,2012,11,1,1,4,4,1.0
4633,27425,2012,9,0,1,1,1,1.0
4634,27491,2012,12,4,1,4,4,1.0
4635,27491,2012,6,4,0,2,0,0.0
4636,27491,2012,6,4,1,1,1,1.0
4637,27615,2012,8,4,1,1,1,1.0
4638,27615,2012,12,3,1,1,1,1.0
4639,27615,2012,5,10,0,3,0,0.0
4640,27615,2012,5,10,1,1,1,1.0
4641,27615,2012,10,10,0,1,0,0.0
4642,27615,2012,10,10,1,1,1,1.0
4643,27615,2012,9,11,1,2,2,1.0
4644,27787,2012,2,16,1,1,1,1.0
4645,27787,2012,10,17,1,1,1,1.0
4646,41001,2012,8,849,1,1,1,1.0
4647,41001,2012,1,807,0,1,0,0.0
4648,41001,2012,1,807,1,1,1,1.0
4649,41001,2012,2,759,1,1,1,1.0
4650,41001,2012,7,812,0,1,0,0.0
4651,41001,2012,7,812,1,2,2,1.0
