,Region,Municipality,Births,Month,Year
0,05,05001,6285,1,2019
0,05,05001,6059,5,2019
0,05,05001,5403,2,2019
0,05,05001,5899,4,2019
0,05,05001,5993,3,2019
0,05,05001,5907,6,2019
0,05,05001,6312,7,2019
0,05,05001,6245,10,2019
0,05,05001,6342,8,2019
0,05,05001,6480,9,2019
0,05,05001,6106,12,2019
0,05,05001,6003,11,2019
0,05,05615,6285,1,2019
0,05,05615,6059,5,2019
0,05,05615,5403,2,2019
0,05,05615,5899,4,2019
0,05,05615,5993,3,2019
0,05,05615,5907,6,2019
0,05,05615,6312,7,2019
0,05,05615,6245,10,2019
0,05,05615,6342,8,2019
0,05,05615,6480,9,2019
0,05,05615,6106,12,2019
0,05,05615,6003,11,2019
0,05,05045,6285,1,2019
0,05,05045,6059,5,2019
0,05,05045,5403,2,2019
0,05,05045,5899,4,2019
0,05,05045,5993,3,2019
0,05,05045,5907,6,2019
0,05,05045,6312,7,2019
0,05,05045,6245,10,2019
0,05,05045,6342,8,2019
0,05,05045,6480,9,2019
0,05,05045,6106,12,2019
0,05,05045,6003,11,2019
0,05,05887,6285,1,2019
0,05,05887,6059,5,2019
0,05,05887,5403,2,2019
0,05,05887,5899,4,2019
0,05,05887,5993,3,2019
0,05,05887,5907,6,2019
0,05,05887,6312,7,2019
0,05,05887,6245,10,2019
0,05,05887,6342,8,2019
0,05,05887,6480,9,2019
0,05,05887,6106,12,2019
0,05,05887,6003,11,2019
0,05,05154,6285,1,2019
0,05,05154,6059,5,2019
0,05,05154,5403,2,2019
0,05,05154,5899,4,2019
0,05,05154,5993,3,2019
0,05,05154,5907,6,2019
0,05,05154,6312,7,2019
0,05,05154,6245,10,2019
0,05,05154,6342,8,2019
0,05,05154,6480,9,2019
0,05,05154,6106,12,2019
0,05,05154,6003,11,2019
0,05,05266,6285,1,2019
0,05,05266,6059,5,2019
0,05,05266,5403,2,2019
0,05,05266,5899,4,2019
0,05,05266,5993,3,2019
0,05,05266,5907,6,2019
0,05,05266,6312,7,2019
0,05,05266,6245,10,2019
0,05,05266,6342,8,2019
0,05,05266,6480,9,2019
0,05,05266,6106,12,2019
0,05,05266,6003,11,2019
0,05,05837,6285,1,2019
0,05,05837,6059,5,2019
0,05,05837,5403,2,2019
0,05,05837,5899,4,2019
0,05,05837,5993,3,2019
0,05,05837,5907,6,2019
0,05,05837,6312,7,2019
0,05,05837,6245,10,2019
0,05,05837,6342,8,2019
0,05,05837,6480,9,2019
0,05,05837,6106,12,2019
0,05,05837,6003,11,2019
0,05,05660,6285,1,2019
0,05,05660,6059,5,2019
0,05,05660,5403,2,2019
0,05,05660,5899,4,2019
0,05,05660,5993,3,2019
0,05,05660,5907,6,2019
0,05,05660,6312,7,2019
0,05,05660,6245,10,2019
0,05,05660,6342,8,2019
0,05,05660,6480,9,2019
0,05,05660,6106,12,2019
0,05,05660,6003,11,2019
0,05,05042,6285,1,2019
0,05,05042,6059,5,2019
0,05,05042,5403,2,2019
0,05,05042,5899,4,2019
0,05,05042,5993,3,2019
0,05,05042,5907,6,2019
0,05,05042,6312,7,2019
0,05,05042,6245,10,2019
0,05,05042,6342,8,2019
0,05,05042,6480,9,2019
0,05,05042,6106,12,2019
0,05,05042,6003,11,2019
0,05,05315,6285,1,2019
0,05,05315,6059,5,2019
0,05,05315,5403,2,2019
0,05,05315,5899,4,2019
0,05,05315,5993,3,2019
0,05,05315,5907,6,2019
0,05,05315,6312,7,2019
0,05,05315,6245,10,2019
0,05,05315,6342,8,2019
0,05,05315,6480,9,2019
0,05,05315,6106,12,2019
0,05,05315,6003,11,2019
0,05,05313,6285,1,2019
0,05,05313,6059,5,2019
0,05,05313,5403,2,2019
0,05,05313,5899,4,2019
0,05,05313,5993,3,2019
0,05,05313,5907,6,2019
0,05,05313,6312,7,2019
0,05,05313,6245,10,2019
0,05,05313,6342,8,2019
0,05,05313,6480,9,2019
0,05,05313,6106,12,2019
0,05,05313,6003,11,2019
0,05,05093,6285,1,2019
0,05,05093,6059,5,2019
0,05,05093,5403,2,2019
0,05,05093,5899,4,2019
0,05,05093,5993,3,2019
0,05,05093,5907,6,2019
0,05,05093,6312,7,2019
0,05,05093,6245,10,2019
0,05,05093,6342,8,2019
0,05,05093,6480,9,2019
0,05,05093,6106,12,2019
0,05,05093,6003,11,2019
0,05,05890,6285,1,2019
0,05,05890,6059,5,2019
0,05,05890,5403,2,2019
0,05,05890,5899,4,2019
0,05,05890,5993,3,2019
0,05,05890,5907,6,2019
0,05,05890,6312,7,2019
0,05,05890,6245,10,2019
0,05,05890,6342,8,2019
0,05,05890,6480,9,2019
0,05,05890,6106,12,2019
0,05,05890,6003,11,2019
0,05,05172,6285,1,2019
0,05,05172,6059,5,2019
0,05,05172,5403,2,2019
0,05,05172,5899,4,2019
0,05,05172,5993,3,2019
0,05,05172,5907,6,2019
0,05,05172,6312,7,2019
0,05,05172,6245,10,2019
0,05,05172,6342,8,2019
0,05,05172,6480,9,2019
0,05,05172,6106,12,2019
0,05,05172,6003,11,2019
0,05,05040,6285,1,2019
0,05,05040,6059,5,2019
0,05,05040,5403,2,2019
0,05,05040,5899,4,2019
0,05,05040,5993,3,2019
0,05,05040,5907,6,2019
0,05,05040,6312,7,2019
0,05,05040,6245,10,2019
0,05,05040,6342,8,2019
0,05,05040,6480,9,2019
0,05,05040,6106,12,2019
0,05,05040,6003,11,2019
0,05,05138,6285,1,2019
0,05,05138,6059,5,2019
0,05,05138,5403,2,2019
0,05,05138,5899,4,2019
0,05,05138,5993,3,2019
0,05,05138,5907,6,2019
0,05,05138,6312,7,2019
0,05,05138,6245,10,2019
0,05,05138,6342,8,2019
0,05,05138,6480,9,2019
0,05,05138,6106,12,2019
0,05,05138,6003,11,2019
0,05,05642,6285,1,2019
0,05,05642,6059,5,2019
0,05,05642,5403,2,2019
0,05,05642,5899,4,2019
0,05,05642,5993,3,2019
0,05,05642,5907,6,2019
0,05,05642,6312,7,2019
0,05,05642,6245,10,2019
0,05,05642,6342,8,2019
0,05,05642,6480,9,2019
0,05,05642,6106,12,2019
0,05,05642,6003,11,2019
0,05,05129,6285,1,2019
0,05,05129,6059,5,2019
0,05,05129,5403,2,2019
0,05,05129,5899,4,2019
0,05,05129,5993,3,2019
0,05,05129,5907,6,2019
0,05,05129,6312,7,2019
0,05,05129,6245,10,2019
0,05,05129,6342,8,2019
0,05,05129,6480,9,2019
0,05,05129,6106,12,2019
0,05,05129,6003,11,2019
0,05,05034,6285,1,2019
0,05,05034,6059,5,2019
0,05,05034,5403,2,2019
0,05,05034,5899,4,2019
0,05,05034,5993,3,2019
0,05,05034,5907,6,2019
0,05,05034,6312,7,2019
0,05,05034,6245,10,2019
0,05,05034,6342,8,2019
0,05,05034,6480,9,2019
0,05,05034,6106,12,2019
0,05,05034,6003,11,2019
0,05,05789,6285,1,2019
0,05,05789,6059,5,2019
0,05,05789,5403,2,2019
0,05,05789,5899,4,2019
0,05,05789,5993,3,2019
0,05,05789,5907,6,2019
0,05,05789,6312,7,2019
0,05,05789,6245,10,2019
0,05,05789,6342,8,2019
0,05,05789,6480,9,2019
0,05,05789,6106,12,2019
0,05,05789,6003,11,2019
0,05,05147,6285,1,2019
0,05,05147,6059,5,2019
0,05,05147,5403,2,2019
0,05,05147,5899,4,2019
0,05,05147,5993,3,2019
0,05,05147,5907,6,2019
0,05,05147,6312,7,2019
0,05,05147,6245,10,2019
0,05,05147,6342,8,2019
0,05,05147,6480,9,2019
0,05,05147,6106,12,2019
0,05,05147,6003,11,2019
0,05,05756,6285,1,2019
0,05,05756,6059,5,2019
0,05,05756,5403,2,2019
0,05,05756,5899,4,2019
0,05,05756,5993,3,2019
0,05,05756,5907,6,2019
0,05,05756,6312,7,2019
0,05,05756,6245,10,2019
0,05,05756,6342,8,2019
0,05,05756,6480,9,2019
0,05,05756,6106,12,2019
0,05,05756,6003,11,2019
0,05,05847,6285,1,2019
0,05,05847,6059,5,2019
0,05,05847,5403,2,2019
0,05,05847,5899,4,2019
0,05,05847,5993,3,2019
0,05,05847,5907,6,2019
0,05,05847,6312,7,2019
0,05,05847,6245,10,2019
0,05,05847,6342,8,2019
0,05,05847,6480,9,2019
0,05,05847,6106,12,2019
0,05,05847,6003,11,2019
0,05,05490,6285,1,2019
0,05,05490,6059,5,2019
0,05,05490,5403,2,2019
0,05,05490,5899,4,2019
0,05,05490,5993,3,2019
0,05,05490,5907,6,2019
0,05,05490,6312,7,2019
0,05,05490,6245,10,2019
0,05,05490,6342,8,2019
0,05,05490,6480,9,2019
0,05,05490,6106,12,2019
0,05,05490,6003,11,2019
0,05,05376,6285,1,2019
0,05,05376,6059,5,2019
0,05,05376,5403,2,2019
0,05,05376,5899,4,2019
0,05,05376,5993,3,2019
0,05,05376,5907,6,2019
0,05,05376,6312,7,2019
0,05,05376,6245,10,2019
0,05,05376,6342,8,2019
0,05,05376,6480,9,2019
0,05,05376,6106,12,2019
0,05,05376,6003,11,2019
0,05,05495,6285,1,2019
0,05,05495,6059,5,2019
0,05,05495,5403,2,2019
0,05,05495,5899,4,2019
0,05,05495,5993,3,2019
0,05,05495,5907,6,2019
0,05,05495,6312,7,2019
0,05,05495,6245,10,2019
0,05,05495,6342,8,2019
0,05,05495,6480,9,2019
0,05,05495,6106,12,2019
0,05,05495,6003,11,2019
0,05,05604,6285,1,2019
0,05,05604,6059,5,2019
0,05,05604,5403,2,2019
0,05,05604,5899,4,2019
0,05,05604,5993,3,2019
0,05,05604,5907,6,2019
0,05,05604,6312,7,2019
0,05,05604,6245,10,2019
0,05,05604,6342,8,2019
0,05,05604,6480,9,2019
0,05,05604,6106,12,2019
0,05,05604,6003,11,2019
0,05,05579,6285,1,2019
0,05,05579,6059,5,2019
0,05,05579,5403,2,2019
0,05,05579,5899,4,2019
0,05,05579,5993,3,2019
0,05,05579,5907,6,2019
0,05,05579,6312,7,2019
0,05,05579,6245,10,2019
0,05,05579,6342,8,2019
0,05,05579,6480,9,2019
0,05,05579,6106,12,2019
0,05,05579,6003,11,2019
0,05,05101,6285,1,2019
0,05,05101,6059,5,2019
0,05,05101,5403,2,2019
0,05,05101,5899,4,2019
0,05,05101,5993,3,2019
0,05,05101,5907,6,2019
0,05,05101,6312,7,2019
0,05,05101,6245,10,2019
