,Region,Municipality,Births,Month,Year
0,23,23001,2396,11,2015
0,23,23001,2255,8,2015
0,23,23001,2334,12,2015
0,23,23001,2403,9,2015
0,23,23001,2295,1,2015
0,23,23001,2365,7,2015
0,23,23001,2239,6,2015
0,23,23001,2236,10,2015
0,23,23001,2190,5,2015
0,23,23001,1945,2,2015
0,23,23001,2135,3,2015
0,23,23001,1960,4,2015
0,23,23466,2396,11,2015
0,23,23466,2255,8,2015
0,23,23466,2334,12,2015
0,23,23466,2403,9,2015
0,23,23466,2295,1,2015
0,23,23466,2365,7,2015
0,23,23466,2239,6,2015
0,23,23466,2236,10,2015
0,23,23466,2190,5,2015
0,23,23466,1945,2,2015
0,23,23466,2135,3,2015
0,23,23466,1960,4,2015
0,23,23807,2396,11,2015
0,23,23807,2255,8,2015
0,23,23807,2334,12,2015
0,23,23807,2403,9,2015
0,23,23807,2295,1,2015
0,23,23807,2365,7,2015
0,23,23807,2239,6,2015
0,23,23807,2236,10,2015
0,23,23807,2190,5,2015
0,23,23807,1945,2,2015
0,23,23807,2135,3,2015
0,23,23807,1960,4,2015
0,23,23417,2396,11,2015
0,23,23417,2255,8,2015
0,23,23417,2334,12,2015
0,23,23417,2403,9,2015
0,23,23417,2295,1,2015
0,23,23417,2365,7,2015
0,23,23417,2239,6,2015
0,23,23417,2236,10,2015
0,23,23417,2190,5,2015
0,23,23417,1945,2,2015
0,23,23417,2135,3,2015
0,23,23417,1960,4,2015
0,23,23162,2396,11,2015
0,23,23162,2255,8,2015
0,23,23162,2334,12,2015
0,23,23162,2403,9,2015
0,23,23162,2295,1,2015
0,23,23162,2365,7,2015
0,23,23162,2239,6,2015
0,23,23162,2236,10,2015
0,23,23162,2190,5,2015
0,23,23162,1945,2,2015
0,23,23162,2135,3,2015
0,23,23162,1960,4,2015
0,23,23660,2396,11,2015
0,23,23660,2255,8,2015
0,23,23660,2334,12,2015
0,23,23660,2403,9,2015
0,23,23660,2295,1,2015
0,23,23660,2365,7,2015
0,23,23660,2239,6,2015
0,23,23660,2236,10,2015
0,23,23660,2190,5,2015
0,23,23660,1945,2,2015
0,23,23660,2135,3,2015
0,23,23660,1960,4,2015
0,23,23555,2396,11,2015
0,23,23555,2255,8,2015
0,23,23555,2334,12,2015
0,23,23555,2403,9,2015
0,23,23555,2295,1,2015
0,23,23555,2365,7,2015
0,23,23555,2239,6,2015
0,23,23555,2236,10,2015
0,23,23555,2190,5,2015
0,23,23555,1945,2,2015
0,23,23555,2135,3,2015
0,23,23555,1960,4,2015
0,23,23815,2396,11,2015
0,23,23815,2255,8,2015
0,23,23815,2334,12,2015
0,23,23815,2403,9,2015
0,23,23815,2295,1,2015
0,23,23815,2365,7,2015
0,23,23815,2239,6,2015
0,23,23815,2236,10,2015
0,23,23815,2190,5,2015
0,23,23815,1945,2,2015
0,23,23815,2135,3,2015
0,23,23815,1960,4,2015
0,23,23580,2396,11,2015
0,23,23580,2255,8,2015
0,23,23580,2334,12,2015
0,23,23580,2403,9,2015
0,23,23580,2295,1,2015
0,23,23580,2365,7,2015
0,23,23580,2239,6,2015
0,23,23580,2236,10,2015
0,23,23580,2190,5,2015
0,23,23580,1945,2,2015
0,23,23580,2135,3,2015
0,23,23580,1960,4,2015
0,23,23068,2396,11,2015
0,23,23068,2255,8,2015
0,23,23068,2334,12,2015
0,23,23068,2403,9,2015
0,23,23068,2295,1,2015
0,23,23068,2365,7,2015
0,23,23068,2239,6,2015
0,23,23068,2236,10,2015
0,23,23068,2190,5,2015
0,23,23068,1945,2,2015
0,23,23068,2135,3,2015
0,23,23068,1960,4,2015
0,23,23500,2396,11,2015
0,23,23500,2255,8,2015
0,23,23500,2334,12,2015
0,23,23500,2403,9,2015
0,23,23500,2295,1,2015
0,23,23500,2365,7,2015
0,23,23500,2239,6,2015
0,23,23500,2236,10,2015
0,23,23500,2190,5,2015
0,23,23500,1945,2,2015
0,23,23500,2135,3,2015
0,23,23500,1960,4,2015
0,23,23419,2396,11,2015
0,23,23419,2255,8,2015
0,23,23419,2334,12,2015
0,23,23419,2403,9,2015
0,23,23419,2295,1,2015
0,23,23419,2365,7,2015
0,23,23419,2239,6,2015
0,23,23419,2236,10,2015
0,23,23419,2190,5,2015
0,23,23419,1945,2,2015
0,23,23419,2135,3,2015
0,23,23419,1960,4,2015
0,23,23350,2396,11,2015
0,23,23350,2255,8,2015
0,23,23350,2334,12,2015
0,23,23350,2403,9,2015
0,23,23350,2295,1,2015
0,23,23350,2365,7,2015
0,23,23350,2239,6,2015
0,23,23350,2236,10,2015
0,23,23350,2190,5,2015
0,23,23350,1945,2,2015
0,23,23350,2135,3,2015
0,23,23350,1960,4,2015
0,23,23574,2396,11,2015
0,23,23574,2255,8,2015
0,23,23574,2334,12,2015
0,23,23574,2403,9,2015
0,23,23574,2295,1,2015
