,Region,Municipality,Births,Month,Year
0,05,05001,6275,1,2018
0,05,05001,6011,5,2018
0,05,05001,6042,4,2018
0,05,05001,6286,3,2018
0,05,05001,5652,2,2018
0,05,05001,6662,9,2018
0,05,05001,6467,8,2018
0,05,05001,5849,6,2018
0,05,05001,6320,7,2018
0,05,05001,6360,12,2018
0,05,05001,6146,11,2018
0,05,05001,6434,10,2018
0,05,05266,6275,1,2018
0,05,05266,6011,5,2018
0,05,05266,6042,4,2018
0,05,05266,6286,3,2018
0,05,05266,5652,2,2018
0,05,05266,6662,9,2018
0,05,05266,6467,8,2018
0,05,05266,5849,6,2018
0,05,05266,6320,7,2018
0,05,05266,6360,12,2018
0,05,05266,6146,11,2018
0,05,05266,6434,10,2018
0,05,05318,6275,1,2018
0,05,05318,6011,5,2018
0,05,05318,6042,4,2018
0,05,05318,6286,3,2018
0,05,05318,5652,2,2018
0,05,05318,6662,9,2018
0,05,05318,6467,8,2018
0,05,05318,5849,6,2018
0,05,05318,6320,7,2018
0,05,05318,6360,12,2018
0,05,05318,6146,11,2018
0,05,05318,6434,10,2018
0,05,05042,6275,1,2018
0,05,05042,6011,5,2018
0,05,05042,6042,4,2018
0,05,05042,6286,3,2018
0,05,05042,5652,2,2018
0,05,05042,6662,9,2018
0,05,05042,6467,8,2018
0,05,05042,5849,6,2018
0,05,05042,6320,7,2018
0,05,05042,6360,12,2018
0,05,05042,6146,11,2018
0,05,05042,6434,10,2018
0,05,05887,6275,1,2018
0,05,05887,6011,5,2018
0,05,05887,6042,4,2018
0,05,05887,6286,3,2018
0,05,05887,5652,2,2018
0,05,05887,6662,9,2018
0,05,05887,6467,8,2018
0,05,05887,5849,6,2018
0,05,05887,6320,7,2018
0,05,05887,6360,12,2018
0,05,05887,6146,11,2018
0,05,05887,6434,10,2018
0,05,05615,6275,1,2018
0,05,05615,6011,5,2018
0,05,05615,6042,4,2018
0,05,05615,6286,3,2018
0,05,05615,5652,2,2018
0,05,05615,6662,9,2018
0,05,05615,6467,8,2018
0,05,05615,5849,6,2018
0,05,05615,6320,7,2018
0,05,05615,6360,12,2018
0,05,05615,6146,11,2018
0,05,05615,6434,10,2018
0,05,05172,6275,1,2018
0,05,05172,6011,5,2018
0,05,05172,6042,4,2018
0,05,05172,6286,3,2018
0,05,05172,5652,2,2018
0,05,05172,6662,9,2018
0,05,05172,6467,8,2018
0,05,05172,5849,6,2018
0,05,05172,6320,7,2018
0,05,05172,6360,12,2018
0,05,05172,6146,11,2018
0,05,05172,6434,10,2018
0,05,05837,6275,1,2018
0,05,05837,6011,5,2018
0,05,05837,6042,4,2018
0,05,05837,6286,3,2018
0,05,05837,5652,2,2018
0,05,05837,6662,9,2018
0,05,05837,6467,8,2018
0,05,05837,5849,6,2018
0,05,05837,6320,7,2018
0,05,05837,6360,12,2018
0,05,05837,6146,11,2018
0,05,05837,6434,10,2018
0,05,05361,6275,1,2018
0,05,05361,6011,5,2018
0,05,05361,6042,4,2018
0,05,05361,6286,3,2018
0,05,05361,5652,2,2018
0,05,05361,6662,9,2018
0,05,05361,6467,8,2018
0,05,05361,5849,6,2018
0,05,05361,6320,7,2018
0,05,05361,6360,12,2018
0,05,05361,6146,11,2018
0,05,05361,6434,10,2018
0,05,05101,6275,1,2018
0,05,05101,6011,5,2018
0,05,05101,6042,4,2018
0,05,05101,6286,3,2018
0,05,05101,5652,2,2018
0,05,05101,6662,9,2018
0,05,05101,6467,8,2018
0,05,05101,5849,6,2018
0,05,05101,6320,7,2018
0,05,05101,6360,12,2018
0,05,05101,6146,11,2018
0,05,05101,6434,10,2018
0,05,05129,6275,1,2018
0,05,05129,6011,5,2018
0,05,05129,6042,4,2018
0,05,05129,6286,3,2018
0,05,05129,5652,2,2018
0,05,05129,6662,9,2018
0,05,05129,6467,8,2018
0,05,05129,5849,6,2018
0,05,05129,6320,7,2018
0,05,05129,6360,12,2018
0,05,05129,6146,11,2018
0,05,05129,6434,10,2018
0,05,05088,6275,1,2018
0,05,05088,6011,5,2018
0,05,05088,6042,4,2018
0,05,05088,6286,3,2018
0,05,05088,5652,2,2018
0,05,05088,6662,9,2018
0,05,05088,6467,8,2018
0,05,05088,5849,6,2018
0,05,05088,6320,7,2018
0,05,05088,6360,12,2018
0,05,05088,6146,11,2018
0,05,05088,6434,10,2018
0,05,05579,6275,1,2018
0,05,05579,6011,5,2018
0,05,05579,6042,4,2018
0,05,05579,6286,3,2018
0,05,05579,5652,2,2018
0,05,05579,6662,9,2018
0,05,05579,6467,8,2018
0,05,05579,5849,6,2018
0,05,05579,6320,7,2018
0,05,05579,6360,12,2018
0,05,05579,6146,11,2018
0,05,05579,6434,10,2018
0,05,05376,6275,1,2018
0,05,05376,6011,5,2018
0,05,05376,6042,4,2018
0,05,05376,6286,3,2018
0,05,05376,5652,2,2018
0,05,05376,6662,9,2018
0,05,05376,6467,8,2018
0,05,05376,5849,6,2018
0,05,05376,6320,7,2018
0,05,05376,6360,12,2018
0,05,05376,6146,11,2018
0,05,05376,6434,10,2018
0,05,05045,6275,1,2018
0,05,05045,6011,5,2018
0,05,05045,6042,4,2018
0,05,05045,6286,3,2018
0,05,05045,5652,2,2018
0,05,05045,6662,9,2018
0,05,05045,6467,8,2018
0,05,05045,5849,6,2018
0,05,05045,6320,7,2018
0,05,05045,6360,12,2018
0,05,05045,6146,11,2018
0,05,05045,6434,10,2018
0,05,05154,6275,1,2018
0,05,05154,6011,5,2018
0,05,05154,6042,4,2018
0,05,05154,6286,3,2018
0,05,05154,5652,2,2018
0,05,05154,6662,9,2018
0,05,05154,6467,8,2018
0,05,05154,5849,6,2018
0,05,05154,6320,7,2018
0,05,05154,6360,12,2018
0,05,05154,6146,11,2018
0,05,05154,6434,10,2018
0,05,05686,6275,1,2018
0,05,05686,6011,5,2018
0,05,05686,6042,4,2018
0,05,05686,6286,3,2018
0,05,05686,5652,2,2018
0,05,05686,6662,9,2018
0,05,05686,6467,8,2018
0,05,05686,5849,6,2018
0,05,05686,6320,7,2018
0,05,05686,6360,12,2018
0,05,05686,6146,11,2018
0,05,05686,6434,10,2018
0,05,05425,6275,1,2018
0,05,05425,6011,5,2018
0,05,05425,6042,4,2018
0,05,05425,6286,3,2018
0,05,05425,5652,2,2018
0,05,05425,6662,9,2018
0,05,05425,6467,8,2018
0,05,05425,5849,6,2018
0,05,05425,6320,7,2018
0,05,05425,6360,12,2018
0,05,05425,6146,11,2018
0,05,05425,6434,10,2018
0,05,05861,6275,1,2018
0,05,05861,6011,5,2018
0,05,05861,6042,4,2018
0,05,05861,6286,3,2018
0,05,05861,5652,2,2018
0,05,05861,6662,9,2018
0,05,05861,6467,8,2018
0,05,05861,5849,6,2018
0,05,05861,6320,7,2018
0,05,05861,6360,12,2018
0,05,05861,6146,11,2018
0,05,05861,6434,10,2018
0,05,05660,6275,1,2018
0,05,05660,6011,5,2018
0,05,05660,6042,4,2018
0,05,05660,6286,3,2018
0,05,05660,5652,2,2018
0,05,05660,6662,9,2018
0,05,05660,6467,8,2018
0,05,05660,5849,6,2018
0,05,05660,6320,7,2018
0,05,05660,6360,12,2018
0,05,05660,6146,11,2018
0,05,05660,6434,10,2018
0,05,05895,6275,1,2018
0,05,05895,6011,5,2018
0,05,05895,6042,4,2018
0,05,05895,6286,3,2018
0,05,05895,5652,2,2018
0,05,05895,6662,9,2018
0,05,05895,6467,8,2018
0,05,05895,5849,6,2018
0,05,05895,6320,7,2018
0,05,05895,6360,12,2018
0,05,05895,6146,11,2018
0,05,05895,6434,10,2018
0,05,05212,6275,1,2018
0,05,05212,6011,5,2018
0,05,05212,6042,4,2018
0,05,05212,6286,3,2018
0,05,05212,5652,2,2018
0,05,05212,6662,9,2018
0,05,05212,6467,8,2018
0,05,05212,5849,6,2018
0,05,05212,6320,7,2018
0,05,05212,6360,12,2018
0,05,05212,6146,11,2018
0,05,05212,6434,10,2018
0,05,05679,6275,1,2018
0,05,05679,6011,5,2018
0,05,05679,6042,4,2018
0,05,05679,6286,3,2018
0,05,05679,5652,2,2018
0,05,05679,6662,9,2018
0,05,05679,6467,8,2018
0,05,05679,5849,6,2018
0,05,05679,6320,7,2018
0,05,05679,6360,12,2018
0,05,05679,6146,11,2018
0,05,05679,6434,10,2018
0,05,05250,6275,1,2018
